commit_id,nuc,arexp,ent,ndev,age,asexp,la,ld,target
66,8.5,53.0,0.4854607607459129,1.5,0.0,49.0,1,18,False
67,19.0,54.0,0.0,3.0,0.0,50.0,28,29,False
68,10.25,55.0,1.98377412389792,0.375,0.0,51.0,303,234,True
69,1.375,56.0,3.42440937814929,0.0625,0.0,6.0,0,711,False
70,4.2,57.0,3.10617722979212,0.12,0.0,0.125000183703378,990,336,True
71,5.0,58.0,0.0,1.0,0.0,8.0,3,1,False
72,7.33333333333333,61.0,0.90558726169826,1.0,0.0,0.750000000021828,14,1,False
73,14.0,64.0,0.0,3.0,0.0,55.0,9,0,False
74,5.4,65.0,1.76412412880099,0.6,2.0,56.0,1,337,False
75,3.71428571428571,66.0,2.26959999316048,0.4285714285714289,1.7142857142857095,57.0,29,33,False
76,3.0,67.0,0.0,3.0,2.0,58.0,19,12,False
77,4.0,69.0,0.0,1.0,0.0,11.0,5,0,False
78,8.75,70.0,3.11021488758781,0.25,2.4166666666666696,59.0,57,868,False
79,1.0,71.0,0.8832225588099291,1.0,1.5,0.125000183703378,62,1,False
80,4.16666666666667,72.0,2.9905172985205,0.25,13.75,61.0,35,38,False
81,11.0,75.0,0.294597648935384,1.0,2.0,0.125000183703378,56,14,False
82,7.16666666666667,76.0,1.71104122118389,0.5,2.5,0.249999999992724,156,76,False
83,8.0,79.0,0.0,3.0,4.0,64.0,0,21,False
84,12.0,82.0,0.0,3.0,1.0,66.0,6,6,False
85,1.72727272727273,85.0,2.46920813090284,0.181818181818182,23.8181818181818,0.240740740751363,13,9293,True
86,2.0,86.0,0.0,1.0,0.0,70.0,9,1,False
87,1.0,87.0,0.0,1.0,31.0,71.0,3,4,False
88,2.0,88.0,0.0,2.0,0.0,72.0,10,24,False
89,11.5,89.0,0.996316519558962,1.5,2.0,0.125000183703378,93,47,False
90,3.0,90.0,1.1981839479118,1.0,13.666666666666698,74.0,2,11,False
91,18.0,92.0,0.0,3.0,0.0,75.0,3,2,False
92,19.0,93.0,0.0,3.0,0.0,76.0,2,13,False
93,8.0,96.0,1.12385618977472,1.0,11.0,77.0,9,16,False
94,3.0,97.0,0.591672778582327,0.4,19.6,0.240740740751363,9,5,False
95,4.33333333333333,99.0,1.26565085972034,0.666666666666667,4.33333333333333,0.625000183739758,71,23,False
96,13.0,100.0,0.0,3.0,4.0,79.0,266,256,False
97,14.0,101.0,0.0,3.0,0.0,80.0,0,4,False
98,15.0,102.0,0.0,3.0,0.0,81.0,3,121,False
99,7.0,103.0,0.0,3.0,9.0,82.0,1,1,False
100,11.0,104.0,0.61765723735139,1.0,2.0,83.0,50,55,False
101,17.0,105.0,0.0,3.0,0.0,84.0,157,190,False
102,10.6666666666667,106.0,1.43439718611655,1.0,2.0,85.0,13,93,False
103,8.66666666666667,107.0,0.2441756336518649,1.0,3.0,86.0,26,94,False
104,8.0,108.0,0.0,1.0,0.0,17.0,61,13,False
105,6.66666666666667,109.0,1.85428587198725,0.5,16.5,87.0,13,13,False
106,13.7777777777778,110.0,2.58794413005811,0.333333333333333,2.3333333333333304,88.0,39,155,False
107,9.0,113.0,0.0,1.0,0.0,18.0,1,0,False
108,9.1875,114.0,3.2335470235856896,0.1875,8.125,0.125000183703378,217,779,False
109,10.5,117.0,0.342463772481796,1.5,9.5,90.0,54,40,False
110,9.8,118.0,1.42874085375092,0.6,6.4,91.0,103,142,False
111,8.0,119.0,0.805125007464682,1.5,7.0,0.125000183703378,49,16,False
112,17.5,120.0,0.650022421648354,1.5,1.5,0.125000183703378,20,4,False
113,14.0,121.0,0.662815632672815,1.0,4.33333333333333,0.125000183703378,199,197,False
114,16.5,122.0,0.7642045065086199,1.5,2.0,95.0,6,3,False
115,13.5,123.0,0.958711882977132,1.5,0.0,96.0,21,0,False
116,12.0,124.0,1.0,1.5,8.5,97.0,2,2,False
117,14.5,125.0,1.31721474728829,0.75,5.75,98.0,76,29,False
118,0.0,126.0,0.998275202907615,0.0,0.0,0.125000183703378,225,0,False
119,3.0,127.0,0.0,1.0,18.0,26.0,1,2,False
120,2.3125,128.0,1.24132537908847,0.1875,37.0625,0.374999999992724,6781,936,True
121,15.5,130.0,0.136059286238775,1.5,9.0,101.0,50,55,False
122,13.0,131.0,0.0,1.0,1.0,27.0,2,8,False
123,12.0,132.0,0.0,3.0,17.0,102.0,11,1,False
124,6.5,133.0,0.8590796733512321,0.75,5.5,0.124999999992724,360,99,False
125,9.5,134.0,1.0,1.5,22.5,0.374999999992724,8,45,False
126,21.0,135.0,0.16866093149667,1.5,0.5,0.125000183703378,22,18,False
127,15.0,136.0,0.0,1.0,0.0,29.0,47,1,False
128,23.5,137.0,0.2974722489192899,1.5,6.0,106.0,25,13,False
129,10.833333333333302,138.0,3.0758541912127995,0.25,14.5,107.0,41,42,True
130,15.6,139.0,1.9345381738932,0.6,7.6,0.125000183703378,63,32,False
131,15.25,140.0,2.36556579984128,0.375,7.875,0.125000183703378,111,49,True
132,19.0,141.0,0.0,3.0,1.0,110.0,80,118,False
133,16.6666666666667,142.0,1.28705402811873,1.0,3.3333333333333304,0.750000000021828,20,8,False
134,24.5,143.0,0.3912435636292561,1.5,0.0,0.125000183703378,49,3,False
135,0.5,145.0,0.8736972998999499,0.5,23.0,114.0,77,185,False
136,1.0,146.0,0.0,1.0,46.0,115.0,1,260,False
137,10.625,147.0,2.8574288423343503,0.375,15.75,116.0,11,18,False
138,1.16666666666667,148.0,2.07026367219449,0.333333333333333,11.166666666666698,0.125000183703378,361,334,False
139,21.0,149.0,0.0,3.0,10.0,118.0,12,0,False
140,22.0,150.0,0.0,3.0,2.0,119.0,2,2,False
141,4.66666666666667,151.0,2.50429157354027,0.333333333333333,13.666666666666698,0.125000183703378,142,162,False
142,4.16666666666667,152.0,2.21613912277275,0.5,3.6666666666666696,121.0,33,33,False
143,3.6666666666666696,154.0,1.2561075411029798,0.5,0.0,0.125000183703378,158,192,True
144,2.5,155.0,0.426228656998145,0.5,0.0,0.125000183703378,22,1,False
145,3.5,156.0,0.6098403047164,1.5,1.5,0.125000183703378,18,2,False
146,5.8,158.0,1.75855334419905,0.6,4.6,0.388888888903101,41,2,False
147,6.8,159.0,1.75855334419905,0.6,0.0,0.388888888903101,2,41,False
148,7.33333333333333,160.0,2.21745931933849,0.5,3.1666666666666696,0.388888888903101,27,3,False
149,23.0,161.0,0.0,3.0,1.0,130.0,1,1,False
150,5.0,162.0,0.0,3.0,1.0,131.0,1,16,False
151,4.0,163.0,0.0,3.0,26.0,132.0,1,3,False
152,5.5,164.0,0.7219280948873621,1.5,4.0,133.0,7,3,True
153,7.0,165.0,0.0,3.0,0.0,134.0,13,20,False
154,10.0,166.0,0.8247300301397759,1.0,12.0,0.125000183703378,208,21,False
155,33.0,169.0,0.0,3.0,6.0,138.0,0,3,False
156,4.5,173.0,1.41654858685646,0.214285714285714,1.7142857142857095,0.12962962962963,3046,2803,True
157,4.0,174.0,2.06737642101208,0.6,22.8,142.0,9,25,False
158,6.5454545454545485,175.0,3.3135027412141,0.272727272727273,15.8181818181818,143.0,13,20,False
159,6.294117647058821,176.0,3.44230332583613,0.1764705882352939,1.6470588235294097,0.125000183703378,589,365,True
160,8.0,180.0,0.0,3.0,0.0,145.0,3,2,False
161,11.833333333333302,183.0,1.99124804335926,0.5,3.5,146.0,13,18,False
162,13.5,184.0,0.9994433330902992,1.5,15.5,147.0,2,70,False
163,4.5,185.0,0.930066139891087,1.5,15.5,148.0,11,125,False
164,6.12903225806452,186.0,4.33302452019256,0.0967741935483871,19.8064516129032,0.125000183703378,578,512,True
165,12.125,187.0,2.64930339517791,0.375,0.0,0.125000183703378,38,63,False
166,10.5555555555556,189.0,2.96140632972184,0.333333333333333,0.0,0.125000183703378,16,14,False
167,12.6363636363636,191.0,2.25405146185814,0.272727272727273,12.0909090909091,0.125000183703378,89,172,False
168,1.14285714285714,192.0,1.45404044244342,0.285714285714286,33.2857142857143,0.125000183703378,39,1700,False
169,0.0,193.0,1.85408080807369,0.0,0.0,4.0,21,0,False
170,7.928571428571429,194.0,2.80733686423769,0.214285714285714,14.0714285714286,155.0,8,54,False
171,2.0,195.0,0.0,2.0,28.0,156.0,9,51,False
172,2.0,196.0,1.55238825392697,0.6,27.8,157.0,52,211,False
173,3.5,197.0,0.691289869405789,1.0,0.0,158.0,32,49,False
174,5.25,198.0,1.69142605536741,0.375,11.875,0.129629629654464,361,11,True
175,23.0,199.0,1.0,1.5,3.0,160.0,8,2,False
176,1.0,200.0,0.468995593589281,0.5,1.5,0.125000183703378,11,9,False
177,17.0,201.0,0.3912435636292561,1.5,0.0,162.0,7,6,False
178,0.0,209.0,2.22641535347571,0.0,0.0,165.0,17,4,False
179,0.0,211.0,0.0,0.0,0.0,166.0,35,23,False
180,0.0,213.0,0.9649567669505692,0.0,0.0,0.125000183703378,31,10,False
181,0.0,214.0,0.0,0.0,0.0,168.0,1,1,False
182,2.8,217.0,1.96396346026237,0.4,7.6,0.286458333333351,14,9,True
183,0.0,218.0,0.0,0.0,0.0,170.0,18,21,False
184,0.5,219.0,0.684038435639042,0.5,1.5,171.0,12,10,False
185,0.0,220.0,0.9964859898867828,0.0,0.0,172.0,9,34,False
186,0.5,221.0,1.0,0.5,1.0,173.0,4,4,False
187,0.4,223.0,3.23958251326351,0.1,0.0,174.0,17,58,False
188,0.75,224.0,1.5365879897818202,0.25,0.0,175.0,57,81,False
189,0.0,225.0,0.0,0.0,0.0,176.0,0,1535,False
190,0.1052631578947369,226.0,4.19924239976972,0.0263157894736842,0.157894736842105,177.0,118,173,False
191,1.0,227.0,1.9307886530229,0.111111111111111,0.0,178.0,283,210,False
192,1.0,228.0,0.0,1.0,3.0,179.0,14,0,False
193,0.333333333333333,229.0,1.26992072598929,0.333333333333333,0.0,180.0,11,18,False
194,1.5,231.0,1.0,0.5,0.0,182.0,11,13,True
195,2.0,232.0,0.57815402487013,0.333333333333333,0.0,183.0,42,84,False
196,2.0,233.0,0.8631205685666309,0.5,0.0,184.0,6,1,False
197,0.5,234.0,0.0987023113976288,0.5,1.0,185.0,148,165,True
198,2.0,235.0,0.291548959499852,0.333333333333333,0.0,186.0,59,37,False
199,1.25,236.0,1.7819370635466998,0.25,0.0,187.0,24,6,False
200,1.0,237.0,2.9453241055807595,0.0769230769230769,0.0,0.125000183703378,35,35,False
201,2.0,238.0,0.0,1.0,1.0,189.0,2,2,False
202,4.83333333333333,239.0,1.69467609554786,0.333333333333333,0.666666666666667,0.750000000021828,117,13,False
203,0.0,240.0,0.0,0.0,0.0,63.0,13,0,False
204,1.38888888888889,241.0,3.29414797362468,0.0555555555555556,0.222222222222222,191.0,71,128,True
205,6.0,242.0,0.963745994207332,0.333333333333333,1.6666666666666698,0.125000183703378,18,3,False
206,2.1111111111111103,243.0,2.9772915177426,0.111111111111111,0.444444444444444,193.0,246,108,True
207,1.75,244.0,1.30457278251961,0.25,0.75,194.0,2,402,False
208,9.0,245.0,0.0,1.0,0.0,195.0,5,1,False
209,0.666666666666667,246.0,1.1930166708920502,0.166666666666667,0.5,0.125000183703378,68,53,False
210,2.0,247.0,2.25422679027585,0.111111111111111,1.11111111111111,197.0,43,35,False
211,1.0,248.0,0.779349837292085,0.5,0.0,198.0,9,4,False
212,10.0,249.0,0.0,1.0,0.0,199.0,2,1,False
213,11.0,251.0,0.0,1.0,0.0,200.0,0,6,False
214,5.5,253.0,0.99613448350958,0.5,1.0,0.125000183703378,33,8,False
215,0.0,254.0,0.0,0.0,0.0,202.0,17,11,False
216,4.33333333333333,256.0,1.1994602933016398,0.333333333333333,1.6666666666666698,203.0,12,4,False
217,2.5,258.0,1.3383483556254,0.166666666666667,2.6666666666666696,204.0,91,86,False
218,5.66666666666667,259.0,1.4441296432510502,0.333333333333333,1.6666666666666698,0.125000183703378,72,34,False
219,1.5,260.0,0.200622324312715,0.5,7.0,0.125000183703378,79,49,False
220,2.0,261.0,0.0,1.0,0.0,207.0,8,1,False
221,8.5,262.0,0.884140442741853,0.5,0.0,208.0,582,526,False
222,6.33333333333333,263.0,0.5625093296496401,0.333333333333333,2.3333333333333304,209.0,300,310,False
223,1.5,264.0,0.74959525725948,0.5,0.0,70.0,36,6,False
224,1.84,265.0,4.40353871291846,0.08,7.36,0.222222222247056,109,109,True
225,7.0,268.0,0.309543429150325,0.5,4.5,211.0,17,1,False
226,8.75,270.0,1.04857064118747,0.25,0.75,212.0,75,180,True
227,6.66666666666667,271.0,0.7327397621899859,0.333333333333333,0.0,0.125000183703378,27,32,False
228,8.0,272.0,1.38905491580189,0.333333333333333,0.0,0.125000183703378,45,8,False
229,12.5,273.0,0.836640741941167,0.5,0.0,215.0,5,10,False
230,0.0,274.0,0.0,0.0,0.0,216.0,10,4,False
231,0.0,275.0,0.0,0.0,0.0,75.0,1,4,False
232,14.0,276.0,0.0,1.0,0.0,217.0,8,3,False
233,10.5,277.0,0.591672778582327,0.5,0.0,218.0,3,11,False
234,2.4,278.0,2.14513637015305,0.2,4.2,219.0,4,13,False
235,11.4,280.0,1.5296669494168702,0.2,1.2,0.125000183703378,156,194,False
236,5.5,282.0,1.94642329076618,0.5,11.0,0.750000000021828,35,0,False
237,3.85714285714286,283.0,0.4382140427781021,0.285714285714286,4.85714285714286,0.0185185185327305,1288,183,False
238,0.0,284.0,0.0,0.0,0.0,223.0,86,0,False
239,5.0,285.0,0.0,1.0,8.0,224.0,5,2,False
240,1.35483870967742,286.0,5.1820531151234,0.032258064516129,6.0215053763440896,0.29,1427,1005,False
241,4.5,287.0,1.18430785449207,0.25,5.875,0.124999999992724,248,257,True
242,10.6666666666667,288.0,1.86003738399726,0.333333333333333,17.1666666666667,0.130208333333365,48,47,False
243,11.333333333333302,289.0,0.7878781567755542,0.333333333333333,0.0,228.0,55,89,False
244,5.17647058823529,290.0,2.65080824612418,0.117647058823529,4.76470588235294,0.0677083333333511,1995,257,True
245,0.75,291.0,1.9502120649147496,0.25,12.0,230.0,7,7,False
246,7.0,292.0,0.0,1.0,7.0,231.0,18,3,False
247,6.0,293.0,2.0566740268930803,0.222222222222222,7.44444444444444,0.0185185185327305,225,83,False
248,3.0,294.0,2.9030787202065294,0.111111111111111,12.333333333333302,233.0,28,185,False
249,26.0,295.0,0.0,1.0,5.0,234.0,15,8,False
250,3.86363636363636,296.0,3.83623021570496,0.0909090909090909,1.68181818181818,0.240740740751363,2423,36,False
251,1.88888888888889,297.0,2.55517780711561,0.111111111111111,6.888888888888888,236.0,84,123,True
252,7.0,300.0,0.253878440298162,0.5,12.0,83.0,46,1,False
253,7.5,303.0,0.676069814385139,0.5,5.5,0.0185185185185185,581,533,False
254,5.0,305.0,0.8631205685666309,0.5,6.5,240.0,7,0,False
255,7.928571428571429,306.0,3.19002420857743,0.142857142857143,11.4285714285714,0.124999999992724,49,971,False
256,1.6666666666666698,307.0,0.9907143189363092,0.166666666666667,0.0,242.0,171,211,False
257,8.33333333333333,308.0,1.5,0.333333333333333,0.0,243.0,4,4,False
258,7.5,309.0,0.371232326640876,0.5,0.0,244.0,14,0,False
259,4.63157894736842,310.0,2.65340817355688,0.0526315789473684,8.05263157894737,0.125000183703378,390,892,False
260,3.0,311.0,0.0,1.0,0.0,85.0,6,8,False
261,0.0,312.0,0.0,0.0,0.0,246.0,4,0,False
262,1.0,314.0,0.0,1.0,26.0,247.0,0,36,False
263,2.0,315.0,0.0,1.0,17.0,248.0,3,16,False
264,4.0,316.0,1.23865272872595,0.25,9.5,249.0,0,977,False
265,0.0,317.0,0.4735729249174521,0.0,0.0,0.249999999992724,483,0,True
266,2.0,321.0,0.94566030460064,0.5,20.5,0.125000183703378,9,2,False
267,30.0,322.0,0.0,1.0,8.0,252.0,9,1,False
268,6.0,323.0,0.468995593589281,0.5,4.5,0.124999999992724,19,1,False
269,5.0,324.0,1.8294732983598403,0.25,23.5,254.0,7,8,False
270,8.75,325.0,2.35566623110104,0.125,15.125,0.125000183703378,110,92,True
271,5.6,327.0,1.48192282302908,0.2,6.2,257.0,106,271,True
272,8.5,328.0,1.0,0.5,6.0,258.0,2,2,False
273,0.5,329.0,0.836640741941167,0.5,12.5,259.0,15,15,False
274,12.333333333333302,330.0,0.3946835562454199,0.666666666666667,9.66666666666667,0.124999999992724,48,48,False
275,7.0,331.0,0.0,1.0,3.0,261.0,11,20,False
276,7.5625,332.0,2.52439121249745,0.0625,11.0625,0.125000183703378,267,360,False
277,7.0,333.0,2.6814010992435,0.1,12.5,263.0,97,87,False
278,6.6,334.0,3.89029000283557,0.0333333333333333,9.36666666666667,0.125000183703378,429,358,True
279,15.0,335.0,0.4481282187895239,0.5,0.0,265.0,4,135,False
280,9.86666666666667,336.0,3.20802541546136,0.133333333333333,4.26666666666667,0.388888888903101,127,97,False
281,9.6,337.0,1.42839450347999,0.2,8.8,267.0,26,28,False
282,17.2857142857143,338.0,1.2264185351715902,0.285714285714286,0.0,0.750000000021828,3,356,False
283,15.25,339.0,0.838611221830456,0.25,0.0,0.125000183703378,23,30,False
284,13.4,340.0,1.9412579861773,0.1,1.4,0.125000183703378,101,179,False
285,12.625,341.0,1.16754230213065,0.125,1.75,0.125000183703378,107,133,False
286,9.214285714285714,341.0,2.84887704391446,0.0714285714285714,9.785714285714286,0.125000183703378,138,137,True
287,1.25,343.0,1.5865045074928,0.25,27.75,273.0,35,16,False
288,16.2857142857143,344.0,1.24560645999718,0.285714285714286,1.0,0.750000000021828,90,99,True
289,6.44444444444444,345.0,3.68414359195468,0.0555555555555556,21.4444444444444,275.0,12,2153,True
290,7.571428571428571,346.0,1.87588443346367,0.142857142857143,2.57142857142857,276.0,57,101,False
291,24.5,347.0,0.999570839347322,0.5,13.5,277.0,9,32,False
292,9.0,348.0,1.79229164936694,0.25,13.875,0.388888888903101,60,244,False
293,19.0,349.0,0.0,1.0,2.0,279.0,7,3,False
294,18.0,350.0,2.2552558960038,0.166666666666667,1.33333333333333,0.125000183703378,37,33,False
295,3.3333333333333304,351.0,1.56534021617407,0.333333333333333,34.0,281.0,6,17,False
296,4.33333333333333,352.0,0.8020567134437908,0.333333333333333,13.333333333333302,0.125000183703378,93,15,False
297,5.428571428571429,353.0,1.8951279356659,0.0952380952380952,14.666666666666698,0.0052083333333511,323,1740,False
298,3.0,355.0,0.0,1.0,0.0,285.0,1,0,False
299,2.3333333333333304,356.0,1.55665670746282,0.333333333333333,26.3333333333333,286.0,3,4,False
300,0.8,357.0,1.8324607873256893,0.2,0.0,0.125000183703378,129,4,True
301,4.0,358.0,0.0,1.0,16.0,104.0,22,0,False
302,7.0,359.0,2.94923123149896,0.1,15.1,0.125000183703378,31,174,False
303,3.0,360.0,0.468995593589281,0.5,0.0,289.0,3,7,False
304,2.82352941176471,361.0,3.17731936010584,0.0588235294117647,12.176470588235302,0.124999999992724,7,2911,False
305,12.25,362.0,1.0902377875569398,0.5,1.0,0.124999999992724,232,28,False
306,5.92105263157895,363.0,4.626888324677379,0.0263157894736842,15.315789473684196,292.0,232,125,False
307,8.5,364.0,0.286396957115956,0.5,3.5,293.0,44,56,False
308,6.0,365.0,1.20284745026659,0.333333333333333,2.3333333333333304,0.125000183703378,70,33,True
309,15.0,369.0,1.0,1.0,7.0,18.0,10,6,False
310,6.64705882352941,370.0,3.1476869044506604,0.0588235294117647,16.7058823529412,0.125000183703378,63,55,True
311,14.25,371.0,2.10842410510441,0.166666666666667,6.16666666666667,0.0185185185327305,231,68,False
312,35.0,372.0,0.958711882977132,0.5,4.5,298.0,4,17,False
313,13.4,373.0,0.956325397323756,0.4,1.4,0.5,237,1,False
314,9.952380952380947,374.0,2.1929838315820698,0.0476190476190476,6.71428571428571,0.125000183703378,728,708,True
315,18.3,375.0,2.72615185832529,0.2,0.0,0.388888888903101,64,35,True
316,20.6666666666667,376.0,1.5294283316328898,0.666666666666667,1.6666666666666698,0.388888888903101,14,5,False
317,12.0588235294118,377.0,1.3489631184768602,0.117647058823529,2.17647058823529,0.0052083333333511,581,1563,False
318,12.0909090909091,378.0,1.84298474111024,0.181818181818182,5.90909090909091,0.0052083333333511,144,210,False
319,5.21951219512195,379.0,4.95738866751574,0.024390243902439,14.609756097561,305.0,89,89,False
320,23.75,0.0,1.3233312060913502,0.25,19.25,0.0,133,4,False
321,29.5,2.0,0.994030211476956,1.0,0.0,1.0,11,0,False
322,3.0,3.0,0.0,2.0,1.0,2.0,4,0,False
323,3.6666666666666696,381.0,0.352647324074085,0.333333333333333,6.66666666666667,0.125000183703378,0,89,False
324,55.0,382.0,0.0,2.0,1.0,307.0,16,16,False
325,23.25,383.0,1.65057192405105,0.5,0.5,308.0,167,56,True
326,12.833333333333302,385.0,2.14986760627069,0.333333333333333,0.0,310.0,146,145,False
327,9.19230769230769,386.0,3.81438847603573,0.0769230769230769,14.2692307692308,0.125000183703378,125,750,False
328,14.5,388.0,1.25591273177216,0.666666666666667,33.1666666666667,0.333333333333351,0,243,False
329,2.0,389.0,0.91829583405449,0.5,3.0,313.0,7,5,False
330,5.830769230769231,390.0,3.93655823556149,0.0461538461538462,8.89230769230769,0.0052083333333511,4152,3835,True
331,14.333333333333302,391.0,0.529545737697794,0.333333333333333,2.6666666666666696,0.125000183703378,111,108,False
332,11.4,392.0,1.41772500378057,0.4,0.0,0.0185185185327305,55,58,False
333,16.2,393.0,2.57288721904717,0.2,0.0,0.0185185185327305,92,260,False
334,20.888888888888896,395.0,2.6556239380867,0.222222222222222,14.666666666666698,0.125000183703378,131,84,True
335,8.63636363636364,10.0,2.35822295492949,0.181818181818182,2.90909090909091,3.0,0,1572,False
336,19.0,12.0,1.5803341042062602,1.0,8.66666666666667,0.68798828125,33,2,False
337,4.72727272727273,396.0,2.83662298593635,0.0909090909090909,19.8181818181818,0.125000183703378,72,56,True
338,7.25,398.0,5.59691464875052,0.0476190476190476,5.78571428571429,0.270833333333351,1333,1249,True
339,13.0,400.0,2.37040802768444,0.133333333333333,0.0,0.125000183703378,217,16,False
340,22.0,401.0,2.52323142879762,0.333333333333333,0.0,324.0,7,8,False
341,10.6666666666667,402.0,1.16634197978619,1.0,0.0,0.750000000021828,36,26,False
342,0.5,13.0,0.985228136034252,0.5,3.0,0.9439697265625,4,3,False
343,5.0,404.0,0.0,1.0,0.0,327.0,0,1,False
344,26.5,406.0,0.999010270880481,0.5,1.0,0.125000183703378,50,4,False
345,16.0,407.0,0.0,1.0,19.0,329.0,1,0,False
346,31.0,408.0,0.650022421648354,1.0,1.0,330.0,6,6,False
347,12.0,411.0,0.0,1.0,2.0,332.0,4,4,False
348,26.142857142857103,412.0,2.7444143987708904,0.285714285714286,11.857142857142902,333.0,219,25,True
349,3.5714285714285694,413.0,2.31328805738134,0.142857142857143,5.14285714285714,0.125000183703378,35,18,False
350,18.8571428571429,414.0,1.4426412067936,0.4285714285714289,4.28571428571429,0.0185185185327305,349,242,False
351,68.0,415.0,0.0,2.0,0.0,336.0,2,2,False
