commit_id,nuc,aexp,ndev,nd,age,asexp,la,ld,target
30,9.66666666666667,26,1.0,2,4.0,1.2478484809398702,24,44,False
31,15.0,1,1.0,2,5.33333333333333,1.0,19,2,False
32,4.65217391304348,27,0.130434782608696,7,5.95652173913043,0.5555490509984901,1420,53,False
33,14.833333333333302,2,0.5,3,7.0,0.8888888888888891,88,80,False
34,9.66666666666667,28,0.666666666666667,2,6.83333333333333,1.2478485032916102,57,39,False
35,7.66666666666667,3,0.25,3,1.9166666666666696,1.75,1155,86,True
36,10.0,4,1.0,2,0.0,1.875,164,0,False
37,8.28571428571429,29,0.4285714285714289,3,12.142857142857098,1.2478485070169,257,5,False
38,10.8888888888889,30,0.222222222222222,2,7.44444444444444,1.24784850887954,553,244,False
39,19.0,31,0.75,2,0.75,1.2478485098108605,256,127,False
40,1.65625,6,0.09375,8,2.46875,0.404578189300412,4543,14,True
41,1.6666666666666698,11,0.666666666666667,1,22.3333333333333,11.0,54,0,False
42,21.6,33,0.6,2,0.0,1.2478485105093602,446,269,False
43,18.1666666666667,7,0.5,2,1.0,1.953125,220,136,True
44,12.2,9,0.6,3,0.8,1.962890625,42,15,True
45,6.375,10,0.375,3,1.5,1.96484375,286,203,False
46,21.6666666666667,34,1.0,2,0.0,1.2478485106257702,147,4,False
47,13.555555555555598,35,0.333333333333333,3,1.55555555555556,1.24784851068398,794,85,True
48,12.076923076923098,11,0.307692307692308,2,4.53846153846154,1.9658203125,85,88,False
49,31.6666666666667,36,1.0,2,0.333333333333333,1.24784851071308,56,56,False
50,7.5,13,0.5,2,0.333333333333333,1.966552734375,731,0,False
51,24.6666666666667,14,1.0,2,2.3333333333333304,1.9666748046875,140,22,False
52,16.5454545454545,15,0.272727272727273,3,8.27272727272727,1.03469992522775,553,503,True
53,21.4,38,0.6,3,3.6,1.24784851073491,190,228,False
54,13.75,41,0.75,2,0.25,1.24784851074128,169,19,False
55,4.14545454545455,42,0.0545454545454545,7,18.3818181818182,1.24784851074173,629,318,False
56,13.3478260869565,43,0.1739130434782609,2,3.52173913043478,1.24784851074196,1435,711,True
57,14.095238095238097,44,0.142857142857143,3,5.80952380952381,1.24784851074207,453,595,False
58,13.5454545454545,45,0.272727272727273,1,5.454545454545452,41.0,254,425,False
59,20.5,47,0.75,2,5.5,1.24784851074215,8,7,False
60,5.27777777777778,18,0.166666666666667,4,31.7777777777778,1.9667892456054696,137,106,False
61,3.0,12,0.5,1,14.0,12.0,19,14,False
62,11.0,48,0.12,4,9.0,1.24784851074216,660,423,True
63,23.0,19,1.0,3,12.333333333333302,1.96679306030273,24,10,False
64,22.142857142857103,20,0.4285714285714289,3,1.14285714285714,1.96679496765137,257,171,False
65,35.0,49,1.0,3,10.0,1.24784851074216,26,14,False
66,26.0,21,0.75,2,6.75,1.96679592132568,107,90,False
67,52.0,22,1.5,2,1.5,1.96679639816284,160,162,False
68,20.466666666666697,51,0.2,4,5.33333333333333,1.24784851074217,62,58,False
69,30.142857142857103,23,0.4285714285714289,2,2.57142857142857,1.96679663658142,115,111,False
70,10.5555555555556,24,0.333333333333333,3,16.4444444444444,1.9667967557907096,330,215,False
71,39.25,25,0.75,2,0.0,1.96679681539536,16,14,False
72,23.4,52,0.6,2,11.4,1.24784851074217,199,57,False
73,58.0,53,1.5,2,1.5,1.24784851074217,64,33,False
74,46.5,54,1.5,2,3.0,1.24784851074217,7,1,False
75,19.625,27,0.375,3,7.125,1.96679685264826,479,282,False
76,28.0,29,1.0,2,9.33333333333333,1.96679686196148,87,75,False
77,26.0,56,1.5,1,3.5,51.0,20,16,False
78,15.1176470588235,57,0.1764705882352939,4,8.94117647058824,1.24784851074217,51,365,False
79,13.5185185185185,58,0.148148148148148,5,17.592592592592602,1.24784851074217,235,101,False
80,31.0,59,1.0,2,2.3333333333333304,1.24784851074217,75,1,False
81,29.8,30,0.6,2,7.8,1.96679686382413,275,151,False
82,46.6666666666667,60,1.0,2,3.0,1.24784851074217,36,218,False
83,11.333333333333302,61,0.222222222222222,2,18.9444444444444,1.24784851074217,354,450,False
84,13.923076923076902,62,0.307692307692308,2,8.615384615384611,1.24784851074217,37,78,False
85,28.0,63,0.333333333333333,3,4.888888888888889,1.24784851074217,530,308,True
86,17.3333333333333,33,0.142857142857143,3,12.6190476190476,1.96679686533753,1198,496,True
87,61.0,64,1.5,2,13.0,1.24784851074217,1,703,False
88,5.0,34,2.0,1,0.0,30.0,5,2,False
89,6.0,35,2.0,1,0.0,31.0,4,1,False
90,7.0,36,2.0,1,0.0,32.0,6,2,False
91,40.0,37,0.75,3,6.25,1.03470002073108,5,4,False
92,23.2,66,0.6,2,12.4,1.24784851074217,7,37,False
93,6.382352941176469,38,0.0882352941176471,4,20.3235294117647,1.96679686551215,3105,1304,False
94,36.3333333333333,39,0.5,2,9.33333333333333,1.96679686551579,72,53,False
95,25.9166666666667,40,0.25,3,11.416666666666698,0.997662957882437,757,848,True
96,0.0,41,0.0,2,0.0,37.0,337,0,True
97,39.7142857142857,42,0.4285714285714289,2,0.142857142857143,1.96679686551875,147,69,True
98,37.8333333333333,67,0.5,2,2.0,1.24784851074217,91,75,False
99,19.1428571428571,43,0.4285714285714289,4,2.71428571428571,1.9667968655189696,517,435,False
100,0.0,44,0.0,1,0.0,40.0,147,0,False
101,24.3846153846154,68,0.230769230769231,4,8.30769230769231,1.24784851074217,110,50,False
102,28.3333333333333,49,0.5,2,8.33333333333333,1.96679686551914,37,18,False
103,25.25,69,0.375,2,5.25,1.24784851074217,366,156,False
104,42.75,70,0.75,2,0.0,1.24784851074217,155,335,False
105,37.3333333333333,50,1.0,2,35.3333333333333,1.96679686551914,9,0,False
106,26.11111111111111,51,0.333333333333333,4,12.0,0.997662957882291,229,205,True
107,0.0,52,0.0,2,0.0,44.0,1230,1,False
108,16.727272727272698,53,0.136363636363636,4,10.727272727272698,1.96679686551914,719,498,False
109,45.0,72,0.75,2,3.0,1.24784851074217,487,249,True
110,46.75,74,0.75,2,4.5,1.24784851074217,43,25,False
111,27.0,75,0.3,3,10.3,1.24784851074217,111,56,False
112,60.0,76,1.5,2,13.5,1.24784851074217,9,4,False
113,75.3333333333333,77,1.0,2,0.0,1.24784851074217,81,52,True
114,12.4090909090909,54,0.0681818181818182,8,14.0681818181818,0.507909888006816,847,508,True
115,1.05,55,0.15,10,0.0,0.984374990570332,1303,0,True
116,42.0,56,1.0,3,2.0,1.96679686551914,18,8,False
117,29.0,58,0.4285714285714289,2,5.857142857142861,1.96679686551914,200,172,False
118,50.3333333333333,59,1.0,2,5.66666666666667,1.96679686551914,108,92,True
119,29.3333333333333,61,1.0,1,4.0,53.0,32,34,False
120,48.5,62,0.75,2,7.25,1.96679686551914,75,136,False
121,42.6666666666667,63,1.0,1,2.6666666666666696,55.0,38,25,False
122,70.5,64,1.5,2,9.5,1.96679686551914,28,0,False
123,35.0,65,0.75,2,2.5,1.96679686551914,25,9,False
124,42.3333333333333,78,1.0,2,0.0,1.24784851074217,1706,0,False
125,8.0,66,2.0,1,36.0,58.0,22,5,False
126,54.3333333333333,67,1.0,2,5.0,1.96679686551914,30,13,False
127,35.454545454545496,81,0.272727272727273,2,1.0,1.24784851074217,114,89,False
128,23.5,68,0.1875,3,12.5,1.03470002073108,397,287,True
129,31.8,83,0.6,5,36.6,1.24784851074217,248,56,False
130,73.5,70,1.5,2,3.0,1.96679686551914,14,6,False
131,67.0,84,1.0,2,4.66666666666667,1.24784851074217,25,13,False
132,36.25,71,0.75,4,19.75,1.96679686551914,50,40,False
133,101.0,85,1.5,2,1.0,1.24784851074217,3,2,False
134,102.0,86,1.5,2,0.0,1.24784851074217,25,19,False
135,71.0,87,1.5,2,10.5,1.24784851074217,59,7,False
136,36.5714285714286,72,0.4285714285714289,3,26.285714285714302,1.96679686551914,157,20,False
137,15.0731707317073,73,0.0731707317073171,4,23.1219512195122,1.96679686551914,137,136,True
138,43.0,74,0.75,2,18.75,1.96679686551914,20,8,False
139,22.4285714285714,75,0.4285714285714289,4,23.0,1.96679686551914,25,17,False
140,44.1,76,0.3,2,4.7,1.96679686551914,33,18,True
141,83.5,77,1.5,2,0.0,1.96679686551914,5,5,False
142,89.0,78,1.5,2,5.0,1.96679686551914,5,8,False
143,21.0,79,4.0,1,27.0,70.0,13,8,False
144,23.0,88,0.125,4,25.1875,1.24784851074217,2081,2390,True
145,79.5,80,1.5,2,9.0,1.96679686551914,2,3,False
146,24.16,89,0.16,6,12.16,0.555528363743451,1180,790,True
147,95.0,90,1.0,2,0.0,1.24784851074217,480,512,False
148,23.75,82,0.375,3,17.5,1.96679686551914,76,17,False
149,4.0,83,1.0,1,0.0,73.0,3,17,False
150,96.6666666666667,91,1.0,2,0.666666666666667,1.24784851074217,102,85,False
151,49.0,92,0.75,2,32.5,1.24784851074217,31,7,False
152,55.0,85,1.0,2,6.66666666666667,1.96679686551914,28,5,False
153,67.25,93,0.75,2,1.0,1.24784851074217,76,55,False
154,5.87179487179487,86,0.0769230769230769,6,10.6923076923077,0.997662957882291,6054,548,False
155,101.0,87,1.5,2,4.0,1.96679686551914,6,1,False
156,62.6666666666667,88,1.0,2,0.666666666666667,1.96679686551914,44,21,False
157,42.25,94,0.375,2,32.5,1.24784851074217,109,67,False
158,86.0,89,1.5,2,11.5,1.96679686551914,21,32,False
159,94.5,90,1.5,2,0.0,1.96679686551914,7,5,False
160,11.72,91,0.12,3,16.0,1.96679686551914,312,280,False
161,0.0,92,0.0,1,0.0,82.0,110,0,False
162,119.5,93,1.5,2,0.0,1.96679686551914,9,3,False
163,39.8,94,0.6,3,0.8,1.96679686551914,135,85,False
164,66.2,95,0.6,2,13.4,1.96679686551914,70,3,False
165,19.0,97,0.333333333333333,5,2.55555555555556,1.96679686551914,1376,6,False
166,119.5,99,1.5,2,0.0,1.96679686551914,3,18,False
167,33.4444444444444,95,0.333333333333333,4,35.5555555555556,1.24784851074217,140,76,False
168,74.0,96,1.0,2,5.0,1.24784851074217,102,82,False
169,87.5,100,1.5,2,1.0,1.96679686551914,5,2,False
170,37.8333333333333,101,0.5,3,2.6666666666666696,1.96679686551914,231,174,False
171,60.3333333333333,102,1.0,3,1.0,1.96679686551914,66,6,False
172,52.5,103,0.75,3,0.75,1.96679686551914,99,79,False
173,45.25,104,0.75,2,17.25,1.96679686551914,143,1,False
174,26.0909090909091,97,0.272727272727273,3,15.5454545454545,1.24784851074217,267,191,True
175,31.1666666666667,105,0.5,2,2.8333333333333304,1.96679686551914,37,44,False
176,77.0,106,0.6,2,4.0,1.96679686551914,151,149,False
177,63.3333333333333,98,1.0,3,23.6666666666667,1.24784851074217,5,4,False
178,50.8333333333333,108,0.5,3,9.16666666666667,1.03470002073108,20,37,False
179,62.8333333333333,99,0.5,2,7.16666666666667,1.24784851074217,523,364,True
180,94.0,109,1.5,2,1.0,1.96679686551914,13,3,False
181,68.0,110,0.5,2,1.8333333333333304,1.96679686551914,189,23,False
182,48.75,100,0.5,2,3.5,1.24784851074217,265,48,False
183,0.0,111,0.0,1,0.0,101.0,167,0,False
184,61.6666666666667,112,0.5,2,0.333333333333333,1.96679686551914,268,0,False
185,64.0,101,0.6,4,4.2,1.24784851074217,46,43,False
186,61.2,113,0.6,2,4.6,1.96679686551914,76,25,False
187,43.71428571428571,114,0.4285714285714289,3,24.142857142857103,1.96679686551914,199,12,False
188,30.0,115,2.0,1,2.0,105.0,6,6,False
189,73.3333333333333,116,1.0,3,4.66666666666667,1.96679686551914,67,36,False
190,48.5,102,0.375,3,9.75,1.24784851074217,178,177,False
191,69.3333333333333,118,1.0,3,8.0,1.96679686551914,52,22,False
192,55.75,119,0.75,3,2.25,1.96679686551914,44,7,False
193,103.25,103,0.75,2,1.5,1.24784851074217,169,149,False
194,53.0,104,0.75,3,3.0,1.24784851074217,68,38,False
195,94.6666666666667,120,1.0,3,14.666666666666698,0.997662957882437,42,6,True
196,141.5,106,1.5,2,0.5,1.24784851074217,23,11,False
197,71.0,107,0.75,2,17.0,1.24784851074217,63,42,False
198,108.0,108,1.5,2,12.0,1.24784851074217,13,12,False
199,133.0,109,1.5,2,2.0,1.24784851074217,2,1,False
200,107.5,121,1.5,2,3.5,1.96679686551914,8,6,False
201,104.0,110,1.0,2,4.0,1.24784851074217,10,13,False
202,105.0,111,1.5,2,22.0,1.24784851074217,5,3,False
203,52.5,122,0.3,3,17.8,1.96679686551914,138,34,False
204,109.0,123,1.5,2,6.0,1.96679686551914,88,34,False
205,61.6666666666667,124,0.5,2,3.1666666666666696,1.96679686551914,127,114,False
206,0.0,125,0.0,1,0.0,114.0,241,0,False
207,76.25,126,0.75,3,9.75,1.03470002073108,181,169,False
208,108.0,127,1.5,2,12.0,1.96679686551914,14,5,False
209,36.4,128,0.2,5,18.6,1.03470002073108,807,117,True
210,73.0,129,1.0,2,48.3333333333333,1.96679686551914,35,0,False
211,8.861111111111109,130,0.0833333333333333,4,31.88888888888889,1.96679686551914,347,5879,False
212,57.25,131,0.75,3,2.25,1.96679686551914,250,86,True
213,110.0,132,1.5,2,14.5,1.96679686551914,3,1,False
214,74.6666666666667,133,1.0,2,9.66666666666667,1.96679686551914,10,3,False
215,111.0,135,1.5,2,1.0,1.96679686551914,2,0,False
216,31.8,136,0.3,4,8.9,1.96679686551914,526,515,False
217,0.0,137,0.0,1,0.0,125.0,86,0,False
218,77.3333333333333,138,1.0,2,5.0,1.96679686551914,272,62,False
219,23.8,139,0.2,4,22.0666666666667,0.997662957882291,127,104,False
220,78.0,140,1.0,2,28.0,1.96679686551914,17,1,False
221,44.4285714285714,141,0.4285714285714289,3,1.14285714285714,1.96679686551914,387,348,False
222,52.75,142,0.375,5,20.125,1.96679686551914,73,24,False
223,69.0,143,0.75,2,17.25,1.96679686551914,16,10,False
224,53.8,144,0.6,3,15.6,1.96679686551914,59,77,False
225,51.625,145,0.375,2,33.125,1.96679686551914,10,11,True
226,124.0,147,1.5,2,0.0,1.96679686551914,4,3,False
227,125.0,148,1.5,2,0.0,1.96679686551914,7,3,False
228,34.25,149,0.375,2,86.625,1.96679686551914,37,145,False
229,47.0,151,0.4285714285714289,3,3.4285714285714306,1.96679686551914,281,228,False
230,96.8,114,0.6,2,0.0,1.24784851074217,51,24,False
231,43.0,153,0.214285714285714,3,13.2857142857143,1.96679686551914,974,538,True
232,44.1666666666667,115,0.5,2,95.8333333333333,1.24784851074217,61,233,False
233,1.0,0,1.0,1,14.0,0.0,1,1,False
234,6.8444444444444414,154,0.0666666666666667,12,4.13333333333333,0.6819216412792839,179,209,False
235,116.666666666667,155,1.0,2,0.0,1.96679686551914,1,5,False
236,73.71428571428571,156,0.4285714285714289,2,7.0,1.96679686551914,70,1,False
237,137.5,157,1.5,2,1.0,1.96679686551914,39,25,False
238,101.0,158,0.75,2,0.25,1.96679686551914,33,4,False
239,104.0,159,1.0,2,0.666666666666667,1.96679686551914,30,12,False
240,53.0,160,0.6,4,17.0,0.997662957882437,153,110,True
241,133.0,161,1.5,2,1.0,1.96679686551914,6,3,False
242,119.333333333333,163,1.0,3,1.33333333333333,1.03470002073108,7,3,False
243,115.333333333333,118,1.0,3,0.0,0.555528363743451,8,3,False
244,89.0,119,3.0,1,4.0,111.0,10,23,False
245,68.3333333333333,120,0.5,3,21.1666666666667,1.24784851074217,79,3,True
246,43.8333333333333,164,0.25,5,18.5833333333333,1.96679686551914,55,53,False
247,56.625,121,0.375,4,14.625,0.555549050998665,252,123,False
248,72.28571428571429,165,0.4285714285714289,2,4.42857142857143,1.96679686551914,77,39,True
249,127.666666666667,166,1.0,2,2.3333333333333304,1.96679686551914,104,92,False
250,138.0,167,1.5,2,4.0,1.96679686551914,9,6,False
251,168.5,168,1.5,2,1.0,1.96679686551914,19,10,True
252,89.6666666666667,169,1.0,3,8.33333333333333,1.96679686551914,27,25,False
253,112.0,122,0.75,2,16.0,1.24784851074217,110,101,False
254,135.5,170,1.5,2,41.5,1.96679686551914,8,3,False
255,107.666666666667,171,1.0,2,7.66666666666667,1.96679686551914,12,8,False
256,5.4,0,0.6,5,41.2,0.0,86,35,False
257,137.5,172,1.5,2,1.0,1.96679686551914,5,5,False
258,138.5,173,1.5,2,0.0,1.96679686551914,8,3,True
259,154.0,124,1.5,2,0.5,1.24784851074217,1240,1222,False
260,155.5,126,1.5,2,0.0,1.24784851074217,448,519,False
261,41.0,128,2.0,1,1.0,118.0,117,224,False
262,61.7,174,0.3,4,11.9,1.03470002073108,163,219,False
263,167.5,175,1.5,2,0.0,1.96679686551914,7,14,False
264,109.0,176,1.0,2,6.66666666666667,1.96679686551914,10,2,False
265,186.0,129,1.5,2,1.5,1.24784851074217,3,1,False
266,10.15,2,0.15,6,16.0,0.5,796,243,False
267,8.444444444444441,177,0.185185185185185,7,0.37037037037037,0.258025600006816,129,201,False
268,9.0,178,2.5,2,0.0,0.992187490570336,17,28,False
269,11.0,179,2.0,2,13.0,0.992187490570336,10,2,False
270,8.142857142857139,180,0.5714285714285711,5,11.2857142857143,0.500457247370682,208,19,True
271,33.5555555555556,130,0.444444444444444,6,0.222222222222222,1.24784851074217,231,412,False
272,121.25,131,0.75,2,9.25,1.24784851074217,134,276,True
273,49.1428571428571,189,0.285714285714286,3,18.5,1.96679686551914,176,204,False
274,51.5,132,1.5,1,0.0,122.0,0,2,False
275,98.3333333333333,191,1.0,3,28.6666666666667,1.96679686551914,90,20,False
276,64.0,192,0.8,4,7.8,1.96679686551914,123,18,True
277,86.25,194,0.75,3,8.0,1.03470002073108,11,6,False
278,41.0,195,0.5,4,4.5,0.997662957882291,92,42,False
279,108.0,197,1.0,3,3.0,1.96679686551914,52,9,True
280,82.25,134,1.0,4,19.0,0.5555264709736021,15,21,False
281,49.5,198,0.375,3,12.875,1.96679686551914,171,316,False
282,24.352941176470605,201,0.235294117647059,5,17.8823529411765,0.536579815477958,47,34,True
283,148.0,205,1.5,2,0.5,1.96679686551914,2,5,False
284,17.8333333333333,209,0.125,3,0.75,1.96679686551914,2303,1781,True
285,139.333333333333,136,1.33333333333333,3,2.0,0.555528363743451,28,5,False
286,86.5,137,0.75,3,4.0,1.24784851074217,36,30,False
287,83.5,0,0.75,3,1.0,0.0,244,16,False
288,168.0,1,2.0,2,0.0,1.0,12,6,False
289,0.0,2,0.0,1,0.0,2.0,3,0,False
290,100.75,139,1.0,4,2.0,1.24784851074217,12,3,False
291,12.1034482758621,4,0.0862068965517241,10,18.8448275862069,1.6875,218,141,True
292,154.5,6,2.0,2,3.5,1.765625,6,1,False
293,117.2,210,1.0,2,6.6,1.96679686551914,50,53,False
294,157.5,211,2.0,2,2.0,1.96679686551914,9,2,False
295,6.0,7,3.0,1,0.0,5.0,1,1,False
296,9.25,212,1.0,2,13.0,0.992187490570336,50,10,False
297,1.0,213,0.5,1,0.0,191.0,0,47,False
298,166.5,141,2.0,2,7.5,1.24784851074217,18,24,True
299,40.4,142,0.5,5,12.4,1.24784851074217,152,113,False
300,2.55555555555556,8,0.166666666666667,4,16.2777777777778,6.0,1647,1139,True
301,4.8292682926829285,9,0.0609756097560976,14,11.2439024390244,0.486257176243459,332,160,True
302,48.71428571428571,10,0.5714285714285711,3,0.0,1.7880859375,9,6,False
303,18.0,11,2.0,1,16.0,9.0,2,2,False
304,12.4222222222222,143,0.111111111111111,12,0.0,1.24784851074217,143,77,False
305,53.0,12,0.666666666666667,2,0.333333333333333,1.789306640625,565,408,True
306,16.8846153846154,13,0.1923076923076919,8,0.8076923076923079,0.9490398118825358,45,41,False
307,55.6666666666667,14,0.666666666666667,2,3.1666666666666696,1.7896728515625,41,36,False
308,159.5,144,2.0,2,0.5,1.24784851074217,14,12,False
309,171.5,215,2.0,2,3.0,1.96679686551914,156,40,False
310,56.1666666666667,217,0.666666666666667,3,21.1666666666667,1.96679686551914,21,26,False
311,54.28571428571429,145,0.5714285714285711,4,6.71428571428571,0.555526470878002,17,3,False
312,163.0,219,2.0,2,5.5,1.96679686551914,1,7,False
313,111.0,220,1.33333333333333,2,4.66666666666667,1.96679686551914,16,23,False
314,5.76470588235294,16,0.235294117647059,7,8.41176470588235,14.0,317,139,False
315,43.22222222222221,17,0.555555555555556,5,1.0,1.7897567749023402,206,53,False
316,45.875,147,0.5,3,2.75,1.24784851074217,213,96,True
317,42.25,18,0.5,2,0.25,1.7897644042968797,1121,955,True
318,4.0,222,2.0,1,0.0,198.0,4,2,False
319,6.0,19,2.0,1,1.0,17.0,39,35,False
320,166.5,148,2.0,2,9.0,1.24784851074217,13,1,False
321,170.0,20,2.0,2,2.0,1.78976917266846,19,3,False
322,172.0,21,2.0,2,3.0,1.78977012634277,3,1,False
323,70.2,22,0.8,2,4.0,1.78977060317993,184,40,False
324,170.5,23,2.0,2,2.5,1.78977084159851,14,1,False
325,42.6666666666667,24,0.444444444444444,4,1.77777777777778,1.7897709608078,356,178,False
326,35.545454545454504,226,0.454545454545455,7,39.2727272727273,0.4998842879999999,113,76,True
327,23.368421052631607,149,0.2105263157894739,7,15.5789473684211,1.24784851074217,1392,389,True
328,178.5,150,2.0,2,0.0,1.24784851074217,19,2,False
329,31.6666666666667,151,0.4166666666666671,3,93.5833333333333,1.24784851074217,389,31,False
330,27.047619047619,25,0.19047619047619,7,24.0,0.9490404078459352,600,698,True
331,90.75,228,1.0,3,9.25,1.96679686551914,13,6,False
332,17.0,229,3.0,1,3.0,202.0,0,1,False
333,177.5,230,2.0,2,6.0,1.96679686551914,20,7,False
334,77.6,233,0.8,3,5.2,1.96679686551914,72,15,False
335,175.0,234,2.0,2,5.0,1.96679686551914,33,1,False
336,93.0,235,1.0,4,0.0,1.96679686551914,52,12,False
337,0.0,236,0.0,1,0.0,208.0,198,0,False
338,23.826086956521696,152,0.217391304347826,6,13.4347826086957,1.24784851074217,677,754,True
339,10.0,239,0.7142857142857142,4,45.57142857142861,0.499085505258199,42,449,False
340,30.2941176470588,26,0.235294117647059,6,25.352941176470605,1.78977105021477,870,261,True
341,26.4117647058824,27,0.294117647058824,7,20.8235294117647,1.7897710651159298,195,307,False
342,47.77777777777778,28,0.444444444444444,5,6.33333333333333,1.78977107256651,44,99,False
343,179.5,154,2.0,2,6.0,1.24784851074217,2,13,False
344,50.75,155,0.5,2,15.625,1.24784851074217,315,264,True
345,187.0,156,2.0,2,2.5,1.24784851074217,6,0,False
346,66.28571428571429,30,0.7142857142857142,4,5.71428571428571,0.949040616922269,318,45,True
347,188.5,157,2.0,2,1.5,1.24784851074217,52,52,False
348,14.6481481481481,31,0.0925925925925926,13,25.1851851851852,1.78977107908577,755,653,True
349,192.5,159,2.0,2,5.0,1.24784851074217,14,0,False
350,99.0,242,1.0,3,3.75,1.96679686551914,28,22,False
351,188.5,161,2.0,2,7.0,1.24784851074217,11,6,True
352,105.25,243,1.0,4,15.5,1.96679686551914,42,8,True
353,67.8333333333333,244,0.833333333333333,3,4.0,0.997662957882291,193,2,False
354,101.0,162,1.0,3,7.75,1.24784851074217,93,0,False
355,195.5,246,2.0,2,3.5,1.96679686551914,10,1,False
356,11.5,250,0.75,1,0.0,218.0,22,19,False
357,80.6,163,0.8,2,16.2,1.24784851074217,131,92,True
358,9.0,164,3.0,1,28.0,148.0,16,2,False
359,133.333333333333,253,1.33333333333333,2,5.66666666666667,1.96679686551914,10,6,False
360,38.8333333333333,254,0.333333333333333,3,13.25,1.96679686551914,287,337,True
361,64.0,255,0.666666666666667,2,66.0,1.96679686551914,259,1,True
362,28.75,165,0.3125,3,86.8125,1.24784851074217,2410,2426,False
363,11.0,256,0.3,2,3.7,222.0,458,322,True
364,132.666666666667,258,1.33333333333333,2,5.33333333333333,1.96679686551914,334,151,False
365,10.0,259,2.0,1,21.0,224.0,0,4,False
366,81.6,260,0.8,3,16.6,1.96679686551914,29,337,False
367,148.0,262,1.6666666666666698,3,10.3333333333333,1.03470002073108,12,1,False
368,84.0,263,0.8,3,25.8,1.96679686551914,8,7,False
369,92.8,166,0.8,4,14.6,1.24784851074217,80,487,False
370,200.0,167,2.0,2,16.5,1.24784851074217,110,121,False
371,28.3809523809524,264,0.238095238095238,6,65.5714285714286,1.96679686551914,585,280,True
372,145.333333333333,265,1.33333333333333,2,4.33333333333333,1.96679686551914,25,16,False
373,61.4285714285714,169,0.7142857142857142,2,12.0,1.24784851074217,9,166,False
374,199.0,170,2.5,2,57.0,1.24784851074217,18,6,False
375,3.0,171,3.0,1,0.0,155.0,1,1,False
376,23.0,267,1.5,1,0.0,231.0,27,6,False
377,142.333333333333,173,1.33333333333333,2,7.33333333333333,1.24784851074217,4,59,False
378,30.4444444444444,174,0.277777777777778,5,33.8888888888889,1.24784851074217,164,223,True
379,114.75,176,1.0,3,9.25,1.24784851074217,29,28,False
380,47.6666666666667,177,0.444444444444444,2,22.0,1.24784851074217,395,287,True
381,11.8,269,0.4,6,51.9,0.9921875000004492,234,58,True
382,13.0,280,3.0,1,0.0,236.0,3,2,True
383,11.0,281,3.0,1,0.0,237.0,1,1,False
384,69.14285714285711,178,0.5714285714285711,2,0.0,1.24784851074217,14,178,False
385,6.5,285,1.0,2,2.0,1.11720656429313,1,1,False
386,98.0,288,0.8,3,1.6,1.96679686551914,22,9,False
387,19.0,291,3.0,1,6.0,244.0,1,1,False
388,0.0,292,0.0,1,0.0,245.0,27,0,False
389,106.5,293,1.0,2,1.75,1.96679686551914,231,2,False
390,26.8148148148148,179,0.222222222222222,9,12.3703703703704,0.354165217296137,100,508,False
391,11.0,296,1.5,2,1.5,249.0,8,7,False
392,12.549019607843098,297,0.117647058823529,13,37.4117647058824,0.40461881366571,96,8173,False
393,152.0,299,1.33333333333333,2,14.0,1.96679686551914,11,12,False
394,215.5,300,2.0,2,2.0,1.96679686551914,3,1,False
