commit_id,nuc,arexp,nd,ns,age,la,ld,target
71,9.22222222222222,88.0,6,3,6.55555555555556,127,61,False
72,5.0,42.0,1,1,12.0,3,12,False
73,6.75,89.0,2,1,0.0,51,45,False
74,12.4285714285714,90.0,5,3,0.857142857142857,101,35,False
75,14.2,91.0,3,2,0.0,54,28,False
76,6.44444444444444,93.0,5,3,1.88888888888889,370,10,False
77,5.5,94.0,1,1,1.0,21,17,False
78,8.142857142857139,95.0,3,2,0.857142857142857,97,40,False
79,15.666666666666698,96.0,3,2,0.0,61,4,False
80,6.66666666666667,97.0,2,1,0.0,29,7,False
81,8.4,98.0,4,2,0.0,198,13,False
82,12.333333333333302,45.0,2,1,0.666666666666667,219,1,False
83,9.7,99.0,7,4,1.8,313,74,False
84,3.72340425531915,101.0,11,3,5.65957446808511,199,53,False
85,12.142857142857098,104.0,5,2,1.85714285714286,223,33,True
86,7.125,105.0,4,1,1.625,99,24,True
87,16.6666666666667,106.0,5,3,1.5,90,16,False
88,10.0,107.0,3,2,0.6,98,35,True
89,1.33333333333333,108.0,1,1,0.333333333333333,140,1,False
90,16.0,109.0,2,2,0.0,44,19,False
91,9.05555555555556,110.0,6,2,3.27777777777778,512,39,False
92,10.4285714285714,111.0,4,2,0.0,19,5,False
93,8.0,112.0,6,2,1.53846153846154,422,32,False
94,4.33333333333333,113.0,3,1,2.5,166,54,False
95,17.0,49.0,1,1,8.0,18,1,False
96,8.0,115.0,1,1,1.0,4,0,False
97,7.31818181818182,116.0,8,2,4.22727272727273,405,90,False
98,7.78571428571429,50.0,9,2,9.285714285714286,333,196,False
99,1.4,51.0,3,1,4.2,514,254,True
100,0.0,52.0,1,1,0.0,39,0,False
101,14.0,53.0,2,1,0.0,48,5,False
102,3.65753424657534,117.0,19,3,1.97260273972603,512,317,False
103,6.0,119.0,3,1,3.6666666666666696,48,3,False
104,4.41666666666667,120.0,8,2,7.9375,490,646,False
105,8.47058823529412,121.0,8,2,0.823529411764706,341,101,False
106,15.5,123.0,4,2,1.5,144,24,False
107,26.0,124.0,1,1,0.0,10,1,False
108,6.625,125.0,6,2,0.4375,792,71,True
109,6.78571428571429,55.0,3,2,0.7857142857142858,233,96,False
110,6.27272727272727,126.0,7,2,3.54545454545455,66,63,False
111,6.6,127.0,3,2,0.6,242,87,False
112,0.333333333333333,128.0,2,1,0.0,497,0,False
113,16.571428571428598,129.0,6,2,0.4285714285714289,315,12,False
114,8.142857142857139,56.0,2,1,0.5714285714285711,13,22,False
115,9.08333333333333,58.0,5,2,0.0,41,48,False
116,6.51724137931035,59.0,5,1,1.9655172413793105,191,197,False
117,26.5,60.0,1,1,0.0,31,0,False
118,10.1428571428571,131.0,3,1,0.857142857142857,139,17,False
119,27.5,61.0,1,1,0.0,85,2,False
120,8.444444444444441,132.0,4,1,0.333333333333333,288,34,False
121,13.0,133.0,1,1,2.0,20,14,False
122,11.333333333333302,62.0,2,1,0.333333333333333,46,17,False
123,8.0,134.0,2,1,0.75,129,17,False
124,1.33333333333333,136.0,2,1,1.0,168,0,False
125,6.4375,137.0,13,4,1.375,1047,126,True
126,6.4,139.0,11,3,0.56,647,67,False
127,4.47692307692308,140.0,19,6,8.30769230769231,4224,244,False
128,6.428571428571429,141.0,7,3,4.71428571428571,573,12,False
129,0.0,143.0,1,1,0.0,84,0,False
130,19.2222222222222,147.0,5,3,12.666666666666698,119,11,False
131,34.0,148.0,1,1,0.0,2,1,False
132,32.5,149.0,2,2,0.0,6,1,False
133,22.0,150.0,4,2,9.6,43,32,False
134,4.547619047619049,152.0,16,2,15.642857142857098,92,37,False
135,29.25,155.0,3,2,1.0,197,1,False
136,7.0,158.0,2,1,2.5,26,1,False
137,9.125,159.0,3,2,0.125,427,1,False
138,0.833333333333333,160.0,2,1,3.5,63,51,True
139,0.0,161.0,1,1,0.0,81,0,False
140,6.0,162.0,1,1,1.0,10,0,False
141,16.4,163.0,3,2,4.4,106,14,False
142,4.42857142857143,164.0,9,1,11.642857142857098,146,107,False
143,1.0,165.0,1,1,0.0,70,43,False
144,4.0,167.0,2,2,0.333333333333333,94,3,False
145,8.5,169.0,4,1,7.5,230,68,False
146,9.1,170.0,5,1,6.0,287,190,True
147,15.4,171.0,5,2,4.7,365,177,False
148,13.4,172.0,3,1,4.4,95,11,False
149,9.41666666666667,173.0,7,3,2.25,264,40,True
150,27.3333333333333,174.0,2,2,2.0,29,1,False
151,15.333333333333302,175.0,7,2,0.0,231,57,False
152,32.75,177.0,4,2,12.25,14,8,False
153,27.0,179.0,2,1,0.0,11,0,False
154,19.6666666666667,181.0,6,4,1.33333333333333,233,43,False
155,10.923076923076902,182.0,7,3,0.8461538461538459,468,56,False
156,17.4545454545455,183.0,9,5,3.09090909090909,136,47,False
157,27.4,184.0,4,2,0.4,79,15,False
158,9.285714285714286,185.0,5,1,4.71428571428571,94,12,False
159,7.75,186.0,3,2,15.0,93,2,False
160,31.142857142857103,188.0,5,2,4.42857142857143,98,21,False
161,11.8888888888889,189.0,6,2,11.444444444444402,64,1373,False
162,11.0454545454545,190.0,13,2,10.0454545454545,90,35,False
163,14.0,197.0,5,4,1.44444444444444,390,29,False
164,12.666666666666698,63.0,2,1,24.0,40,26,False
165,35.5,64.0,1,1,3.0,8,6,False
166,30.5,199.0,1,1,6.0,68,6,False
167,18.75,65.0,3,1,2.5,106,4,False
168,22.0,200.0,3,1,5.66666666666667,7,8,False
169,73.5,201.0,2,2,0.0,21,1,False
170,16.0,202.0,3,1,0.0,33,5,False
171,13.25,204.0,3,1,8.25,33,18,False
172,16.0,205.0,3,1,5.0,20,6,False
173,39.0,66.0,1,1,0.0,9,6,False
174,34.2,207.0,4,2,9.2,37,8,False
175,8.92307692307692,208.0,12,2,15.7179487179487,1129,311,True
176,22.75,210.0,3,2,0.0,81,2,False
177,18.0,211.0,10,3,5.78571428571429,169,102,False
178,6.0,215.0,1,1,12.0,8,4,False
179,7.0,216.0,1,1,0.0,2,2,False
180,17.2222222222222,217.0,5,2,10.7777777777778,134,11,False
181,6.0,218.0,2,1,0.5,19,2,False
182,27.3333333333333,219.0,2,1,0.333333333333333,11,2,False
183,12.6,221.0,5,3,16.0,70,19,False
184,11.0,222.0,3,1,0.6,164,0,False
185,1.0,223.0,1,1,24.0,2,0,False
186,20.8571428571429,224.0,6,4,4.42857142857143,97,59,False
187,3.5,226.0,2,1,0.5,16,0,False
188,18.75,227.0,3,1,0.0,145,53,False
189,5.388888888888888,228.0,9,2,6.16666666666667,1186,201,False
190,19.111111111111104,229.0,6,4,3.11111111111111,88,11,False
191,17.0,73.0,2,1,15.0,17,3,False
192,8.0,0.0,1,1,3.0,6,0,False
193,20.0,1.0,6,4,16.8333333333333,167,37,False
194,37.0,2.0,2,1,0.0,0,4,False
195,35.5,3.0,2,1,0.0,29,1,False
196,7.66666666666667,4.0,2,1,20.3333333333333,27,18,False
197,17.25,5.0,8,1,9.16666666666667,172,19,False
198,3.3333333333333304,6.0,2,1,18.6666666666667,6,3,False
199,6.0,7.0,2,1,0.0,143,0,False
200,23.4,8.0,3,1,0.8,122,20,False
201,45.0,233.0,3,2,5.33333333333333,41,26,False
202,1.6666666666666698,238.0,2,1,13.333333333333302,104,3,True
203,22.0,1.0,1,1,0.0,33,27,False
204,2.0,239.0,1,1,7.0,4,0,False
205,21.9090909090909,9.0,7,1,18.1818181818182,242,38,False
206,16.0,240.0,1,1,14.0,14,2,False
207,21.5,241.0,2,1,1.0,134,9,True
208,38.5,10.0,2,1,5.0,3,3,False
209,7.5,11.0,2,1,2.0,41,0,False
210,37.3333333333333,12.0,2,1,0.666666666666667,41,2,False
211,11.0,13.0,2,1,1.0,12,9,False
212,14.0,14.0,1,1,2.0,3,4,False
213,2.125,243.0,3,3,3.625,372,23,False
214,26.4285714285714,244.0,4,1,3.4285714285714306,153,156,False
215,54.0,245.0,1,1,0.0,45,2,False
216,34.8,246.0,3,1,2.6,106,47,False
217,22.5,247.0,3,1,6.66666666666667,146,35,False
218,40.0,249.0,3,1,0.0,56,16,False
219,27.6,250.0,3,1,0.0,33,10,False
220,15.0,15.0,1,1,0.0,29,41,False
221,35.3333333333333,251.0,3,1,0.0,52,15,False
222,20.0,253.0,4,1,13.625,256,348,True
223,13.857142857142902,255.0,3,1,11.7142857142857,593,236,False
224,12.375,256.0,4,1,15.875,379,94,False
225,29.6666666666667,258.0,2,1,0.0,94,63,False
226,28.25,260.0,3,2,14.5,45,54,False
227,8.428571428571429,261.0,4,3,9.85714285714286,352,77,False
228,1.5,262.0,1,1,0.0,19,5,False
229,1.5,266.0,1,1,0.0,36,4,False
230,2.0,267.0,1,1,0.0,17,0,False
231,62.5,268.0,4,2,1.0,99,30,False
232,8.33333333333333,269.0,2,1,2.0,165,76,False
233,23.4285714285714,270.0,5,1,1.7142857142857095,249,3,False
234,38.8,271.0,3,1,2.0,171,87,False
235,23.6,272.0,3,1,1.4,91,34,False
236,33.7142857142857,273.0,5,1,3.14285714285714,104,29,False
237,3.75,274.0,1,1,4.75,167,72,True
238,54.0,276.0,2,2,20.0,13,8,False
239,9.25,277.0,4,1,25.75,32,9,False
240,21.0,282.0,2,1,4.0,2,2,False
241,53.75,283.0,4,3,0.25,39,57,False
242,28.875,284.0,5,1,5.875,192,55,False
243,0.6,285.0,1,1,4.6,317,16,False
244,0.75,286.0,2,1,0.0,348,0,False
245,11.7777777777778,287.0,3,1,32.3333333333333,138,10,False
246,10.4705882352941,288.0,7,1,25.8823529411765,501,423,True
247,0.0,293.0,3,1,0.0,390,0,False
248,6.0,297.0,4,1,7.83333333333333,113,9,False
249,12.6,298.0,8,1,9.33333333333333,142,26,False
250,19.533333333333303,303.0,5,2,21.533333333333307,70,58,False
251,1.0,304.0,1,1,47.0,1,1,False
252,95.0,305.0,1,1,0.0,1,1,False
253,14.0,307.0,2,1,1.6666666666666698,18,1,False
254,4.0,311.0,1,1,4.0,3,3,False
255,10.3571428571429,312.0,9,7,2.0,610,25,False
256,25.5,315.0,1,1,3.0,119,52,False
257,5.0,317.0,1,1,0.0,15,2,False
258,31.6,319.0,3,1,4.0,67,11,False
259,8.33333333333333,17.0,3,1,22.6666666666667,99,46,False
260,6.5,321.0,2,1,25.1666666666667,213,136,True
261,13.5,322.0,2,1,0.0,30,7,False
262,41.5,18.0,5,1,3.1666666666666696,163,80,False
263,16.0,20.0,2,1,3.5,8,14,False
264,18.0,324.0,2,1,10.5,45,11,False
265,64.0,21.0,3,1,1.6666666666666698,24,5,False
266,18.375,325.0,5,2,1.625,186,70,False
267,26.0,326.0,3,1,0.0,54,57,False
268,3.5,327.0,2,1,43.5,15,8,False
269,27.0,329.0,4,1,13.75,59,9,False
270,102.0,331.0,1,1,0.0,19,4,False
271,13.666666666666698,333.0,4,1,8.77777777777778,167,37,False
272,28.5,334.0,2,1,0.0,32,16,False
273,20.3333333333333,337.0,3,1,1.8333333333333304,132,17,False
274,20.9090909090909,338.0,6,1,11.4545454545455,159,16,False
275,15.0,340.0,3,1,4.5,76,4,False
276,17.75,341.0,4,1,2.375,82,43,False
277,5.0,343.0,2,1,7.5,10,0,False
278,19.625,345.0,4,2,10.125,194,64,False
279,7.9,346.0,7,3,27.2,101,89,False
280,0.666666666666667,347.0,1,1,17.3333333333333,266,1,False
281,39.3333333333333,349.0,2,1,2.0,34,9,False
282,69.0,350.0,1,1,0.0,1,1,False
283,36.0,351.0,2,1,0.0,5,0,False
284,37.0,352.0,2,1,0.0,10,10,False
285,2.0,358.0,1,1,26.0,4,2,False
286,14.0,364.0,2,1,6.0,52,2,True
287,0.0,365.0,2,1,0.0,119,0,False
288,16.5,366.0,2,1,9.5,69,20,False
289,2.0,367.0,2,1,15.666666666666698,74,0,False
290,5.857142857142861,368.0,4,3,2.71428571428571,317,13,False
291,0.0909090909090909,369.0,3,1,5.5454545454545485,19,20,False
292,12.676470588235302,370.0,13,3,17.8235294117647,139,151,False
293,0.5,371.0,2,1,0.0,9,4,False
294,11.0,372.0,2,1,0.0,23,0,False
295,3.0,374.0,2,1,1.0,22,1,False
296,0.0,375.0,2,1,0.0,111,0,False
297,32.0,377.0,7,4,16.75,73,51,False
298,27.2,378.0,4,2,4.0,129,97,False
299,7.0,379.0,3,1,2.6,64,9,False
300,1.0,381.0,2,1,0.0,16,8,False
301,5.66666666666667,382.0,2,1,7.33333333333333,29,4,False
302,2.0,383.0,2,1,39.25,254,111,True
303,2.5,384.0,1,1,0.0,34,25,False
304,21.2352941176471,385.0,8,4,6.058823529411759,715,308,False
305,7.0,386.0,1,1,2.0,7,0,False
306,0.0,390.0,1,1,0.0,162,103,False
307,0.666666666666667,391.0,1,1,0.0,15,3,False
308,28.6666666666667,392.0,3,1,0.0,468,285,False
309,30.0,393.0,1,1,5.0,2,4,False
310,4.0,394.0,2,1,9.5,26,0,False
311,1.0,395.0,1,1,19.0,15,0,False
312,3.3333333333333304,396.0,2,1,2.0,105,2,False
313,9.75,398.0,3,1,10.25,25,2,False
314,9.0,402.0,1,1,0.0,20,14,False
315,13.0,404.0,1,1,0.0,13,7,False
316,21.1666666666667,405.0,3,1,25.6666666666667,258,219,False
317,18.5,406.0,2,1,16.0,74,7,False
318,23.0,408.0,2,1,1.0,12,1,False
319,26.0,409.0,1,1,0.0,5,2,False
320,5.0,410.0,1,1,19.0,12,4,False
321,34.0,411.0,1,1,0.0,286,236,False
322,17.5,412.0,2,1,0.0,389,0,False
323,14.5,413.0,2,1,34.5,135,113,False
324,28.0,414.0,1,1,0.0,24,8,False
325,19.2222222222222,415.0,3,1,14.8888888888889,81,108,False
326,24.5,417.0,2,1,21.5,21,1,False
327,42.0,23.0,5,1,5.28571428571429,100,4,False
328,24.1666666666667,419.0,3,1,5.5,81,12,False
329,33.2727272727273,420.0,7,1,1.3636363636363602,370,105,False
330,34.625,421.0,5,1,0.0,243,107,False
331,36.0,422.0,1,1,1.0,3,0,False
332,4.0,423.0,1,1,7.0,10,0,False
333,33.0,426.0,3,1,3.0,60,8,False
334,19.0,427.0,1,1,20.0,94,3,False
335,10.5,429.0,2,1,0.0,934,1046,False
336,40.6666666666667,431.0,2,1,10.3333333333333,27,11,False
337,21.5,25.0,2,1,1.0,20,6,False
338,8.6,26.0,4,1,30.4,26,31,False
339,11.5,432.0,2,1,0.0,1048,934,False
340,38.0,434.0,1,1,0.0,27,14,False
341,2.0,435.0,1,1,15.0,1,1,False
342,4.0,437.0,1,1,5.0,12,1,False
343,39.0,438.0,1,1,0.0,4,4,False
344,40.0,439.0,1,1,0.0,4,4,False
345,30.6666666666667,440.0,2,1,21.6666666666667,55,1,False
346,8.0,442.0,2,1,72.9,148,319,False
347,59.5,446.0,2,1,0.0,36,6,False
348,39.6666666666667,449.0,3,1,0.0,25,1,False
349,60.0,451.0,2,1,0.0,18,7,False
350,45.0,452.0,3,1,0.0,50,0,False
351,35.0,27.0,1,1,1.0,1,1,False
352,5.40625,453.0,3,1,16.96875,285,73,False
353,23.6666666666667,455.0,2,1,0.666666666666667,1021,1272,False
354,14.5,456.0,1,1,1.0,11,3,False
355,55.3333333333333,457.0,3,1,0.333333333333333,103,51,False
356,16.6666666666667,458.0,4,1,9.33333333333333,102,39,True
357,20.625,461.0,3,1,22.0,810,858,False
358,26.0,462.0,2,1,23.3333333333333,23,3,False
359,10.7285714285714,463.0,20,5,11.1142857142857,4275,2950,True
360,1.0,466.0,1,1,0.0,4,2,False
361,23.5,471.0,4,1,1.33333333333333,44,33,False
362,32.0,472.0,2,1,0.0,26,0,False
363,21.5,473.0,2,1,2.5,14,17,False
364,21.0,474.0,2,1,2.5,25,1,False
365,39.0,476.0,1,1,0.0,11,0,True
366,38.2,477.0,4,1,2.0,92,13,False
367,38.0,478.0,3,1,8.75,48,4,False
368,33.0,479.0,2,1,2.0,9,1,False
369,31.0,483.0,2,1,0.0,2,1,False
370,35.4,484.0,3,1,5.4,109,14,False
371,5.2,485.0,4,1,17.6,90,3,False
372,14.166666666666698,487.0,3,1,8.33333333333333,170,18,False
373,42.5,488.0,6,1,2.875,1019,1284,False
374,9.75,491.0,7,3,7.41666666666667,186,234,False
375,3.5,493.0,3,1,1.5,65,3,False
376,29.5,494.0,2,1,3.5,16,0,False
377,20.5,496.0,2,1,1.5,21,1,False
378,27.0,497.0,2,1,1.5,39,18,False
379,67.0,498.0,2,1,7.0,12,5,False
380,22.6,499.0,3,1,1.2,65,3,False
381,3.0,500.0,1,1,0.0,56,0,False
382,33.6666666666667,501.0,4,1,0.0,99,34,False
383,15.5,504.0,2,2,1.5,49,1,False
384,20.0,505.0,3,1,5.0,76,4,False
385,11.0,506.0,2,1,2.0,78,0,False
386,20.6666666666667,508.0,3,1,4.66666666666667,78,30,False
387,19.25,509.0,4,2,3.75,34,7,False
388,32.0,510.0,2,1,1.0,16,4,False
389,22.0,511.0,4,2,10.375,52,19,False
390,3.0,512.0,1,1,11.0,2,1,False
391,66.0,515.0,1,1,0.0,23,5,False
392,33.5,516.0,2,1,0.0,27,21,False
393,20.5,518.0,2,1,1.5,42,3,False
394,29.357142857142897,520.0,6,1,18.1428571428571,874,624,True
395,29.5,521.0,2,1,0.5,115,43,False
396,30.5,530.0,2,1,0.0,15,7,False
397,54.0,531.0,1,1,0.0,98,20,False
398,10.0,532.0,1,1,16.0,70,39,False
399,9.5,534.0,2,1,25.0,8,4,False
400,27.5,535.0,2,1,0.5,48,1,False
401,12.0,538.0,1,1,0.0,1,1,False
402,26.0,541.0,1,1,6.0,8,1,False
403,43.3333333333333,543.0,2,1,0.666666666666667,185,54,False
404,55.4,544.0,3,2,14.6,66,28,False
405,27.0,545.0,1,1,0.0,8,9,False
406,41.625,546.0,5,1,4.5,193,11,False
407,21.1666666666667,547.0,3,1,2.1666666666666696,328,110,False
408,70.0,548.0,1,1,0.0,32,4,False
409,16.5,549.0,3,1,6.16666666666667,84,31,False
410,57.0,550.0,1,1,0.0,477,257,False
411,58.0,552.0,1,1,0.0,257,477,False
412,3.0,554.0,1,1,21.0,35,10,False
413,60.0,556.0,1,1,0.0,257,477,False
414,18.5833333333333,557.0,3,1,0.0,805,234,False
415,0.0,558.0,1,1,0.0,116,0,False
416,18.0,559.0,1,1,0.0,65,3,False
417,13.333333333333302,560.0,2,1,0.0,37,20,False
418,19.5,561.0,2,1,0.0,5,15,False
419,61.0,3.0,1,1,1.0,562,182,False
420,29.7272727272727,562.0,5,2,3.7272727272727297,67,31,False
421,31.5,564.0,2,1,0.0,71,0,False
422,45.0,566.0,3,1,0.0,130,17,False
423,24.0,568.0,2,1,10.5,15,7,False
424,25.0,570.0,2,1,0.0,142,4,False
425,25.0,571.0,2,1,0.0,60,8,False
426,19.6666666666667,572.0,2,1,9.33333333333333,44,14,False
427,27.0,573.0,2,1,0.0,10,36,False
428,8.0,574.0,1,1,0.0,2,0,False
429,3.0,575.0,2,1,7.5,49,0,False
430,21.6666666666667,579.0,2,1,0.0,103,70,False
431,1.0,580.0,1,1,2.0,98,29,False
432,15.083333333333302,4.0,9,4,30.5833333333333,234,180,False
433,8.07692307692308,583.0,7,3,63.3076923076923,149,136,False
434,14.0,584.0,1,1,0.0,8,2,False
435,8.5,585.0,2,1,5.5,42,12,False
436,50.0,586.0,1,1,1.0,1,1,False
437,5.4,587.0,3,1,35.2,142,174,True
438,1.0,588.0,1,1,0.0,8,0,True
439,61.3333333333333,589.0,3,1,18.6666666666667,39,1,False
440,68.5,591.0,2,1,0.0,3,2,False
441,15.0,592.0,2,1,47.6,301,20,False
442,5.0,594.0,1,1,14.0,9,0,False
443,5.33333333333333,595.0,5,2,9.22222222222222,24,5,False
444,2.0,600.0,1,1,96.0,3,3,False
445,0.5,601.0,1,1,1.5,101,0,False
446,20.0,602.0,2,1,14.5,13,1,False
447,36.5,603.0,2,1,11.0,23,5,False
448,34.0,6.0,2,1,2.0,22,0,False
449,5.0,7.0,1,1,39.0,1,1,False
450,35.5,8.0,2,1,8.0,10,3,False
451,38.5,9.0,2,1,6.0,30,0,False
452,39.5,10.0,2,1,3.0,31,0,False
453,16.0,0.0,1,1,17.0,27,24,False
454,1.0,1.0,1,1,133.0,5,1,False
455,40.5,11.0,2,1,0.0,31,1,False
456,2.0,606.0,1,1,11.666666666666698,179,0,False
457,41.5,607.0,2,1,0.0,118,0,False
458,8.0,609.0,1,1,18.0,12,7,False
459,5.0,613.0,1,1,30.0,79,2,False
460,0.0,615.0,1,1,0.0,96,0,False
461,6.0,617.0,1,1,0.0,32,8,False
462,75.0,12.0,1,1,1.0,56,24,False
463,2.75,618.0,2,2,33.75,69,5,False
464,4.0,619.0,3,2,12.857142857142902,50,21,False
465,8.0,620.0,1,1,0.0,11,7,False
466,4.33333333333333,621.0,2,2,0.0,45,7,False
467,39.0,1.0,1,1,19.0,1,1,False
468,40.0,623.0,1,1,0.0,2,2,False
469,41.0,624.0,1,1,0.0,2,3,False
470,14.1,626.0,2,1,10.2,357,233,False
471,24.5,627.0,1,1,0.0,14,5,False
472,0.0,628.0,1,1,0.0,336,0,False
473,10.3333333333333,629.0,2,1,0.0,194,126,True
474,36.0,630.0,3,1,25.0,91,8,False
475,45.0,631.0,1,1,0.0,19,0,False
476,46.0,632.0,1,1,0.0,2,2,False
477,47.0,633.0,1,1,0.0,5,1,False
478,48.4,634.0,4,1,8.8,109,45,False
479,30.0,636.0,3,1,9.2,43,3,False
480,49.5,637.0,3,1,22.5,45,11,False
481,49.6666666666667,638.0,2,1,0.0,66,21,False
482,27.8333333333333,639.0,3,1,6.33333333333333,184,28,False
483,16.3333333333333,641.0,1,1,16.6666666666667,90,18,False
484,5.0,643.0,1,1,40.0,3,0,False
485,14.142857142857098,645.0,4,1,9.285714285714286,115,67,False
486,50.0,646.0,1,1,0.0,4,1,False
487,11.5,647.0,1,1,0.0,25,16,False
488,25.157894736842103,649.0,9,1,33.6842105263158,323,41,False
489,13.0,650.0,2,1,38.0,3,3,False
490,2.5,651.0,2,1,1.5,22,2,False
491,25.5,652.0,1,1,0.5,104,2,False
492,0.0,653.0,2,1,0.0,55,1,False
493,6.0,654.0,1,1,0.0,4,1,False
494,7.0,655.0,1,1,0.0,2,2,False
495,73.5,656.0,2,1,0.0,29,8,False
496,45.5,14.0,2,1,2.5,22,0,False
497,52.0,660.0,1,1,0.0,12,6,False
498,47.5,661.0,2,1,0.0,40,22,False
499,40.5,662.0,2,1,19.0,23,9,False
500,9.83870967741935,667.0,6,1,38.4193548387097,3342,872,False
501,1.0,29.0,2,1,11.8,479,109,True
502,24.0,3.0,1,1,45.0,5,5,False
503,27.3333333333333,2.0,6,3,38.5,531,59,False
504,17.5,3.0,2,1,0.0,3,33,False
505,10.25,670.0,5,3,20.25,205,74,False
506,18.0,671.0,1,1,0.0,30,5,False
507,8.0,672.0,1,1,22.3333333333333,147,34,False
508,10.0,673.0,1,1,0.0,140,147,False
509,31.5,674.0,4,1,24.0,81,38,False
510,25.6666666666667,675.0,2,2,22.0,43,0,False
511,10.0,680.0,2,1,0.0,37,0,False
512,11.0,4.0,2,1,0.0,48,35,False
513,22.26666666666669,681.0,4,1,25.2,191,41,True
514,22.0,5.0,1,1,0.0,263,145,False
515,39.4444444444444,682.0,5,1,0.222222222222222,418,370,False
516,25.0,683.0,2,1,0.0,238,84,False
517,19.8125,684.0,8,1,22.25,1944,929,False
518,13.666666666666698,685.0,3,1,0.666666666666667,37,3,False
519,51.0,686.0,3,2,3.6666666666666696,90,33,False
520,6.0,692.0,1,1,8.0,2,1,False
521,21.3333333333333,694.0,2,1,8.0,54,16,False
522,41.75,695.0,2,1,11.5,75,28,False
523,1.0,30.0,1,1,8.0,5,8,False
524,19.7857142857143,696.0,8,1,20.0714285714286,653,91,False
525,12.5,6.0,2,1,2.5,28,5,False
526,14.9,697.0,8,2,46.4,35,34,False
527,13.5,7.0,2,1,0.0,45,9,False
528,14.5,8.0,2,1,0.0,43,1,False
529,92.0,4.0,1,1,0.0,12,11,False
530,0.0,31.0,1,1,0.0,302,0,False
531,0.0,32.0,1,1,0.0,65,0,False
532,8.0,9.0,1,1,45.0,7,12,False
533,1.0,701.0,1,1,0.0,9,7,False
