commit_id,nuc,arexp,ent,ns,age,asexp,la,ld,target
52,2.06666666666667,38.0,3.39854904570278,4,0.2,0.0218747643288196,495,50,False
53,2.1666666666666696,40.0,2.26565277805309,3,0.0,0.0560108283276675,110,77,False
54,2.14285714285714,19.0,3.3551583936605205,2,0.142857142857143,1.00390434265137,480,67,False
55,0.0,20.0,3.44085984148538,1,0.0,0.0,1003,0,False
56,2.0,21.0,3.4524665491633098,2,0.0,0.0078420639038085,1,1011,False
57,0.2,27.0,2.1193290735423003,1,0.0,1.0,246,50,False
58,1.6470588235294097,28.0,2.98126278525774,2,0.117647058823529,0.99997091665864,350,168,False
59,1.92307692307692,29.0,2.75802587671313,2,0.0,0.99997092038393,155,78,False
60,0.7272727272727271,41.0,3.0465374458543097,1,0.0,34.0,770,2,False
61,1.90909090909091,42.0,3.0646725711132503,1,0.0909090909090909,35.0,200,32,False
62,2.09433962264151,43.0,4.44102762744234,3,0.226415094339623,0.0556072000206773,342,401,True
63,6.25,44.0,1.41829583405449,1,0.0,37.0,12,12,False
64,0.2,45.0,2.05263014290951,1,0.0,17.0,153,217,False
65,4.5454545454545485,46.0,2.4139215141407404,3,0.0,0.0556072000206773,40,40,False
66,1.0,47.0,2.43858362111405,1,0.0,19.0,332,62,False
67,1.09090909090909,48.0,2.43544887289333,1,0.0,20.0,66,92,False
68,3.0,49.0,1.07956950711952,1,0.0,21.0,67,48,False
69,2.0,50.0,0.970950594454669,2,0.0,0.252141271264072,20,10,False
70,3.5,51.0,0.7544062039636579,2,0.0,0.252141271264072,37,46,False
71,4.5,52.0,0.936667381877563,2,0.0,0.252141271264073,12,5,False
72,2.125,53.0,2.25741791313679,3,0.25,0.0087413191095621,311,3,False
73,0.0,4.0,2.13218166676446,1,0.0,0.0,398,0,False
74,2.76923076923077,55.0,2.8517502764928,4,0.153846153846154,0.0208371666725696,230,58,False
75,1.0,6.0,0.982858689712706,1,0.0,2.0,22,4,False
76,1.125,57.0,2.15063502680455,2,0.0,0.218460083006882,706,0,False
77,1.0,7.0,2.6560214618566,1,0.0,3.0,105,416,False
78,2.875,30.0,2.46746050706267,2,0.0,0.9999709222465748,74,163,False
79,0.111111111111111,31.0,2.9109922530150496,1,0.0,5.0,9,8,False
80,2.6,32.0,2.12715036976806,2,0.0,0.999970923410729,99,31,True
81,3.2,33.0,1.9327835927522297,2,0.0,0.9999709236435592,98,12,False
82,1.0,8.0,0.932111567616675,1,0.0,4.0,19,4,False
83,2.85714285714286,59.0,1.18462900835615,7,0.0,0.0034620986208911,85,22,False
84,4.2,34.0,1.9203494077098,2,0.0,0.999970923759975,101,20,False
85,6.0,36.0,2.2291643124194,3,0.0,0.499999965536623,98,103,True
86,2.0,62.0,0.281193796432043,1,0.0,45.0,39,2,False
87,1.875,63.0,2.07934143416225,3,0.0,0.0045724737082761,757,35,True
88,1.33333333333333,64.0,1.5503973430973998,2,0.333333333333333,0.218460083006882,54,57,False
89,3.8,65.0,2.55216076418575,4,0.4,0.0208371666725696,213,179,False
90,1.0,38.0,0.0,1,0.0,24.0,38,12,False
91,2.5,68.0,0.9640787648082292,2,1.0,0.0336811882571908,81,9,False
92,0.0,69.0,2.51719758872619,1,0.0,1.0,476,0,False
93,2.0,70.0,0.0,1,0.0,48.0,7,2,False
94,0.25,9.0,1.42827678593524,1,0.25,4.0,344,2,False
95,1.0,10.0,0.941150452216345,1,0.0,5.0,231,118,False
96,2.25,71.0,3.2913894627133704,2,0.166666666666667,0.218460083006883,498,84,False
97,4.33333333333333,72.0,1.40068763875518,2,0.0,0.218460083006883,75,17,False
98,11.0,73.0,0.0,1,0.0,51.0,2,1,False
99,2.64705882352941,74.0,3.29692118858243,2,2.29411764705882,0.218460083006883,369,172,False
100,2.5,75.0,0.7997594113291758,1,1.0,8.0,0,70,False
101,11.0,76.0,0.970950594454669,1,3.5,53.0,3,2,False
102,2.38461538461538,78.0,2.93776124013659,1,0.6923076923076921,9.0,145,77,False
103,3.0,1.0,1.7527152789796998,1,0.0,1.0,11,7,False
104,1.5,40.0,0.74959525725948,1,3.0,0.0,11,3,False
105,2.86363636363636,80.0,5.392515282609861,7,2.37878787878788,0.003401385336946,1569,411,True
106,4.5,81.0,0.696212260125146,1,0.0,11.0,10,6,False
107,0.0,83.0,0.0,1,0.0,57.0,103,0,False
108,0.0,85.0,2.23595635823371,1,0.0,3.0,882,0,False
109,2.47058823529412,86.0,3.1141488950788503,3,0.941176470588235,0.0560108283276675,806,162,False
110,1.0,87.0,0.0,1,0.0,5.0,0,24,False
111,4.4,89.0,2.06122287390933,1,3.0,59.0,251,2,False
112,2.6,90.0,1.65275849425578,1,1.8,8.0,32,10,False
113,2.28571428571429,44.0,2.4537493231305803,1,1.42857142857143,25.0,131,143,False
114,0.818181818181818,45.0,2.8440915215163702,1,0.818181818181818,26.0,779,422,False
115,0.5,47.0,0.6690158350565579,1,0.0,1.0,117,3,False
116,4.5,91.0,1.43421705219682,2,2.1,0.0727436882594646,596,88,False
117,2.3333333333333304,92.0,1.42920626821728,1,0.0,33.0,56,5,False
118,5.0,93.0,1.16816091980765,1,0.0,34.0,26,16,False
119,1.51724137931034,94.0,3.73935127818728,2,1.41379310344828,0.218460083006882,1664,63,False
120,2.5,95.0,1.90255032997969,1,1.33333333333333,61.0,42,2,False
121,1.0,96.0,2.24330553031504,1,1.0,62.0,97,26,False
122,6.33333333333333,97.0,1.83078759264648,1,4.16666666666667,63.0,99,4,False
123,3.0,98.0,0.9690109462883808,2,1.6666666666666698,0.21846008301013,17,38,False
124,1.14285714285714,99.0,2.15556966904848,1,0.5714285714285711,65.0,111,35,False
125,1.6666666666666698,100.0,2.18163526572337,1,1.33333333333333,7.0,332,43,False
126,2.0,101.0,1.06716488890187,1,0.666666666666667,8.0,83,4,False
127,2.5,102.0,2.7479039714352704,1,0.25,9.0,111,88,False
128,1.2,106.0,3.54248641816391,2,0.0666666666666667,0.0390625000022738,1162,2,True
129,2.0,107.0,0.0,1,0.0,11.0,26,9,False
130,3.0,108.0,0.0,1,0.0,12.0,9,9,False
131,0.7777777777777779,109.0,1.82928831523821,2,0.0,0.218460083006882,218,18,False
132,1.5,110.0,1.9655962303576,1,0.5,68.0,9,6,False
133,0.0,111.0,0.1032750845716349,1,0.0,5.0,74,0,False
134,1.0,48.0,2.02664959196971,1,0.2,27.0,157,13,False
135,3.0,112.0,2.4329847543815,2,2.28571428571429,0.218460083006882,249,3,False
136,0.0,11.0,0.0,1,0.0,6.0,79,0,False
137,9.25,113.0,1.92629362460747,1,2.75,70.0,122,27,False
138,0.0,114.0,3.46200143585315,1,0.0,0.0,1096,0,True
139,4.088235294117649,115.0,4.16229982033678,10,4.70588235294118,0.0011212121112211,365,189,True
140,2.0,116.0,0.0,1,0.0,2.0,31,6,False
141,1.23076923076923,117.0,3.21800287041039,2,0.307692307692308,0.218460083006882,362,121,False
142,1.42857142857143,118.0,1.91828052447644,1,0.0,4.0,138,15,False
143,6.0,119.0,0.591672778582327,1,3.5,14.0,0,7,False
144,3.0,120.0,0.922919287868672,2,0.0,0.218460083006882,43,28,False
145,1.0,121.0,0.0,1,6.0,74.0,1,2,False
146,2.5,122.0,2.11719345375122,1,0.0,6.0,286,15,False
147,3.4285714285714306,123.0,2.39027008414621,2,1.42857142857143,0.218460083006882,162,44,False
148,3.931034482758621,124.0,3.8913631279374,6,2.79310344827586,0.0055556548739223,358,520,True
149,2.59259259259259,125.0,4.25288861613378,5,2.3333333333333304,0.0096799958646784,151,593,False
150,20.0,126.0,0.0,1,0.0,78.0,2,0,False
151,5.53846153846154,127.0,2.76096875085369,6,3.53846153846154,0.0055556548739223,37,59,False
152,1.0,128.0,0.0,1,7.0,0.0,11,6,False
153,3.2452830188679203,129.0,5.6209599132271375,10,5.62264150943396,0.0011111121112211,81,92,True
154,1.0,130.0,0.0,1,8.0,16.0,7,8,False
155,7.2,50.0,1.84719590214044,2,0.4,0.9999704395723248,19,20,False
156,6.0,131.0,1.3224941433728798,2,0.0,0.218460083006882,91,3,False
157,6.428571428571429,51.0,2.9224083227797,7,0.0,0.166726194006174,67,112,False
158,0.0,132.0,1.25350161935875,1,0.0,0.0,446,0,False
159,4.2,133.0,0.8313226484193249,1,1.4,82.0,594,24,True
160,0.0,134.0,0.0,1,0.0,83.0,3,3,False
161,0.0,135.0,1.5470053726853,1,0.0,0.0,228,0,False
162,1.0,136.0,0.91829583405449,1,0.0,1.0,4,8,False
163,0.7272727272727271,139.0,3.07412975821413,1,0.181818181818182,18.0,571,93,False
164,0.0,140.0,3.54779232810013,1,0.0,0.0,2192,0,False
165,1.0,141.0,0.0,1,7.0,84.0,0,521,False
166,2.25,142.0,1.81704391454155,1,6.5,85.0,242,22,False
167,5.71428571428571,143.0,1.80238647379205,2,11.857142857142902,0.0390625000022738,37,37,False
168,0.0,144.0,1.9146116564445,1,0.0,0.0,357,0,True
169,3.5,145.0,0.936667381877563,1,0.0,86.0,4,13,False
170,4.0,147.0,0.0,1,18.0,21.0,2,2,False
171,2.46153846153846,156.0,3.31400849908354,1,8.23076923076923,88.0,563,84,True
172,0.5,157.0,0.6581912658132191,1,0.0,89.0,117,24,False
173,1.33333333333333,158.0,0.546122948880245,1,9.33333333333333,90.0,173,3,False
174,0.5,159.0,0.206877807504725,1,0.0,91.0,119,4,False
175,4.09090909090909,160.0,4.090646597190791,3,8.59090909090909,0.0514383546193913,607,48,True
176,0.666666666666667,161.0,0.742850488363024,2,0.0,6.12574268813341e-18,125,4,False
177,0.647058823529412,162.0,2.35028651518221,1,2.47058823529412,13.0,702,20,False
178,0.0,163.0,1.7708763976467,1,0.0,14.0,0,584,False
179,0.8,165.0,1.62203098212216,1,5.4,93.0,289,0,False
180,1.33333333333333,166.0,2.29913994891932,1,0.0,94.0,207,189,False
181,2.0,167.0,0.0,1,0.0,15.0,3,3,False
182,0.0,53.0,1.8974374246309096,1,0.0,30.0,247,0,False
183,7.66666666666667,54.0,0.3946835562454199,1,4.66666666666667,31.0,93,3,False
184,3.78571428571429,168.0,3.33182871653313,2,2.71428571428571,0.218460083006882,86,53,False
185,11.0,55.0,0.0,1,0.0,32.0,14,19,False
186,1.0,56.0,0.985228136034252,1,0.0,33.0,21,7,False
187,5.3,169.0,3.11130485678755,2,0.0,0.218460083006882,37,38,False
188,10.5,57.0,0.954434002924965,1,15.0,34.0,10,14,False
189,11.0,58.0,0.0,1,21.0,35.0,17,5,False
190,8.2,59.0,1.64980434111007,2,8.8,0.999970923852788,45,39,True
191,0.0,60.0,0.0,1,0.0,37.0,44,0,False
192,7.0,61.0,0.0,1,15.0,38.0,39,0,False
193,0.833333333333333,170.0,1.96322482928785,1,0.0,97.0,62,3,False
194,4.5,172.0,2.51424388611201,1,0.125,98.0,312,21,False
195,2.57142857142857,173.0,2.26153920815978,1,0.0,99.0,25,63,False
196,3.0,175.0,1.37878349348618,2,0.0,0.218460083006882,7,7,False
197,1.0,176.0,0.7269625813353969,1,0.0,102.0,79,0,False
198,4.33333333333333,177.0,0.957165638534086,1,7.66666666666667,103.0,90,2,False
199,6.28571428571429,62.0,1.9590134493625,2,0.285714285714286,0.999970923852788,166,166,False
200,3.4,179.0,1.97575882641754,1,8.0,105.0,255,28,False
201,4.25,180.0,1.33030747208232,1,0.5,106.0,70,26,False
202,5.66666666666667,181.0,1.5534255614699295,1,0.0,107.0,21,16,False
203,0.0,12.0,2.6642223924415096,1,0.0,0.0,600,0,False
204,3.81818181818182,184.0,2.62449075272304,4,15.9090909090909,0.0198567100645353,265,121,False
205,6.0,187.0,2.22288136014227,1,10.3333333333333,109.0,289,87,False
206,8.2,189.0,1.99392810155945,1,8.6,110.0,275,12,False
207,9.75,190.0,1.74679149135838,1,9.5,111.0,5,65,False
208,12.0,191.0,0.0,1,0.0,112.0,5,0,False
209,4.0,192.0,1.73680575873521,1,10.8,113.0,158,10,False
210,3.5,193.0,0.8631205685666309,1,13.0,114.0,5,2,False
211,6.63157894736842,194.0,3.56576357450135,2,17.7894736842105,0.257522583009156,153,108,False
212,4.0,196.0,1.34189606916561,1,4.0,116.0,98,15,True
213,22.0,197.0,0.0,1,0.0,117.0,20,1,False
214,7.09090909090909,67.0,2.8153038784782303,4,3.0,0.3343146648269339,246,129,False
215,3.15384615384615,198.0,3.53807685420932,1,0.0,118.0,603,3,True
216,6.0327868852459,68.0,4.43723803456008,11,11.5245901639344,0.100006209675883,602,502,False
217,3.8333333333333295,199.0,2.45914791702724,1,14.166666666666698,43.0,9,15,False
218,12.8,200.0,1.822119149741689,2,2.2,0.257522583009156,37,6,False
219,0.0,201.0,3.821693163323701,1,0.0,0.0,1117,0,True
220,2.0,13.0,0.0,1,30.0,7.0,38,0,False
221,0.0,202.0,0.960707901875647,1,0.0,18.0,99,0,False
222,1.0,203.0,0.0,1,0.0,19.0,8,1,False
223,2.5,204.0,2.54821772101583,1,2.5,20.0,179,40,False
224,6.0,205.0,0.0,1,0.0,21.0,15,2,False
225,0.5,206.0,0.7871265862012691,1,19.0,22.0,16,1,False
226,1.25,14.0,0.891581410182624,1,5.25,1.0,70,83,False
227,0.0,15.0,0.0872805888836333,1,0.0,2.0,91,0,False
228,2.0,16.0,0.650022421648354,1,3.0,3.0,13,5,False
229,9.66666666666667,69.0,1.83918524436568,3,9.66666666666667,0.504183001821361,55,43,True
230,16.0,207.0,0.0,1,6.0,120.0,26,4,False
231,0.7142857142857142,208.0,1.88081021291508,1,1.42857142857143,1.0,144,6,True
232,3.2,210.0,2.77698643315161,3,6.3,0.0514383546193913,226,80,False
233,1.2,212.0,1.9080497369338405,1,1.8,2.0,134,38,True
234,0.0,17.0,2.44070927950991,1,0.0,8.0,493,0,False
235,0.0,18.0,0.0,1,0.0,9.0,90,0,False
236,0.0,213.0,1.51961986273452,1,0.0,23.0,171,0,False
237,2.3333333333333304,214.0,2.8986966963510903,1,1.44444444444444,3.0,0,651,False
238,3.11111111111111,216.0,3.07907957062417,4,10.5555555555556,0.0198567100645353,11,14,False
239,6.0,217.0,2.42253855104276,4,3.0,0.0208943077207853,153,113,False
240,0.666666666666667,218.0,0.4682475730509871,1,0.0,4.0,59,2,False
241,10.0,20.0,0.0,1,4.0,0.0,9,0,False
242,0.0,21.0,0.0,1,0.0,1.0,130,0,False
243,3.0,219.0,0.0,1,7.0,5.0,5,0,False
244,1.75,220.0,2.09009274355626,1,20.75,125.0,62,559,False
245,0.0,221.0,2.77614828139646,1,0.0,126.0,969,0,True
246,5.5,223.0,1.99153350286687,2,0.666666666666667,0.218460083006882,116,3,False
247,2.0,224.0,0.0,1,0.0,128.0,6,22,False
248,2.69230769230769,71.0,3.2628534228220296,2,0.0,0.0039064884194957,647,0,True
249,0.0,22.0,2.10775308358297,1,0.0,0.0,338,0,False
250,6.6,73.0,1.5618857789951,2,12.6,0.9999704395723248,70,132,False
251,0.0,75.0,0.9913193665477972,1,0.0,19.0,146,0,False
252,1.0,226.0,0.0,1,0.0,0.0,7,1,False
253,10.2222222222222,227.0,2.8451000659285004,5,1.22222222222222,0.0100127958646784,22,4,False
254,8.0,229.0,0.952265625436664,1,0.0,132.0,42,1,False
255,9.0,23.0,0.0,1,4.0,2.0,4,7,False
256,1.0,24.0,0.0,1,0.0,11.0,16,0,False
257,2.0,25.0,0.0,1,0.0,1.0,1,5,False
258,4.142857142857141,26.0,2.04559372044576,1,10.4285714285714,12.0,199,14,False
259,10.0,27.0,0.0,1,0.0,3.0,36,7,False
260,4.0,231.0,0.591672778582327,1,0.0,7.0,1,6,False
261,3.0,28.0,0.0,1,0.0,2.0,46,24,False
262,5.5,232.0,0.769192829013014,1,0.0,8.0,21,19,False
263,0.2,76.0,2.02923579375376,1,0.0,46.0,147,1,False
264,5.4,234.0,2.75572718465634,1,1.6,133.0,34,25,False
265,0.0,235.0,1.99269482105125,1,0.0,134.0,281,0,False
266,17.0,236.0,0.0,1,2.0,135.0,1,1,False
267,1.375,237.0,2.8580726153581804,1,0.25,27.0,358,19,False
268,1.5,238.0,0.4394969869215129,1,7.0,7.0,77,0,False
269,6.423076923076921,239.0,3.80839523149123,2,5.576923076923079,0.218460083006882,628,550,False
270,2.79310344827586,240.0,4.5108538136855705,2,1.27586206896552,0.218460083006882,962,188,True
271,4.0,29.0,0.0,1,1.0,3.0,22,18,False
272,3.88888888888889,243.0,2.59313056778493,2,2.55555555555556,0.218460083006882,200,32,False
273,4.0,244.0,2.42249166812445,2,2.28571428571429,0.252141271264073,14,15,False
274,2.8,245.0,3.19851342579122,2,1.7,6.22061040410053e-18,362,34,False
275,8.33333333333333,246.0,0.3825426691977461,2,0.0,6.22061040410053e-18,49,1,False
276,0.0,251.0,0.999525689293649,1,0.0,142.0,78,0,False
277,1.0,252.0,2.96694377488463,2,1.0,0.218460083006882,820,0,False
278,4.48387096774194,253.0,4.5401464689885085,8,4.35483870967742,0.0022321503097698,87,108,False
279,0.0,254.0,0.0,1,0.0,145.0,86,0,False
280,2.69230769230769,255.0,3.24298375487468,2,1.38461538461538,0.218460083006882,595,36,False
281,16.0,257.0,0.0,1,9.0,47.0,32,72,False
282,7.0,259.0,1.43413552214113,1,2.25,48.0,230,10,False
283,3.71428571428571,260.0,2.63870361031391,1,2.71428571428571,49.0,168,9,False
284,8.6,79.0,2.80457744268584,2,10.1,0.999970439579601,401,49,True
285,0.2,80.0,2.2225742218182902,1,2.6,20.0,190,0,False
286,2.8,81.0,2.04680098789954,2,12.4,0.9999704395723248,75,25,False
287,0.0,262.0,4.56941837472692,1,0.0,0.0,1812,0,False
288,2.0,264.0,0.0,1,10.0,10.0,3,3,False
289,3.38095238095238,265.0,3.70499094863945,3,0.285714285714286,0.0045724737082761,230,93,True
290,0.0,31.0,2.30362195964864,1,0.0,14.0,390,0,False
291,0.5,267.0,0.450791388354665,1,4.0,149.0,53,0,False
292,1.125,268.0,4.046153060503549,1,0.666666666666667,2.0,807,206,True
293,1.68421052631579,270.0,3.4424251087314097,1,0.0,3.0,646,202,False
294,4.5,271.0,1.9112726879499096,2,5.16666666666667,0.218460083006882,134,28,False
295,1.375,272.0,3.6928706539606297,1,0.4166666666666671,4.0,32,567,False
296,1.42857142857143,273.0,2.67461435985254,1,0.0,5.0,23,12,False
297,2.0,274.0,1.3581245906351995,1,0.4,6.0,29,39,False
298,0.0,281.0,0.522559374536941,1,0.0,1.0,118,1,False
299,0.0,283.0,1.95914791702724,1,0.0,2.0,8,4,False
300,13.0,284.0,0.0,1,23.0,151.0,14,0,False
301,4.0,285.0,1.15677964944704,1,15.333333333333302,152.0,73,7,False
302,0.0,286.0,1.68795397729298,1,0.0,3.0,156,48,True
303,0.0,287.0,0.4394969869215129,1,0.0,4.0,99,0,False
304,1.0,288.0,0.0,1,0.0,5.0,4,1,False
305,3.8,289.0,3.3539035141580404,3,1.45,0.0045724737082761,605,65,True
306,4.7,294.0,3.35063437436881,4,5.0,0.0208943077207853,837,10,True
307,1.0,295.0,0.8224042259549891,1,0.0,10.0,32,3,False
308,4.5,296.0,2.4100088067397203,2,5.5,0.218460083006882,330,8,True
309,17.0,299.0,0.0,1,0.0,157.0,4,1,False
310,8.263157894736839,300.0,3.64378104936582,2,11.1052631578947,0.218460083006882,680,98,False
311,0.0,302.0,0.0,1,0.0,160.0,60,0,False
312,4.6,303.0,1.62813135259306,1,26.0,161.0,29,5,False
313,8.6,304.0,1.79368262365219,1,13.8,162.0,106,8,False
314,0.0,305.0,0.0,1,0.0,14.0,58,0,False
315,1.33333333333333,306.0,0.524686058636113,2,26.3333333333333,0.218460083006882,152,104,False
316,2.0,307.0,0.0,1,0.0,16.0,14,11,False
317,18.75,308.0,1.82444252916657,1,22.75,164.0,54,3,False
318,0.941176470588235,310.0,3.19638695328667,2,5.941176470588241,0.218460083006882,35,118,False
319,0.0,311.0,4.01384333746078,1,0.0,19.0,1358,0,True
320,5.0,312.0,0.0,1,54.0,166.0,10,5,False
321,2.48387096774194,314.0,4.9495646744518,3,18.9032258064516,0.0560108283276675,530,2,False
322,0.3255813953488369,316.0,3.74836074753502,1,0.0,0.0,0,2290,False
323,0.833333333333333,317.0,2.482089144379,2,25.0,0.218460083006882,89,0,False
324,16.0,318.0,0.4023829390456121,1,7.66666666666667,169.0,62,60,False
325,0.0,320.0,0.0,1,0.0,23.0,174,0,False
326,0.0,0.0,2.46298533312015,2,0.0,0.0,1520,0,False
327,3.36842105263158,323.0,3.07892075233487,4,1.57894736842105,0.00103759765625,1949,84,True
328,1.0,0.0,0.0,1,2.0,0.0,9,1,False
329,1.0,1.0,0.0,1,3.0,1.0,1,1,False
330,1.2,324.0,1.97972516434822,3,1.2,1.6927488058490486e-132,76,9,False
331,31.0,326.0,0.0,1,12.0,170.0,1,15,False
332,1.5,327.0,0.961236604722876,1,27.0,26.0,9,4,False
333,0.111111111111111,328.0,2.95956773676267,1,0.444444444444444,3.0,285,1,True
334,2.0,3.0,0.0,1,2.0,2.0,71,9,False
335,0.111111111111111,331.0,2.25216908005332,1,3.88888888888889,28.0,151,71,False
336,2.3333333333333304,4.0,1.49370954643224,2,3.6666666666666696,1.4375,7,14,False
337,1.0,333.0,0.881290899230693,1,2.0,30.0,7,3,False
338,4.0,334.0,0.0,1,0.0,5.0,1,1,False
339,6.73333333333333,336.0,3.04165600695162,3,3.46666666666667,0.0045724737082761,1142,2,True
340,0.666666666666667,338.0,3.11852451968592,1,0.0,34.0,434,138,True
341,4.75,339.0,2.67207185690686,3,11.125,0.0560108283276675,57,32,False
342,2.5,6.0,0.3159971329784249,1,0.0,4.0,31,4,False
343,0.7,341.0,2.55397671167855,1,2.0,36.0,92,3,False
344,3.8,342.0,2.67638938244202,2,22.8,0.218460083006882,89,5,False
345,6.0,8.0,0.0,1,0.0,6.0,1,1,False
346,1.33333333333333,343.0,1.45357787204211,1,0.333333333333333,38.0,102,30,False
347,4.5,10.0,0.7219280948873621,1,0.0,8.0,8,2,False
348,0.0,345.0,2.5821669996702,1,0.0,39.0,364,41,False
349,4.5,12.0,0.151468740685001,1,1.0,10.0,11,631,False
350,1.0,348.0,1.0,1,0.0,41.0,21,5,False
351,0.0,349.0,2.1985969710705,1,0.0,8.0,224,0,False
352,0.75,352.0,2.61383002398386,1,0.25,42.0,304,86,False
353,0.7777777777777779,353.0,1.9866985187078896,1,0.111111111111111,43.0,281,6,False
354,2.0,354.0,0.0,1,0.0,44.0,0,150,False
355,3.5,355.0,2.56417426988532,1,32.375,174.0,201,21,True
356,3.0,357.0,2.19733325084764,1,54.6666666666667,176.0,67,91,False
357,7.33333333333333,358.0,0.214513087394594,2,8.33333333333333,0.218460083006882,77,64,False
358,4.0,359.0,0.0,1,0.0,46.0,1,4,False
359,2.22222222222222,362.0,3.61966870278098,2,9.77777777777778,0.218460083006882,646,110,True
360,2.76923076923077,364.0,3.4709940867187403,1,3.61538461538462,181.0,846,119,False
361,9.5,367.0,1.63960280777657,1,15.333333333333302,184.0,86,8,False
362,4.80555555555556,368.0,3.91156291197705,2,34.3055555555556,0.218460083006882,554,178,True
363,2.0,369.0,0.0,1,0.0,51.0,1,1,False
364,3.0,370.0,0.0,1,0.0,52.0,1,1,False
365,5.5,17.0,0.976020648236615,1,12.5,15.0,17,5,False
366,6.09090909090909,372.0,2.3138044132023103,2,17.727272727272698,0.218460083006882,306,39,False
367,0.0,373.0,2.4901025136404105,2,0.0,0.218460083006882,323,0,False
368,0.666666666666667,374.0,1.39445966817425,2,3.3333333333333304,0.218460083006882,60,2,False
369,3.90909090909091,375.0,4.0044933997012695,3,0.7272727272727271,0.0560108283276675,1298,37,False
370,0.0,376.0,0.0,1,0.0,57.0,55,0,False
371,0.0,378.0,0.497836464241201,1,0.0,190.0,247,0,True
372,0.375,379.0,2.44342126496659,1,0.375,58.0,240,6,False
373,1.0,380.0,0.0,1,6.0,191.0,6,5,False
374,1.0,382.0,0.0,1,6.0,192.0,5,1,False
375,1.60975609756098,383.0,4.42318234230796,3,7.46341463414634,0.0514383546193913,292,234,True
