commit_id,nuc,aexp,nd,ns,age,asexp,la,ld,target
79,1.7142857142857095,91,3,1,8.85714285714286,0.0,32,38,False
80,0.0,93,1,1,0.0,7.0,9,9,False
81,0.0,94,1,1,0.0,21.0,508,25,False
82,0.0,11,3,1,0.0,6.0,814,0,True
83,1.0,44,3,1,0.0,30.0,84,23,True
84,1.16666666666667,45,4,1,0.0,31.0,231,7,True
85,1.0,46,3,1,0.0,32.0,53,27,False
86,1.5,47,2,1,0.0,33.0,27,6,False
87,3.0,48,1,1,0.0,34.0,16,9,False
88,2.3333333333333304,50,3,1,0.0,35.0,33,13,False
89,1.0,51,1,1,1.0,36.0,45,17,False
90,1.07142857142857,52,2,1,0.6428571428571429,37.0,258,27,False
91,1.0,53,1,1,1.0,38.0,22,0,False
92,1.4,54,2,1,0.2,39.0,176,9,False
93,1.0,55,1,1,1.0,3.0,0,126,False
94,1.0,56,1,1,1.0,40.0,4,0,False
95,1.33333333333333,104,2,1,0.666666666666667,26.0,9,5,True
96,2.5,57,2,1,0.0,41.0,8,3,False
97,1.0,58,1,1,0.0,42.0,2,1,False
98,1.08474576271186,105,5,2,1.2711864406779698,0.515959252423728,2338,2262,False
99,2.1,106,4,1,0.4,28.0,71,54,False
100,1.0,107,1,1,1.0,29.0,12,1,False
101,1.5,113,6,1,0.75,31.0,77,86,False
102,5.0,115,1,1,0.0,33.0,2,0,False
103,4.0,116,1,1,0.0,34.0,4,1,False
104,0.0,117,1,1,0.0,35.0,2,2,False
105,4.5,118,1,1,0.0,36.0,29,13,False
106,1.0,0,1,1,1.0,0.0,12,12,False
107,1.0,119,1,1,3.0,37.0,1,1,False
108,1.0,120,1,1,4.0,38.0,3,34,False
109,1.0,124,1,1,5.0,42.0,8,0,False
110,1.5,126,3,1,4.0,44.0,20,20,False
111,1.0,12,1,1,6.0,7.0,37,3,False
112,2.0,13,1,1,0.0,8.0,1,1,False
113,1.0,60,1,1,6.0,43.0,48,14,False
114,2.3333333333333304,61,2,1,5.33333333333333,44.0,95,56,True
115,0.0,63,1,1,0.0,45.0,97,0,False
116,1.33333333333333,64,2,1,2.0,46.0,93,66,False
117,3.0,65,1,1,0.0,47.0,7,0,False
118,0.666666666666667,66,3,1,4.0,48.0,112,2,True
119,3.0,132,1,1,6.0,45.0,12,4,False
120,1.0,133,2,1,5.6,46.0,67,38,True
121,2.0,134,1,1,6.0,47.0,3,0,False
122,1.0,135,1,1,6.0,48.0,13,2,False
123,1.3636363636363602,136,5,1,3.81818181818182,49.0,80,0,False
124,2.0,67,5,1,5.1,49.0,6,117,False
125,0.0,68,1,1,0.0,5.0,30,0,False
126,3.0,14,1,1,0.0,9.0,469,416,False
127,4.0,15,1,1,0.0,10.0,43,33,False
128,0.0,70,1,1,0.0,50.0,20,33,False
129,1.0,71,1,1,7.0,2.0,320,47,True
130,1.0,73,1,1,7.0,4.0,7,1,False
131,2.0,74,1,1,0.0,5.0,24,1,False
132,3.0,78,1,1,0.0,51.0,14,1,False
133,2.0,5,1,1,0.0,2.0,3,7,False
134,1.0,79,1,1,7.0,52.0,1,2,False
135,3.0,6,1,1,0.0,3.0,13,3,False
136,1.0,80,1,1,7.0,53.0,9,2,False
137,0.4615384615384621,81,3,1,1.15384615384615,54.0,666,331,False
138,5.0,82,2,1,0.5,55.0,32,4,False
139,1.0,83,1,1,7.0,7.0,1,2,False
140,1.6363636363636398,138,4,1,5.27272727272727,51.0,163,67,True
141,2.25,139,3,1,3.0,52.0,172,28,True
142,1.0,17,1,1,8.0,11.0,1,1,False
143,1.0,18,1,1,8.0,12.0,2,1,False
144,1.0,19,1,1,10.0,13.0,1,1,False
145,0.0,20,2,2,0.0,0.5390615463256839,1108,0,False
146,3.0,21,2,1,5.0,15.0,2,2,False
147,1.04347826086957,96,1,1,10.7391304347826,62.0,48,47,False
148,4.8,97,4,1,3.4,63.0,73,44,False
149,0.0,102,1,1,0.0,64.0,102,0,False
150,1.9166666666666696,140,7,1,5.58333333333333,53.0,292,107,False
151,3.0,142,1,1,0.0,55.0,1,11,False
152,1.0,0,1,1,11.0,0.0,1,0,False
153,1.0,22,1,1,12.0,16.0,2,0,False
154,0.75,23,1,1,0.0,8.0,167,4,False
155,4.0,7,1,1,4.0,4.0,6,2,False
156,7.5,113,2,1,0.5,68.0,12,1,False
157,6.0,143,1,1,0.0,56.0,4,0,False
158,2.0,144,2,1,5.0,57.0,7,3,False
159,3.0,145,2,1,8.5,58.0,2,2,False
160,1.6666666666666698,115,1,1,4.66666666666667,69.0,32,11,False
161,0.8,24,2,2,0.8,0.5390629172325129,449,71,False
162,2.0,8,3,1,4.33333333333333,5.0,252,0,False
163,0.6,26,2,1,0.2,18.0,1165,1015,False
164,1.0,1,1,1,15.0,0.0,2,0,False
165,7.0,2,1,1,0.0,1.0,7,2,False
166,0.9,149,2,1,0.0,60.0,121,130,True
167,3.5,27,2,1,8.5,19.0,92,2,False
168,4.0,151,1,1,5.0,62.0,12,6,False
169,1.42857142857143,28,3,1,3.14285714285714,20.0,367,78,False
170,9.0,3,1,1,3.0,2.0,34,30,False
171,1.0,6,1,1,20.0,1.0,250,31,False
172,1.42,9,8,1,11.18,6.0,1878,114,True
173,1.0,10,1,1,20.0,7.0,10,0,False
174,1.0,156,1,1,22.0,64.0,0,1,False
175,1.0,157,1,1,22.0,65.0,1,2,False
176,3.0,11,1,1,4.0,8.0,0,1,False
177,3.0,159,2,1,12.0,67.0,20,37,False
178,6.5,4,2,2,12.0,0.4375,39,25,False
179,0.384615384615385,29,7,2,1.51282051282051,0.539063004776835,3679,765,True
180,1.0,12,1,1,5.0,9.0,22,13,False
181,4.0,160,1,1,8.0,68.0,1,1,False
182,2.0,161,1,1,22.5,9.0,17,10,False
183,1.85714285714286,13,2,1,9.85714285714286,10.0,277,304,True
184,0.5,14,2,1,13.5,11.0,49,1,False
185,3.0,16,1,1,20.0,0.0,11,10,False
186,2.0,119,1,1,7.0,70.0,3,0,False
187,1.0,121,1,1,29.0,71.0,17,0,False
188,1.0,123,1,1,29.0,73.0,5,0,False
189,5.0,1,1,1,17.0,0.0,1,1,False
190,1.25,2,6,2,10.5,0.5,831,107,True
191,2.0,15,3,1,11.0,12.0,53,3,False
192,2.0,124,2,1,19.5,74.0,33,1,False
193,0.9,3,4,1,1.2,2.0,1244,3524,True
194,4.0,126,1,1,26.0,75.0,29,0,False
195,1.875,5,5,1,0.375,4.0,91,75,False
196,3.0,127,1,1,4.0,76.0,3,1,False
197,2.0,16,1,1,20.6,0.0,16,4,False
198,4.0,17,1,1,0.0,13.0,14,15,False
199,2.7272727272727297,18,5,1,15.9090909090909,14.0,422,386,False
200,1.0,19,1,1,34.0,15.0,2,1,False
201,3.0,20,1,1,22.0,16.0,2,0,False
202,1.0,21,1,1,34.0,0.0,31,18,False
203,2.0,3,1,1,0.0,0.0,17,17,False
204,2.0,22,1,1,21.0,17.0,8,0,False
205,3.0,23,2,1,1.0,18.0,26,8,False
206,6.0,4,1,1,1.0,1.0,14,3,False
207,7.0,24,1,1,9.0,19.0,4,2,False
208,1.0,19,1,1,32.0,7.0,5,3,False
209,0.0,31,1,1,0.0,13.0,368,0,False
210,1.0,25,1,1,36.0,20.0,35,13,False
211,6.0,26,1,1,7.0,21.0,2,1,False
212,7.0,27,1,1,1.0,22.0,0,1,False
213,2.0,28,1,1,2.0,23.0,37,22,False
214,7.0,29,1,1,5.0,24.0,6,4,False
215,1.61538461538462,162,3,1,13.5384615384615,69.0,625,41,True
216,2.0,30,1,1,27.0,1.0,1,1,False
217,3.6666666666666696,31,1,1,29.0,25.0,47,17,True
218,1.0,32,1,1,41.0,0.0,20,1,False
219,1.0,33,1,1,41.0,26.0,29,13,False
220,2.3333333333333304,34,1,1,15.0,27.0,105,183,False
221,1.0,164,1,1,39.0,70.0,5,15,False
222,2.6666666666666696,35,1,1,0.0,28.0,21,3,False
223,5.0,165,1,1,6.0,71.0,4,4,False
224,4.0,166,1,1,16.0,72.0,2,0,False
225,1.0,167,1,1,41.0,73.0,25,2,True
226,1.0,168,1,1,41.0,74.0,11,3,False
227,6.0,169,1,1,0.0,75.0,2,2,False
228,6.0,35,3,1,5.33333333333333,24.0,17,7,False
229,6.0,36,1,1,8.0,29.0,4,0,False
230,2.0,37,1,1,13.0,30.0,6,2,False
231,1.0,170,1,1,1.0,76.0,0,2,False
232,5.0,171,2,1,7.5,77.0,25,12,False
233,9.0,172,1,1,1.0,78.0,1,1,False
234,3.76363636363636,173,22,8,26.3636363636364,0.517581939713892,64,62,False
235,3.5,8,2,1,9.5,7.0,15,14,False
236,1.0,174,1,1,43.0,20.0,3,7,False
237,6.0,175,1,1,6.5,80.0,24,6,True
238,1.0,176,1,1,41.0,81.0,4,0,False
239,3.0,177,1,1,37.0,82.0,6,0,False
240,5.0,178,1,1,17.0,83.0,4,0,False
241,1.0,179,1,1,43.0,21.0,5,0,False
242,5.0,180,1,1,29.5,84.0,18,7,False
243,5.0,38,1,1,5.0,31.0,9,1,False
244,3.6666666666666696,39,2,1,14.0,32.0,33,1,False
245,5.5,40,2,1,3.5,33.0,19,0,False
246,9.0,41,1,1,0.0,34.0,2,1,False
247,1.5,130,2,1,37.0,78.0,61,30,True
248,2.0,131,1,1,31.0,79.0,51,9,False
249,1.0,132,1,1,47.0,80.0,8,8,False
250,4.0,133,1,1,0.0,81.0,5,2,False
251,8.0,134,1,1,12.0,82.0,6,9,False
252,4.33333333333333,183,5,1,14.5333333333333,85.0,239,228,True
253,2.0,184,1,1,40.0,22.0,9,9,False
254,1.55555555555556,137,3,1,10.0,85.0,484,180,False
255,0.555555555555556,138,2,1,0.0,86.0,444,139,False
256,1.2,139,1,1,4.8,87.0,323,117,False
257,5.0,185,1,1,4.0,86.0,1,2,False
258,2.6,189,2,1,20.8,87.0,42,12,True
259,3.0,190,1,1,41.0,88.0,3,1,False
260,9.0,191,1,1,0.0,89.0,2,2,False
261,3.3333333333333304,192,2,1,0.0,90.0,103,1,False
262,1.78947368421053,193,4,1,25.105263157894697,91.0,724,826,True
263,1.0,194,1,1,48.0,26.0,0,1,False
264,11.0,195,1,1,0.0,92.0,3,6,False
265,0.0769230769230769,196,2,8,3.61538461538462,0.392857083250675,2436,2,False
266,7.0,198,1,1,4.0,94.0,33,8,True
267,0.0,207,1,1,0.0,2.0,1,1,False
268,1.0,208,1,1,0.0,3.0,1,1,False
269,3.0,141,2,1,0.0,89.0,5,3,False
270,9.0,142,1,1,1.0,90.0,15,3,False
271,6.0,143,1,1,8.0,91.0,21,14,False
272,0.0,146,2,1,0.0,94.0,269,0,False
273,0.0,147,1,1,0.0,95.0,216,0,False
274,0.0,9,1,1,0.0,4.0,180,0,False
275,1.5,150,1,1,26.5,97.0,6,0,False
276,0.6491228070175439,151,4,1,0.859649122807018,98.0,3044,31,False
277,12.0,209,1,1,1.0,96.0,21,28,False
278,4.75,210,2,1,2.0,97.0,102,6,False
279,3.5,42,8,1,26.25,35.0,127,33,False
280,3.0,43,1,1,2.0,36.0,813,149,True
281,1.5,44,1,1,47.5,37.0,26,19,False
282,1.0,45,1,1,40.0,2.0,4,1,False
283,14.0,46,1,1,1.0,38.0,12,9,False
284,11.0,47,1,1,1.0,39.0,71,15,False
285,2.5,48,1,1,1.0,40.0,69,33,False
286,7.0,49,1,1,1.0,41.0,1,1,False
287,0.0,213,1,1,0.0,5.0,140,0,False
288,0.0,214,1,1,0.0,6.0,0,140,False
289,8.0,50,1,1,1.0,42.0,18,6,False
290,0.0,37,3,1,0.0,1.0,708,137,False
291,1.83950617283951,155,6,1,16.271604938271597,101.0,271,136,False
292,3.3333333333333304,5,1,1,19.3333333333333,0.0,46,16,True
293,1.0,51,1,1,27.0,43.0,1,0,False
294,2.75,156,2,1,10.5,102.0,166,48,False
295,2.8,215,3,1,18.6,99.0,78,30,True
296,9.0,52,1,1,0.0,44.0,7,5,False
297,0.0,53,1,1,0.0,45.0,205,0,False
298,1.0,54,1,1,0.0,46.0,7,16,False
299,3.0,38,1,1,3.0,25.0,3,3,False
300,3.0,157,1,1,21.0,103.0,3,0,False
301,2.0,158,2,1,0.0,104.0,369,25,False
302,4.75,55,2,1,0.5,47.0,116,95,False
303,4.0,159,2,1,5.0,105.0,836,618,False
304,1.0,160,1,1,0.0,106.0,1,1,False
305,1.0,162,1,1,56.0,107.0,8,0,False
306,0.0,163,1,1,0.0,108.0,49,0,False
307,1.0,164,1,1,56.0,109.0,3,1,False
308,11.0,165,1,1,5.0,110.0,4,1,False
309,2.0,166,1,1,1.0,111.0,10,10,False
310,8.0,168,2,1,1.0,112.0,83,6,False
311,7.66666666666667,56,1,1,3.3333333333333304,48.0,28,9,False
312,1.0,174,1,1,57.0,113.0,17,1,False
313,7.142857142857139,175,3,1,15.7142857142857,114.0,120,6,False
314,3.25,176,1,1,27.0,115.0,10,10,False
315,3.54545454545455,180,3,1,35.2727272727273,116.0,354,391,False
316,9.5,58,1,1,5.5,50.0,28,35,False
317,0.2,188,2,1,1.0,118.0,655,1,False
318,1.0,189,1,1,61.0,119.0,6,5,False
319,13.0,59,1,1,4.0,51.0,1,0,False
320,2.36,60,9,1,29.68,52.0,290,207,True
321,1.0,61,1,1,61.0,53.0,87,0,False
322,7.0,193,1,1,43.0,121.0,13,1,False
323,3.5,194,1,1,36.0,6.0,64,25,True
324,3.4615384615384603,62,4,1,17.8461538461538,54.0,630,74,True
325,3.0,224,1,1,0.0,103.0,37,0,False
326,1.5,204,1,1,61.5,124.0,11,4,False
327,4.0,205,2,1,21.3333333333333,125.0,55,6,False
328,5.0,206,1,1,5.5,126.0,8,0,False
329,1.5,208,2,1,7.0,127.0,172,127,False
330,1.0,40,1,1,63.0,27.0,3,1,False
331,3.0833333333333304,63,2,1,6.75,55.0,274,34,True
332,6.33333333333333,64,3,1,5.0,56.0,3,4,False
333,0.875,65,3,1,55.125,3.0,121,20,False
334,2.75,66,1,1,0.0,57.0,96,9,False
335,0.5,211,2,1,0.5,129.0,150,2,False
336,3.0,212,1,1,1.0,130.0,25,3,False
337,1.0,213,1,1,0.0,131.0,137,2,False
338,11.0,226,1,1,1.0,104.0,2,18,False
339,2.0,227,1,1,0.0,105.0,22,9,False
340,3.14285714285714,215,2,1,5.857142857142861,133.0,204,18,True
341,1.14285714285714,229,3,1,40.1428571428571,106.0,304,37,False
342,5.25,230,5,1,8.0,107.0,122,28,True
343,9.0,231,1,1,1.0,108.0,29,0,False
344,6.0,67,1,1,0.0,58.0,5,4,False
345,2.0,235,2,1,32.0,111.0,7,3,False
346,7.0,68,1,1,0.0,59.0,96,107,True
347,4.375,218,3,1,33.875,136.0,73,20,False
348,3.71428571428571,220,3,1,0.0,138.0,232,4,False
349,1.0,221,1,1,64.0,139.0,10,3,False
350,1.0,236,1,1,64.0,112.0,18,3,False
351,0.0,222,1,1,0.0,140.0,48,0,False
352,12.0,223,3,1,3.3333333333333304,141.0,48,17,False
353,6.0,224,1,1,2.0,8.0,23,12,False
354,5.0,225,1,1,0.0,142.0,8,1,False
355,1.5,69,1,1,1.5,60.0,30,0,False
356,11.0,70,1,1,13.0,61.0,5,3,False
357,5.83333333333333,238,1,1,6.16666666666667,114.0,77,26,False
358,1.5,239,1,1,47.0,15.0,11,29,False
359,1.0,240,1,1,64.0,16.0,0,2,False
360,12.0,242,1,1,0.0,116.0,6,5,False
361,4.0,243,1,1,64.0,38.0,30,6,False
362,1.0,41,1,1,63.0,0.0,21,11,False
363,1.0,244,1,1,65.0,117.0,46,11,True
364,2.0,245,1,1,0.0,118.0,11,13,False
365,2.0,247,1,1,1.0,119.0,4,9,False
366,0.25,72,1,1,16.75,62.0,152,6,False
367,8.1,73,3,1,2.1,63.0,40,42,False
368,2.0,226,1,1,2.0,143.0,6,0,False
369,3.5,227,2,1,1.0,144.0,8,2,False
370,7.0,228,1,1,2.0,9.0,1,1,False
371,11.0,272,1,1,2.0,122.0,2,2,False
372,1.0,229,1,1,2.5,145.0,144,1,False
373,2.0,273,1,1,33.5,123.0,54,15,False
374,4.0,274,1,1,0.0,124.0,7,3,False
375,5.0,275,1,1,0.0,125.0,16,4,False
376,8.0,230,1,1,0.0,146.0,4,2,False
377,5.4,231,2,1,25.4,147.0,65,6,False
378,4.0,232,1,1,0.0,148.0,2,2,False
379,1.0,42,1,1,66.0,1.0,9,0,False
380,5.5454545454545485,282,5,1,8.86363636363636,128.0,529,186,True
381,8.66666666666667,235,3,1,0.333333333333333,149.0,157,41,False
382,5.0,236,1,1,0.0,150.0,32,13,False
383,6.0,237,1,1,0.0,151.0,1,1,False
384,0.0,239,1,1,0.0,152.0,819,0,True
385,1.0,240,1,1,0.0,153.0,5,1,False
386,0.666666666666667,241,2,1,0.0,154.0,204,23,False
387,6.5,284,2,1,0.0,129.0,148,2,False
388,2.0,286,1,1,57.0,131.0,11,2,False
389,7.0,287,5,1,15.375,132.0,84,31,True
390,1.33333333333333,243,2,1,0.0,156.0,274,106,False
391,0.0,244,1,1,0.0,157.0,171,0,True
392,7.5,288,2,1,2.5,133.0,3,2,False
393,1.0,43,1,1,0.0,28.0,1,1,False
394,5.0,2,1,1,14.0,0.0,2,0,True
395,1.0,44,1,1,67.0,2.0,6,0,False
396,13.0,245,1,1,4.0,158.0,14,0,False
397,1.0,246,1,1,69.0,12.0,2,1,False
398,13.0,248,1,1,1.0,159.0,3,0,False
399,2.0,249,1,1,57.0,160.0,7,1,False
400,22.0,250,1,1,0.0,161.0,1,1,False
401,5.0,251,1,1,0.0,162.0,2,1,False
402,2.0,252,1,1,11.0,163.0,9,5,False
403,2.6666666666666696,253,3,1,34.8333333333333,164.0,88,118,False
404,3.5,254,7,1,20.9375,165.0,75,61,True
405,1.25,255,1,1,50.5,4.0,37,34,False
406,3.0,256,1,1,4.0,166.0,8,1,False
407,1.5,257,1,1,0.0,167.0,278,60,False
408,3.0,259,2,1,9.42372881355932,168.0,320,242,False
409,14.0,289,1,1,0.0,134.0,1,0,False
410,0.0,263,1,1,0.0,169.0,151,0,True
411,1.0,264,1,1,0.0,170.0,87,26,False
412,3.0,265,1,1,7.0,10.0,2,2,False
413,14.0,75,1,1,0.0,65.0,1,1,False
414,2.0,45,1,1,0.0,3.0,10,1,False
415,5.375,291,8,5,34.5,0.6000640051118079,56,34,False
416,2.4,46,1,1,2.0,4.0,2,25,False
417,2.6666666666666696,266,1,1,2.6666666666666696,171.0,227,5,False
418,1.0,267,1,1,0.0,172.0,7,1,False
419,5.33333333333333,269,3,1,3.0,174.0,71,12,False
420,0.0,13,3,1,0.0,0.0,568,0,False
421,16.0,76,1,1,0.0,66.0,119,135,False
422,8.0,270,1,1,0.0,175.0,10,0,False
423,4.0,271,3,1,0.6428571428571429,176.0,472,188,False
424,5.46153846153846,272,5,1,0.307692307692308,177.0,153,83,False
425,11.0,296,1,1,0.0,140.0,14,1,False
426,7.0,273,1,1,0.0,178.0,5,1,False
427,5.5,274,1,1,0.0,179.0,68,6,False
428,0.0,47,1,1,0.0,1.0,142,141,False
429,4.0,77,1,1,28.0,67.0,151,168,False
430,6.0,275,1,1,0.666666666666667,180.0,37,25,False
431,7.5,280,1,1,0.0,182.0,20,59,False
432,5.08333333333333,78,6,1,12.916666666666698,68.0,147,2,True
433,2.0,79,1,1,3.0,69.0,4,0,False
434,3.68421052631579,281,8,1,6.47368421052632,183.0,424,150,False
435,7.5,286,2,1,0.0,185.0,3,3,False
436,4.0,48,2,2,18.5,0.0585860453025475,4,1,False
437,2.0,287,1,1,4.0,186.0,12,3,False
438,2.0,288,4,1,0.8,187.0,85,37,False
439,0.5,289,2,1,0.0,188.0,70,10,False
440,5.0,294,1,1,3.0,190.0,36,28,False
441,4.2,295,1,1,5.2,191.0,62,55,True
442,6.36363636363636,296,6,1,7.09090909090909,192.0,103,46,True
443,6.09090909090909,297,3,1,1.09090909090909,193.0,797,250,False
444,3.0,304,1,1,10.0,145.0,3,0,False
445,1.6,50,2,1,5.8,6.0,129,39,False
446,15.0,300,1,1,3.0,194.0,6,3,False
447,4.91304347826087,301,7,1,4.69565217391304,195.0,468,141,False
448,5.77777777777778,302,7,1,0.666666666666667,196.0,205,224,False
449,7.5,303,1,1,3.5,197.0,754,696,True
450,5.66666666666667,51,3,2,1.6666666666666698,0.0585860452738385,2,9,False
451,15.0,304,1,1,4.0,198.0,6,1,False
452,6.0,306,2,1,11.0,16.0,14,9,False
453,3.0,308,1,1,2.0,147.0,21,12,False
454,5.72222222222222,306,5,1,5.05555555555556,200.0,809,314,True
455,3.0,309,1,1,27.0,148.0,1,1,False
456,3.5,310,1,1,0.0,149.0,31,18,False
457,7.0,307,1,1,1.0,201.0,28,3,False
458,4.28571428571429,308,3,1,0.5714285714285711,202.0,532,154,False
459,9.0,311,4,1,9.83333333333333,150.0,36,3,False
460,2.0,311,1,1,15.0,204.0,1,2,False
461,2.0,312,1,1,75.0,151.0,34,7,False
462,3.5,313,1,1,3.5,14.0,57,38,False
463,16.0,315,1,1,2.0,153.0,3,0,False
464,5.0,312,1,1,9.0,205.0,62,4,False
465,2.0,316,1,1,35.0,154.0,4,0,False
466,1.0,317,1,1,78.0,155.0,42,6,False
467,9.5,318,2,1,0.75,156.0,73,4,False
468,4.0,316,1,1,1.0,207.0,24,0,False
469,2.0,317,1,1,2.0,208.0,2,1,False
470,2.5,319,2,1,42.5,210.0,5,3,False
471,26.0,54,1,1,0.0,32.0,17,13,False
472,17.0,321,1,1,0.0,212.0,40,5,False
473,16.0,322,1,1,6.0,213.0,6,1,False
474,5.5,323,1,1,23.0,11.0,65,0,False
475,7.5,321,1,1,0.0,157.0,7,8,False
476,9.33333333333333,55,3,2,26.6666666666667,0.539063007595875,19,5,False
477,1.25,56,3,2,2.5,0.539063007595875,13,1,False
478,6.71428571428571,4,5,3,48.71428571428571,0.493827160493827,34,17,False
479,4.0,59,2,2,40.0,0.0585860452734466,3,1,False
480,7.38157894736842,324,7,1,4.73684210526316,214.0,403,340,False
481,5.0,325,1,1,3.0,158.0,1,1,False
482,1.33333333333333,61,2,2,4.66666666666667,0.058586045273839,109,12,False
483,18.0,325,1,1,4.0,215.0,30,11,False
484,11.5,326,1,1,0.0,216.0,0,22,False
485,3.3333333333333304,326,2,1,13.0,46.0,69,108,False
486,4.0,327,1,1,3.0,159.0,2,0,False
487,19.0,328,1,1,0.0,160.0,3,23,False
488,4.0,329,1,1,27.0,161.0,1,0,False
489,16.0,330,1,1,13.0,162.0,4,16,False
490,2.0,331,1,1,76.0,163.0,4,1,False
491,7.63636363636364,332,6,1,8.45454545454546,164.0,199,101,False
492,0.0,81,3,1,0.0,70.0,6211,0,False
493,1.0,82,1,1,0.0,71.0,0,637,False
494,17.0,335,1,1,0.0,166.0,0,1,False
495,1.0,338,1,1,0.0,168.0,14,6,False
496,8.0,343,1,1,19.0,170.0,1,0,False
497,5.0,345,1,1,15.0,172.0,1,1,False
498,1.0,347,1,1,84.0,173.0,3,1,False
499,27.0,348,1,1,5.0,174.0,1,2,False
500,3.0,349,2,1,42.5,175.0,46,29,False
501,6.0,327,1,1,14.0,217.0,1,1,False
502,1.0,350,1,1,35.0,176.0,0,16,False
503,5.428571428571429,353,5,1,48.8571428571429,177.0,44,2,True
504,0.0,355,5,1,0.0,6.0,173,572,False
505,3.0,358,1,1,14.0,19.0,5,0,False
