iter	Logloss
471	0.3988106563
472	0.3986282122
473	0.3984280328
474	0.3983604721
475	0.3981604338
476	0.3980734022
477	0.3978702051
478	0.3977726485
479	0.3975976213
480	0.3974625175
481	0.3973280242
482	0.3971180874
483	0.3969926319
484	0.3968022511
485	0.3966763784
486	0.3965892815
487	0.3964439273
488	0.3963122669
489	0.3961654804
490	0.3960071993
491	0.395920829
492	0.3957469341
493	0.3955985221
494	0.395487954
495	0.3954066091
496	0.3952866067
497	0.3951884395
498	0.3950902061
499	0.3950029988
500	0.3948378011
501	0.3947120705
502	0.3945689252
503	0.3944708043
504	0.3943393746
505	0.3942383883
506	0.3941220664
507	0.3940399915
508	0.3939753039
509	0.3938202784
510	0.3937339345
511	0.3934684003
512	0.3933471287
513	0.3931319813
514	0.392994612
515	0.3928757939
516	0.3926392436
517	0.3925394895
518	0.3923333752
519	0.3921106312
520	0.392012848
521	0.3918957591
522	0.391783996
523	0.391674259
524	0.3915478978
525	0.391436281
526	0.3913494446
527	0.3911671736
528	0.3909583063
529	0.390785066
530	0.3906108982
531	0.3904653061
532	0.3903437933
533	0.3901997651
534	0.3900773075
535	0.3899546507
536	0.3897668462
537	0.3895751477
538	0.3894505838
539	0.3893348699
540	0.3892114935
541	0.3891142791
542	0.3889642375
543	0.3887607706
544	0.3886881338
545	0.388565761
546	0.3884398347
547	0.3883018994
548	0.3881942282
549	0.3880361299
550	0.3878787046
551	0.3877495912
552	0.3876729266
553	0.3875682388
554	0.387329597
555	0.3872174678
556	0.3870972183
557	0.3869888487
558	0.3868986261
559	0.3867660128
560	0.386702088
561	0.3865577991
562	0.3864484797
563	0.3863474359
564	0.3861582893
565	0.3860520079
566	0.3859327233
567	0.3858373992
568	0.3857202987
569	0.3855910439
570	0.3854190897
571	0.3853346017
572	0.3852608907
573	0.3850264076
574	0.3848281036
575	0.384702559
576	0.3846213184
577	0.3845342817
578	0.3843888811
579	0.3842767739
580	0.3841424827
581	0.3840177492
582	0.3839482709
583	0.3838044181
584	0.3836511929
585	0.3835562453
586	0.3834878148
587	0.3833850335
588	0.3832385927
589	0.3830285513
590	0.3829553681
591	0.3827895575
592	0.3826409325
593	0.3824464947
594	0.3822751897
595	0.3820874084
596	0.3819490334
597	0.3817710766
598	0.3815653904
599	0.3813517963
600	0.3812955923
601	0.3811946068
602	0.3810939463
603	0.3810161452
604	0.3808698025
605	0.3806912384
606	0.3806196032
607	0.38044786
608	0.3802494427
609	0.380110658
610	0.3799631412
611	0.3798644151
612	0.3796975525
613	0.3795340322
614	0.3793746191
615	0.379275029
616	0.3791365942
617	0.3790046006
618	0.3788392499
619	0.3787742456
620	0.3786200213
621	0.3784966482
622	0.3784211343
623	0.3783093474
624	0.3782224432
625	0.3780729792
626	0.3780095604
627	0.3779329152
628	0.3778691492
629	0.3777983597
630	0.3777227906
631	0.3775861106
632	0.3774908578
633	0.3774228819
634	0.3773240031
635	0.3772339801
636	0.3771120693
637	0.3770121382
638	0.3767925142
639	0.3766380393
640	0.3764351243
641	0.3763073939
642	0.3762307655
643	0.3761420854
644	0.3759319249
645	0.3758897633
646	0.3758110531
647	0.3757122683
648	0.3755945899
649	0.3754779442
650	0.3753918899
651	0.3753256354
652	0.3752681334
653	0.3751254657
654	0.3750146362
655	0.374848146
656	0.3746700735
657	0.3745547329
658	0.3744298474
659	0.3742950837
660	0.3741628369
661	0.3740516142
662	0.3740005224
663	0.3738421627
664	0.3737587053
665	0.3736311497
666	0.3734862993
667	0.3733741159
668	0.3732220003
669	0.373113636
670	0.3729817428
671	0.3729090707
672	0.3727973823
673	0.3727211316
674	0.3725817991
675	0.3724462448
676	0.3723702231
677	0.3722222845
678	0.3721317794
679	0.3720251738
680	0.371877446
681	0.371794005
682	0.3716822658
683	0.3715921143
684	0.371490466
685	0.3713472176
686	0.3712843746
687	0.3712182861
688	0.3711185474
689	0.3710370568
690	0.370944014
691	0.3707909077
692	0.3706610638
693	0.3705453136
694	0.3703746891
695	0.3702076634
696	0.3700835317
697	0.3699276251
698	0.3697952613
699	0.3697152918
700	0.3696271709
701	0.3695719555
702	0.3693567936
703	0.3692104974
704	0.3691035512
705	0.3690234884
706	0.3688906181
707	0.3688077416
708	0.3687351956
709	0.3686298365
710	0.3685083171
711	0.368406048
712	0.3682153522
713	0.3680761489
714	0.3679447728
715	0.3678481699
716	0.3677778764
717	0.3677086309
718	0.3676235545
719	0.3674782256
720	0.3674132001
721	0.3673025492
722	0.3672082245
723	0.3670758535
724	0.3669853735
725	0.3669568779
726	0.3667718999
727	0.3665827565
728	0.3664581373
729	0.3663198308
730	0.366229279
731	0.3661565359
732	0.3660777495
733	0.3659409035
734	0.3658428171
735	0.365738814
736	0.3656814893
737	0.3655579031
738	0.3654445941
739	0.3653754955
740	0.365257678
741	0.3651928097
742	0.3650947558
743	0.3650277352
744	0.364928704
745	0.3648649052
746	0.3647171011
747	0.3646398426
748	0.3645272319
749	0.3644118167
750	0.3642562662
751	0.3641446743
752	0.3640229552
753	0.3639090748
754	0.3638033921
755	0.3636780684
756	0.363576408
757	0.3634661393
758	0.3633714754
759	0.3633059432
760	0.363250213
761	0.363217755
762	0.3630683511
763	0.362976223
764	0.3628638178
765	0.3627391941
766	0.3626185054
767	0.3624761203
768	0.3623971396
769	0.3623214154
770	0.3622499721
771	0.3621443663
772	0.3620829639
773	0.3620602115
774	0.3619884842
775	0.3619186273
776	0.3618304838
777	0.3617229786
778	0.3616086126
779	0.361486432
780	0.3613326498
781	0.3612300766
782	0.3611117106
783	0.3610754687
784	0.3609929815
785	0.3609281203
786	0.3608435812
787	0.360761012
788	0.3607020864
789	0.3606140243
790	0.3604940668
791	0.3603650621
792	0.360302542
793	0.3602187351
794	0.3601317855
795	0.3600467444
796	0.3599886838
797	0.359952136
798	0.3598486602
799	0.3597655463
800	0.3596644647
801	0.3595328362
802	0.3593861871
803	0.359261248
804	0.3590955255
805	0.3590279468
806	0.3589850062
807	0.3589039161
808	0.3587850407
809	0.3586823788
810	0.3585671712
811	0.3584962227
812	0.3583626687
813	0.3582830351
814	0.3582024847
815	0.3581211803
816	0.3580959665
817	0.357931796
818	0.357795123
819	0.3576521945
820	0.3575539282
821	0.3574802097
822	0.3573757834
823	0.3572717069
824	0.3570651545
825	0.3570019788
826	0.356890631
827	0.35678043
828	0.3567401919
829	0.3565836767
830	0.3565320439
831	0.356488312
832	0.3563938207
833	0.3562693175
834	0.3562036628
835	0.3561187016
836	0.3560464803
837	0.355956346
838	0.355823639
839	0.3557205688
840	0.3556554145
841	0.3555405969
842	0.3554493875
843	0.3553232571
844	0.3552732412
845	0.355216912
846	0.3551435899
847	0.3550658777
848	0.3549654496
849	0.3548567894
850	0.3547854584
851	0.3547281829
852	0.3546622202
853	0.3545684941
854	0.3544990255
855	0.3544243692
856	0.3543426638
857	0.3542987047
858	0.3542012481
859	0.354146957
860	0.3540474086
861	0.3539373673
862	0.353856654
863	0.3537682023
864	0.3537010327
865	0.3535304392
866	0.3534182895
867	0.3532981742
868	0.353173104
869	0.3531443355
870	0.353047683
871	0.3530428054
872	0.3529377077
873	0.3528524248
874	0.3527220098
875	0.3526916587
876	0.3525771595
877	0.3525141414
878	0.3524099646
879	0.3523294514
880	0.3522028834
881	0.352067118
882	0.3518849748
883	0.3517376019
884	0.3516804843
885	0.3516663498
886	0.3515447964
887	0.3514745465
888	0.3513870188
889	0.3513151309
890	0.3512341359
891	0.3510844353
892	0.3509521029
893	0.3508703891
894	0.3507327808
895	0.3506319138
896	0.3505009725
897	0.3504126329
898	0.3502572836
899	0.3501351901
900	0.350052571
901	0.3500029261
902	0.349896232
903	0.3498012641
904	0.3497767424
905	0.3496999221
906	0.3496298642
907	0.3495896222
908	0.3495242137
909	0.3494618969
910	0.3493714528
911	0.3492605059
912	0.3492033472
913	0.3491892239
914	0.3490999675
915	0.3490466414
916	0.3489416609
917	0.3488756935
918	0.348814322
919	0.3486863446
920	0.3486175744
921	0.3484944817
922	0.3484322633
923	0.3483275675
924	0.3482314722
925	0.3481754075
926	0.3481032422
927	0.3480511885
928	0.3479861486
929	0.34789677
930	0.3478071282
931	0.34765589
932	0.3475761241
933	0.3475046343
934	0.3474773165
935	0.3474455722
936	0.3473413992
937	0.3473292132
938	0.3472138397
939	0.3471233202
940	0.3470081959
941	0.3469086653
942	0.3468231631
943	0.3467277523
944	0.3466308358
945	0.3465318876
946	0.3464452084
947	0.3462939211
948	0.3461014502
949	0.3459705216
950	0.345802245
951	0.3457475221
952	0.3456384126
953	0.3455543283
954	0.3454989072
955	0.3453836734
956	0.3452717475
957	0.3451416638
958	0.3450241642
959	0.3449687221
960	0.3448434936
961	0.3447159895
962	0.3446327568
963	0.3445795208
964	0.3445183091
965	0.3445130537
966	0.3444462147
967	0.3443747036
968	0.3442803763
969	0.3441589549
970	0.3440169479
971	0.3439519196
972	0.3438844234
973	0.3437872777
974	0.3436795447
975	0.3435999691
976	0.3435025179
977	0.3434420322
978	0.3433271376
979	0.3432009186
980	0.3430651058
981	0.3429817452
982	0.342877067
983	0.3428470293
984	0.3427784312
985	0.3426923023
986	0.3425698912
987	0.3425255256
988	0.3424645082
989	0.3424272272
990	0.3423560001
991	0.3422757968
992	0.3422625405
993	0.342214921
994	0.3420981914
995	0.341985532
996	0.341872997
997	0.341808574
998	0.3417137827
999	0.3416149412
