commit_id,nuc,aexp,nd,ns,age,asexp,la,ld,target
93,2.75,4,3,3,21.5,0.481481481481481,6,14,False
94,6.0,80,10,2,7.28571428571429,0.9589843695165842,366,129,False
95,2.0,81,1,1,42.0,63.0,12,10,False
96,4.0,82,2,1,0.0,64.0,8,8,False
97,1.0,83,1,1,0.0,65.0,1,0,False
98,7.0,84,1,1,0.0,7.0,1,0,False
99,3.6666666666666696,36,3,1,14.666666666666698,26.0,188,113,False
100,1.75,85,1,1,0.25,66.0,393,521,False
101,2.0,86,1,1,43.0,67.0,8,4,False
102,5.22222222222222,87,6,1,19.111111111111104,68.0,242,11,False
103,2.0,37,2,1,0.0,27.0,9,6,False
104,4.0,38,3,1,14.666666666666698,28.0,470,248,False
105,4.0,1,1,1,12.0,1.0,98,16,False
106,1.0,2,1,1,6.0,2.0,49,0,False
107,0.0,3,1,1,0.0,3.0,194,0,False
108,2.3333333333333304,91,2,1,0.0,69.0,124,142,False
109,1.5,92,2,1,17.5,70.0,252,3,False
110,3.5714285714285694,39,4,1,31.71428571428569,29.0,25,806,False
111,1.5,41,1,1,2.0,31.0,3,3,False
112,4.2,42,5,1,13.0,32.0,251,211,False
113,2.6666666666666696,94,3,1,3.3333333333333304,71.0,21,4,False
114,3.88888888888889,95,9,1,23.6666666666667,72.0,82,54,False
115,2.0,96,1,1,47.0,73.0,68,46,False
116,0.0,97,1,1,0.0,74.0,223,0,False
117,0.0,98,1,1,0.0,75.0,129,0,False
118,0.0,2,1,1,0.0,1.0,193,0,True
119,3.0,3,1,1,43.0,2.0,38,25,False
120,0.0,4,2,1,0.0,4.0,268,0,True
121,0.0,100,1,1,0.0,77.0,124,0,False
122,2.5,44,3,1,27.0,33.0,0,241,False
123,2.4,101,2,2,41.0,0.9589843695165842,141,48,False
124,2.0,48,1,1,48.0,36.0,0,99,False
125,2.0,49,2,1,48.0,37.0,19,0,False
126,0.0,50,1,1,0.0,38.0,123,15,False
127,1.0,103,1,1,0.0,79.0,12,14,True
128,1.5,104,1,1,36.75,80.0,210,26,False
129,2.5,51,4,2,13.125,0.0645140985870358,204,30,False
130,1.5,52,2,1,0.0,40.0,105,32,False
131,1.33333333333333,53,3,1,32.6666666666667,41.0,276,105,False
132,0.0,0,1,1,0.0,0.0,347,0,False
133,0.0,2,3,1,0.0,2.0,816,0,False
134,0.0,3,2,1,0.0,3.0,3046,0,False
135,0.0,0,2,1,0.0,0.0,250,0,False
136,4.0,1,2,1,3.5,1.0,4,0,False
137,1.0,54,2,1,0.0,42.0,33,7,False
138,4.0,0,1,1,8.0,0.0,32,1,False
139,2.0,1,1,1,11.0,0.0,1289,1,False
140,2.1111111111111103,55,2,1,32.6666666666667,43.0,319,65,True
141,1.0,5,1,1,0.0,5.0,186,94,False
142,2.0,6,1,1,0.0,6.0,38,11,False
143,0.0,3,1,1,0.0,1.0,140,0,False
144,1.0,4,1,1,0.0,2.0,1,1,False
145,2.0,5,1,1,0.0,3.0,2,7,False
146,8.25,8,4,2,0.75,0.99609375,57,77,False
147,2.0,56,12,1,8.91304347826087,44.0,82,90,False
148,1.0,3,5,1,1.0,2.0,532,53,False
149,4.5,106,2,1,24.0,81.0,21,10,False
150,6.16666666666667,57,4,1,3.6666666666666696,45.0,33,32,False
151,1.0,7,3,3,2.2,0.8230452674897121,230,8,False
152,9.5,8,2,2,1.0,0.91796875,1,4,False
153,2.0,9,1,1,0.0,3.0,5,3,False
154,2.90909090909091,16,4,2,12.0909090909091,1.84716796875,205,161,False
155,0.0,58,1,1,0.0,46.0,199,0,False
156,0.0,58,1,1,0.0,46.0,199,0,False
157,2.46666666666667,19,6,1,9.73333333333333,9.0,272,144,True
158,3.6666666666666696,108,2,2,3.5,0.9589843695165842,61,109,False
159,6.0,109,2,1,5.5,83.0,20,6,False
160,10.0,110,1,1,10.0,84.0,8,2,False
161,1.33333333333333,12,1,1,4.0,4.0,95,28,False
162,9.0,13,2,1,3.0,6.0,3,1,False
163,8.0,0,1,1,1.0,0.0,60,0,False
164,9.0,1,1,1,0.0,1.0,1,1,False
165,1.2,60,2,1,0.8,48.0,1161,433,False
166,3.0,62,2,1,2.1111111111111103,50.0,228,661,False
167,3.0,62,2,1,2.1111111111111103,50.0,228,661,False
168,2.0,67,3,1,3.5,54.0,11,24,False
169,0.0,3,2,1,0.0,0.0,739,0,False
170,1.0,4,1,1,0.0,1.0,182,0,False
171,1.0,5,1,1,0.0,2.0,2,0,False
172,1.5,5,2,1,18.0,5.0,173,6,False
173,2.0,6,1,1,59.0,6.0,23,2,False
174,0.0,6,1,1,0.0,3.0,453,0,False
175,1.0,8,1,1,0.0,4.0,3,3,False
176,7.0,71,1,1,5.0,57.0,1,6,False
177,7.16666666666667,72,4,1,7.0,58.0,33,73,False
178,3.0,73,1,1,55.0,59.0,6,1,False
179,3.5714285714285694,116,3,1,11.2857142857143,88.0,205,16,False
180,5.0,74,1,1,6.0,60.0,39,29,False
181,3.3333333333333304,26,5,2,7.33333333333333,1.84718498587608,139,98,False
182,3.5,75,1,1,4.5,61.0,142,113,False
183,6.90909090909091,119,7,1,15.3636363636364,89.0,84,28,False
184,2.0,120,1,1,11.0,10.0,1,1,False
185,4.0,122,1,1,0.0,90.0,19,11,False
186,3.85714285714286,28,7,2,20.0,1.84718500077724,829,367,True
187,7.0,77,1,1,0.0,62.0,10,1,False
188,1.0,78,1,1,12.0,63.0,2,4,False
189,1.5,79,2,1,28.5,64.0,4,5,False
190,8.33333333333333,81,2,1,0.0,65.0,221,164,False
191,2.25,123,1,1,13.0,91.0,212,10,False
192,3.3333333333333304,124,4,1,20.8333333333333,92.0,179,4,False
193,2.1153846153846203,126,4,1,58.961538461538495,93.0,29,2952,False
194,2.0,11,1,1,3.0,6.0,3,2,False
195,2.2,14,3,1,2.4,7.0,46,42,False
196,2.28571428571429,15,2,1,2.14285714285714,8.0,14,14,False
197,0.0,16,1,1,0.0,9.0,31,0,False
198,3.5,31,5,2,2.0,1.84718500636518,42,21,False
199,5.83333333333333,82,3,1,22.6666666666667,66.0,20,36,False
200,4.0,83,1,1,3.0,67.0,2,0,False
201,4.0,85,1,1,7.0,68.0,0,8,False
202,2.63636363636364,32,2,2,39.9090909090909,1.84718500683084,610,384,False
203,5.5,33,3,1,13.166666666666698,19.0,70,93,False
204,11.0,130,1,1,18.0,95.0,6,1,False
205,10.0,131,1,1,0.0,11.0,123,115,False
206,7.0,132,1,1,34.0,96.0,1,1,False
207,5.0,88,1,1,5.0,69.0,2,2,False
208,3.0,89,1,1,8.0,70.0,3,1,False
209,10.0,90,1,1,5.0,71.0,9,20,False
210,5.0,39,2,2,0.0,1.84718500715098,17,1,False
211,5.1,40,4,2,6.8,1.8471850071528,71,76,False
212,0.0,94,1,1,0.0,72.0,6,1,False
213,0.0,8,3,1,0.0,3.0,869,0,False
214,3.0,137,1,1,11.5,98.0,43,37,False
215,4.0,138,1,1,5.0,99.0,6,1,False
216,2.0,4,1,1,16.0,3.0,1,1,False
217,7.75,140,3,1,16.5,100.0,381,303,False
218,1.5,6,2,1,17.0,4.0,1,3,False
219,3.6,41,5,2,13.85,1.84718500715371,420,557,False
220,1.0,9,2,1,2.0,4.0,36,14,False
221,2.0,11,1,1,0.0,6.0,1,1,False
222,3.75,13,11,2,36.15,0.691162109375,188,116,False
223,3.0,14,1,1,2.0,1.0,1,0,False
224,10.0,15,1,1,10.0,8.0,26,18,False
225,4.9,44,5,2,2.5,1.84718500715422,125,76,False
226,3.0,45,3,1,27.0,25.0,95,7,False
227,5.33333333333333,142,10,3,19.3333333333333,0.489381699944065,386,156,False
228,7.5,143,5,1,31.5,102.0,78,39,False
229,4.0,101,1,1,10.0,5.0,70,0,False
230,15.0,145,1,1,1.0,103.0,11,2,False
231,2.0,146,1,1,72.0,104.0,1,1,False
232,3.0,105,1,1,2.0,6.0,1,1,False
233,11.75,106,3,1,16.0,7.0,44,7,False
234,1.0,147,1,1,50.0,105.0,10,4,False
235,6.0,148,1,1,2.0,106.0,11,15,False
236,3.0,149,1,1,50.0,107.0,72,2,False
237,2.5,150,1,1,37.5,108.0,49,75,False
238,0.0,48,1,1,0.0,27.0,4,4,False
239,5.23809523809524,50,7,1,13.4761904761905,28.0,140,51,False
240,4.0,154,1,1,2.0,109.0,177,123,False
241,0.0,109,2,1,0.0,75.0,435,0,False
242,4.0,155,2,1,34.5,110.0,49,12,False
243,5.307692307692308,156,7,1,27.1538461538462,111.0,27,27,False
244,15.0,6,1,1,2.0,4.0,93,46,False
245,7.0,157,1,1,0.0,112.0,30,26,False
246,6.5,112,2,1,11.0,77.0,4,7,False
247,6.888888888888888,158,7,1,10.8888888888889,113.0,16,9,False
248,6.357142857142861,159,8,2,8.5,0.9589843695165842,277,223,False
249,9.0,160,2,1,0.0,115.0,12,13,False
250,3.75,162,5,2,25.9166666666667,0.9589843695165842,342,263,False
251,4.625,19,5,2,6.625,0.948959350585938,331,20,False
252,0.0,163,1,1,0.0,117.0,121,0,False
253,0.0,164,1,1,0.0,118.0,385,0,False
254,4.72222222222222,165,7,2,22.8333333333333,0.9589843695165842,593,421,False
255,2.5,166,1,1,17.5,120.0,120,128,False
256,2.5,168,1,1,41.5,121.0,11,6,False
257,9.0,169,1,1,0.0,122.0,12,2,False
258,16.0,7,1,1,1.0,5.0,19,8,False
259,17.0,8,1,1,0.0,6.0,1,8,False
260,10.0,9,1,1,5.5,7.0,53,3,False
261,19.0,10,1,1,0.0,8.0,18,9,False
262,11.5,11,1,1,0.0,9.0,9,48,False
263,4.0,12,1,1,0.0,10.0,2,1,False
264,4.4375,170,4,1,26.6875,123.0,481,532,False
265,0.0,171,1,1,0.0,124.0,503,0,False
266,3.17647058823529,172,3,1,3.94117647058824,125.0,31,83,False
267,3.80952380952381,173,9,1,19.2142857142857,126.0,779,557,False
268,2.8,116,2,1,5.4,78.0,289,1,False
269,10.0,2,2,1,4.0,1.0,21,0,False
270,0.0,3,3,1,0.0,2.0,682,0,False
271,11.0,53,2,1,3.8,30.0,164,53,False
272,3.0,54,1,1,55.0,31.0,2,2,False
273,6.23076923076923,119,2,1,4.6153846153846105,79.0,260,85,False
274,10.0,174,4,1,8.83333333333333,127.0,61,136,False
275,3.0,175,1,1,4.0,128.0,0,24,False
276,6.0,176,4,1,6.0,129.0,54,49,False
277,9.0,55,1,1,0.0,32.0,1,26,False
278,23.0,178,1,1,0.0,130.0,1,1,False
279,8.07692307692308,120,2,1,8.615384615384611,80.0,678,62,True
280,5.125,4,4,1,23.5,3.0,106,36,False
281,6.4,121,1,1,3.2,81.0,104,27,False
282,3.0,5,1,1,22.0,4.0,12,7,True
283,4.0,6,1,1,0.0,5.0,1,3,False
284,6.0,7,1,1,0.0,6.0,5,7,False
285,4.66666666666667,11,3,1,0.666666666666667,8.0,402,8,False
286,3.78571428571429,179,4,1,3.0,131.0,401,175,False
287,15.0,181,2,1,1.0,132.0,36,4,False
288,16.5,182,2,2,4.5,0.9589843695165842,33,23,False
289,5.0,183,1,1,8.0,134.0,11,6,False
290,15.0,185,1,1,0.0,135.0,29,10,False
291,3.0,187,1,1,0.0,136.0,2,1,False
292,1.0,188,1,1,6.0,137.0,2,0,False
293,8.5,189,2,1,0.0,138.0,4,3,False
294,16.0,191,1,1,0.0,139.0,5,1,False
295,8.75,193,1,1,2.75,141.0,42,11,False
296,6.0,194,1,1,0.0,142.0,2,0,False
297,0.0,58,2,1,0.0,34.0,284,0,False
298,9.0,195,1,1,0.0,143.0,47,35,False
299,10.0,196,7,2,23.7777777777778,0.9589843695165842,130,4,False
300,6.0,24,1,1,19.0,9.0,173,94,False
301,3.0,197,1,1,2.0,18.0,1,2,False
302,16.0,198,1,1,2.0,145.0,6,1,False
303,5.66666666666667,61,3,2,8.0,1.8471850071543,76,62,False
304,14.0,129,1,1,5.0,82.0,1,3,False
305,8.0,130,1,1,11.0,83.0,0,3,False
306,12.0,131,1,1,12.0,84.0,15,3,False
307,5.0,132,1,1,2.0,85.0,11,10,False
308,0.0,134,1,1,0.0,86.0,4,4,False
309,3.0,12,2,1,4.0,9.0,51,5,False
310,7.0,136,1,1,27.0,87.0,1,1,False
311,2.0,202,4,1,88.0,146.0,21,3813,False
312,6.0,138,1,1,6.0,88.0,239,83,False
313,2.0714285714285703,203,6,1,86.8571428571429,147.0,3,8613,False
314,6.4,204,3,1,18.6,148.0,60,43,False
315,5.943396226415089,62,13,2,20.377358490566,1.8471850071543,1113,2957,True
316,17.0,205,1,1,1.0,149.0,3,5,False
317,4.25,206,3,2,42.5,0.9589843695165842,43,33,False
318,9.0,63,1,1,0.0,37.0,54,39,False
319,2.5,208,1,1,23.0,151.0,35,26,False
320,2.5,209,2,1,8.5,152.0,145,5,False
321,9.6,64,3,1,4.4,38.0,25,14,False
322,0.0,141,1,1,0.0,89.0,67,0,False
323,4.03225806451613,142,4,1,11.258064516129,90.0,453,4,False
324,1.0,143,3,1,45.25,91.0,60,0,False
325,19.5,65,1,1,0.0,39.0,48,32,False
326,1.22222222222222,144,5,1,14.2222222222222,92.0,150,2,False
327,1.0,145,1,1,0.0,93.0,6,0,False
328,10.0,28,2,1,2.5,10.0,0,465,False
329,7.25,210,4,1,6.16666666666667,153.0,88,50,False
330,1.0,211,2,1,3.0,154.0,349,0,True
331,12.4,66,3,1,0.2,40.0,296,117,False
332,5.5,212,2,1,14.0,155.0,10,27,False
333,9.5,147,2,1,0.0,94.0,102,102,False
334,5.125,148,7,1,13.708333333333302,95.0,927,98,False
335,5.0,29,1,1,12.0,11.0,462,0,False
336,9.0,152,2,1,2.5,96.0,60,0,False
337,18.0,213,2,1,1.6666666666666698,156.0,79,15,False
338,8.428571428571429,214,2,1,8.0,157.0,56,306,False
339,9.0,216,1,1,0.25,158.0,144,10,False
340,7.5,217,1,1,14.0,159.0,30,26,False
341,7.5,218,2,1,29.5,160.0,46,4,False
342,8.0,67,3,2,1.33333333333333,1.8471850071543,31,19,False
343,12.0,219,1,1,0.0,161.0,1,1,False
344,5.0,220,2,1,48.0,162.0,11,4,False
345,4.0,221,1,1,39.0,163.0,1,223,False
346,9.0,223,2,1,13.666666666666698,165.0,138,109,False
347,2.0,153,1,1,91.0,10.0,6,6,False
348,15.0,154,1,1,2.0,97.0,1,1,False
349,7.0,155,1,1,3.0,98.0,4,2,False
350,5.58333333333333,156,3,1,14.0,99.0,269,49,False
351,14.5,68,2,2,1.0,1.8471850071543,352,99,False
352,6.33333333333333,159,1,1,2.0,100.0,47,3,False
353,15.0,160,1,1,2.0,101.0,448,322,False
354,1.0,161,1,1,11.5,102.0,2,2,False
355,16.5,166,1,1,4.5,103.0,2,2,False
356,14.0,167,1,1,6.0,104.0,3,3,False
357,7.0,224,1,1,9.0,166.0,34,9,False
358,15.0,168,1,1,1.2,105.0,20,20,False
359,7.28571428571429,169,2,1,4.71428571428571,106.0,351,85,False
360,0.0,170,1,1,0.0,107.0,891,0,False
361,5.33333333333333,70,3,1,32.5,26.0,87,39,False
362,6.33333333333333,172,2,1,4.0,108.0,45,3,False
363,13.0,226,1,1,4.66666666666667,167.0,122,6,False
364,0.0,228,1,1,0.0,168.0,21,0,False
365,1.0,173,1,1,0.0,109.0,7,7,False
366,10.0,174,1,1,0.0,110.0,2,0,False
367,16.0,175,1,1,0.0,111.0,19,0,False
368,4.0,176,1,1,5.0,112.0,88,2,False
369,6.0,177,1,1,29.5,113.0,133,48,False
370,6.66666666666667,178,2,1,17.6666666666667,114.0,51,18,False
371,8.0,179,2,1,0.0,115.0,17,11,False
372,5.44444444444444,180,4,1,4.77777777777778,116.0,601,25,True
373,1.0,181,1,1,0.0,117.0,0,6,False
374,10.0,230,1,1,4.0,170.0,1,1,False
375,8.4,231,2,1,11.2,171.0,129,61,False
376,2.0,186,1,1,0.0,118.0,117,71,False
377,6.0,233,1,1,0.0,172.0,1,1,False
378,28.0,234,1,1,5.0,173.0,40,11,False
379,17.0,187,1,1,2.0,119.0,58,2,False
380,3.0,188,1,1,0.0,120.0,87,47,False
381,9.0,189,1,1,8.0,121.0,32,45,False
382,7.0,235,1,1,0.0,174.0,10,0,False
383,8.0,236,1,1,1.0,175.0,1,1,False
384,25.0,72,1,1,7.0,43.0,1,1,False
385,4.0,197,1,1,1.0,122.0,86,99,False
386,10.0,198,1,1,7.0,123.0,17,12,False
387,20.0,199,1,1,2.0,124.0,28,7,False
388,21.0,200,1,1,0.0,125.0,79,73,False
389,7.0,237,6,2,41.25,0.9589843695165842,0,66,False
390,9.125,239,3,1,4.5,178.0,531,380,False
391,15.333333333333302,241,2,1,4.33333333333333,21.0,0,18,False
392,7.0,73,3,1,9.0,44.0,12,5,False
393,3.8,242,3,1,56.2,179.0,275,68,False
394,1.2,202,4,1,5.1,126.0,43,13,False
395,14.333333333333302,203,1,1,6.5,127.0,132,18,False
396,7.888888888888887,244,5,1,16.4444444444444,180.0,178,15,False
397,7.90909090909091,74,2,2,12.9090909090909,1.8471850071543,623,303,False
398,9.0,206,1,1,7.0,129.0,1,1,False
399,27.0,75,1,1,0.0,46.0,8,6,False
400,3.0,246,1,1,8.5,181.0,311,9,False
401,0.0,76,1,1,0.0,47.0,663,0,False
402,11.0,207,1,1,5.0,130.0,1,0,False
403,25.0,208,1,1,0.0,131.0,166,93,False
404,20.0,209,1,1,0.0,132.0,137,151,False
405,26.0,210,1,1,0.0,133.0,11,6,False
406,5.5,212,2,1,3.5,134.0,67,19,False
407,27.0,213,1,1,0.0,135.0,7,40,False
408,10.8,248,4,2,10.2,0.9589843695165842,199,53,False
409,1.0,80,1,1,0.0,48.0,47,6,False
410,3.0,260,1,1,33.0,194.0,0,103,False
411,6.0,264,1,1,0.0,197.0,4,4,False
412,6.25,215,2,1,9.0,136.0,315,255,False
413,6.4,216,4,1,30.4,137.0,83,79,False
414,1.5,12,6,2,24.0,0.00341796875,691,190,False
415,0.0,13,2,1,0.0,4.0,38,0,False
416,4.0,217,3,2,40.0,0.074310300769806,628,85,True
417,4.0,218,1,1,0.0,139.0,4,8,True
418,5.0,219,1,1,0.0,140.0,14,4,False
419,6.0,220,1,1,0.0,141.0,1,0,False
420,6.5,221,2,1,9.5,142.0,66,3,False
421,7.0,266,1,1,3.0,198.0,11,9,False
422,4.33333333333333,267,4,1,26.0,199.0,69,7,False
423,8.0,271,1,1,5.0,203.0,72,1,False
424,20.0,272,2,1,14.0,204.0,38,22,False
425,8.0,223,1,1,0.0,144.0,14,7,True
426,7.33333333333333,82,3,2,11.0,1.8471850071543,162,25,False
427,2.0,83,1,1,3.0,50.0,0,704,False
428,0.0,85,1,1,0.0,51.0,137,0,False
429,10.2352941176471,86,6,2,11.0,1.8471850071543,173,42,False
430,0.0,273,2,1,0.0,205.0,273,0,False
431,22.0,274,1,1,1.0,206.0,5,7,False
432,4.0,276,1,1,26.0,208.0,14,5,False
433,10.6363636363636,277,3,1,9.45454545454546,209.0,338,197,False
434,5.0,278,1,1,0.0,210.0,1,1,False
435,8.0,279,2,1,0.0,211.0,71,8,False
436,8.0,280,1,1,14.0,23.0,0,1,False
437,4.0,281,1,1,34.0,212.0,2,34,False
438,18.25,283,3,1,7.75,214.0,30,30,False
439,6.8,13,3,1,14.8,10.0,258,35,False
440,11.0,285,1,1,0.0,216.0,54,2,False
441,4.0,286,1,1,34.0,217.0,7,7,False
442,2.6,287,3,1,31.0,218.0,229,3,False
443,9.0,225,1,1,4.0,145.0,0,1,False
444,6.0,288,1,1,31.5,219.0,26,28,False
445,5.0,289,1,1,0.0,220.0,2,1,False
446,9.0,227,1,1,2.0,146.0,16,18,False
447,8.0,87,1,1,8.0,30.0,1,1,False
448,16.0,291,4,1,24.8,222.0,32,8,False
449,12.666666666666698,292,1,1,1.5,223.0,0,105,False
450,8.0,293,1,1,2.0,224.0,1,1,False
451,0.0,230,2,1,0.0,148.0,452,0,False
452,9.0,231,1,1,9.0,149.0,0,1,False
453,8.0,90,1,1,4.0,53.0,1,1,False
454,9.0,91,1,1,6.0,54.0,130,77,False
455,1.6666666666666698,233,3,1,71.5,150.0,177,245,False
456,3.77777777777778,92,3,2,38.5555555555556,1.8471850071543,235,291,False
457,10.5,294,3,1,25.0,225.0,40,22,False
458,1.02631578947368,14,12,4,11.315789473684196,0.33333483710885,2543,184,False
459,1.0,236,1,1,45.5,151.0,36,71,False
460,12.0,238,1,1,25.0,152.0,7,11,False
461,10.0,295,1,1,10.0,226.0,5,2,False
462,0.0,4,1,1,0.0,2.0,479,0,False
463,5.0,296,1,1,41.0,227.0,2,2,False
464,31.0,301,1,1,5.0,231.0,3,3,False
465,8.16666666666667,97,3,1,24.5,59.0,31,308,False
466,0.5,242,8,1,8.92307692307692,153.0,24,346,False
467,0.5,242,8,1,8.92307692307692,153.0,24,346,False
468,3.0,244,3,1,14.333333333333302,155.0,20,68,False
469,3.0,244,3,1,14.333333333333302,155.0,20,68,False
470,10.0,249,1,1,13.0,157.0,20,5,False
471,10.0,249,1,1,13.0,157.0,20,5,False
472,0.58,251,17,2,15.02,0.0645140985870365,376,374,False
473,0.58,251,17,2,15.02,0.0645140985870365,376,374,False
474,0.9090909090909092,254,3,1,6.81818181818182,161.0,79,127,False
475,0.9090909090909092,254,3,1,6.81818181818182,161.0,79,127,False
476,5.0,256,1,1,78.0,163.0,16,25,False
477,5.0,256,1,1,78.0,163.0,16,25,False
478,2.0,260,3,1,124.0,165.0,25,43,False
479,2.0,260,3,1,124.0,165.0,25,43,False
480,2.0,15,3,2,4.42857142857143,0.0037841796875,440,103,False
481,2.3333333333333304,266,1,1,121.0,167.0,18,0,False
482,2.3333333333333304,266,1,1,121.0,167.0,18,0,False
483,16.5,100,2,1,14.5,60.0,307,311,False
484,5.33333333333333,103,4,2,54.0,1.8471850071543,630,852,False
485,0.0625,18,7,2,0.40625,0.0038223266601562,2652,0,False
486,1.73469387755102,19,10,3,7.30612244897959,0.500030894511278,1857,513,False
487,0.6428571428571429,5,2,1,12.857142857142902,3.0,729,461,False
488,6.0,10,1,1,4.0,7.0,50,3,False
489,4.28571428571429,104,3,2,35.0,1.8471850071543,374,132,False
490,0.0,6,1,1,0.0,4.0,2,2,False
491,2.14,20,9,4,5.1,0.33333484042214,1602,529,False
492,4.0,105,1,1,91.5,63.0,11,7,False
493,3.4222222222222203,22,5,2,7.955555555555558,0.0043902397155761,194,1299,False
494,0.0,23,5,1,0.0,12.0,1300,0,False
