commit_id,nuc,aexp,nd,ns,age,la,ld,target
215,117.333333333333,55,2,2,5.0,259,17,True
216,15.333333333333302,34,8,2,95.7142857142857,4,4636,False
217,52.3,2,4,2,26.7,116,20,True
218,2.0,3,1,1,35.0,56,0,False
219,39.384615384615394,1,7,2,9.69230769230769,941,3,True
220,150.5,5,2,2,59.0,3,1,False
221,13.0,35,13,2,91.3148148148148,561,800,True
222,153.0,36,2,2,59.0,17,3,False
223,0.0,10,1,1,0.0,311,0,True
224,97.0,4,2,2,24.25,216,19,True
225,20.32,3,8,2,10.52,43,40,True
226,43.2,4,5,2,33.6,206,5,False
227,22.0434782608696,6,5,2,47.4347826086956,2825,2674,True
228,154.5,37,2,2,31.0,93,0,False
229,54.1428571428571,5,5,2,7.571428571428571,86,28,True
230,33.1666666666667,31,2,2,0.0,934,0,True
231,36.2,36,8,2,2.8,131,643,True
232,160.0,74,2,2,29.0,6,1,False
233,103.333333333333,7,3,2,84.0,88,0,False
234,60.77777777777778,38,6,2,6.888888888888888,66,34,False
235,27.1666666666667,57,7,2,50.7916666666667,470,160,True
236,23.962962962963,0,7,2,43.22222222222221,1453,437,True
237,159.5,2,2,2,39.5,10,0,False
238,21.307692307692303,21,10,2,72.69230769230771,345,9,True
239,76.0,3,2,2,4.0,171,88,True
240,34.5,59,6,2,3.78571428571429,799,20,True
241,21.2,40,7,2,75.5,309,113,True
242,71.6,1,3,2,0.2,390,0,True
243,162.0,14,2,2,6.0,5,2,False
244,133.0,58,3,2,14.666666666666698,13,9,False
245,167.0,22,2,2,6.0,21,3,False
246,117.333333333333,23,2,2,20.0,42,4,False
247,32.0,59,7,2,22.7619047619048,598,133,True
248,172.0,60,2,2,25.5,60,16,True
249,92.5,60,3,2,20.25,516,108,True
250,25.6363636363636,0,9,5,97.2272727272727,187,29,True
251,117.0,61,2,2,58.3333333333333,169,2,False
252,62.3333333333333,4,4,2,86.1666666666667,115,41,True
253,26.0666666666667,77,3,2,106.333333333333,397,180,True
254,44.54545454545449,61,4,2,75.7272727272727,584,145,True
255,59.0,15,5,2,33.7142857142857,136,18,True
256,121.666666666667,81,2,2,0.0,51,39,False
257,118.333333333333,82,2,2,0.0,128,11,True
258,97.25,30,3,2,26.0,69,62,True
259,43.0,62,2,1,36.0,21,9,True
260,218.5,16,2,2,0.0,37,21,False
261,80.3333333333333,66,4,4,0.0,577,13,True
262,3.0,67,1,1,0.0,0,1,False
263,198.5,27,2,2,7.0,4,0,False
264,58.2,23,3,2,49.6,40,70,True
265,187.0,33,2,2,8.5,35,0,False
266,193.0,6,2,2,1.5,9,2,False
267,93.0,28,3,2,78.25,212,1,True
268,189.0,9,2,2,41.0,26,11,False
269,189.0,10,2,2,20.5,5,16,False
270,202.5,11,2,2,8.5,62,186,False
271,188.5,34,2,2,32.0,13,1,False
272,130.0,62,3,2,15.333333333333302,102,3,False
273,31.7,12,2,2,58.0,243,250,True
274,197.0,63,2,2,43.5,8,5,False
275,198.0,64,2,2,0.0,5,8,False
276,133.0,65,2,2,22.0,18,13,False
277,103.4,68,5,2,18.4,10,14,False
278,196.5,30,2,2,10.5,5,1,False
279,53.125,31,4,2,41.625,29,22,True
280,197.0,32,2,2,30.0,37,2,False
281,120.0,12,2,2,50.75,167,24,True
282,87.0,4,2,2,59.4,14,4,False
283,200.0,5,2,2,53.5,19,0,False
284,20.8205128205128,13,11,3,73.23076923076921,1241,999,True
285,91.2,84,3,2,57.4,167,32,False
286,208.5,12,2,2,3.0,12,2,False
287,81.8333333333333,21,5,2,29.8333333333333,32,5,True
288,206.5,14,2,2,0.0,96,0,False
289,250.5,15,2,2,3.0,6,0,False
290,71.71428571428571,16,6,2,40.4285714285714,171,37,True
291,217.5,17,2,2,20.0,4,2,True
292,54.3333333333333,16,3,2,12.75,58,60,True
293,214.0,17,2,2,5.0,11,16,False
294,228.0,18,2,2,2.5,3,8,False
295,143.0,20,3,2,43.0,8,0,False
296,52.8888888888889,36,5,2,56.5555555555556,449,7,False
297,87.25,8,2,2,26.5,51,5,True
298,214.5,23,2,2,130.0,80,12,False
299,70.28571428571429,85,3,2,46.28571428571429,798,17,False
300,78.2,0,4,2,10.0,44,34,True
301,55.8,68,5,2,74.1,181,23,True
302,112.25,36,4,2,4.25,265,4,False
303,74.28571428571429,24,3,2,50.0,10,100,False
304,147.0,19,2,2,40.0,18,11,False
305,249.5,21,2,2,5.0,77,41,False
306,243.5,40,2,2,8.5,5,0,False
307,163.0,86,3,2,59.0,11,0,False
308,229.5,23,2,2,9.0,38,4,True
309,37.4,38,4,2,132.4,813,160,True
310,118.25,24,2,2,17.0,145,65,True
311,121.5,25,3,2,5.0,40,19,False
312,119.0,27,2,2,0.5,114,4,False
313,256.0,28,2,2,3.5,26,6,False
314,177.0,27,2,2,0.0,11,1,True
315,30.2173913043478,21,7,2,56.2173913043478,212,61,True
316,105.4,39,2,2,18.2,145,35,False
317,69.4,9,6,2,21.2,187,94,True
318,86.8571428571429,29,4,2,25.4285714285714,130,37,True
319,241.5,40,2,2,15.5,13,1,False
320,94.1428571428571,41,2,2,53.4285714285714,114,40,True
321,75.8571428571429,30,3,2,10.2857142857143,120,95,False
322,246.5,31,2,2,3.5,8,4,False
323,53.25,13,2,2,38.375,545,1,True
324,142.0,32,3,2,2.3333333333333304,184,110,True
325,58.5,34,5,2,1.16666666666667,626,115,True
326,45.1428571428571,35,8,7,59.8571428571429,343,36,True
327,90.6666666666667,36,4,2,39.8333333333333,14,15,False
328,125.8,70,3,2,32.8,14,8,True
329,44.7,71,6,2,40.15,742,124,True
330,129.5,12,3,2,41.75,55,14,False
331,84.25,42,3,2,9.625,620,2,True
332,129.75,28,3,2,47.5,35,3,False
333,23.5833333333333,34,15,2,124.625,196,73,True
334,32.323529411764696,89,7,2,107.705882352941,701,326,True
335,23.90196078431369,47,8,2,105.960784313725,491,250,True
336,88.375,42,4,2,6.375,49,124,True
337,80.625,43,4,2,17.125,291,108,False
338,259.5,90,2,2,4.0,14,2,False
339,1.0,49,1,1,2.0,269,0,False
340,277.5,50,2,2,6.0,26,6,False
341,221.333333333333,73,2,2,2.0,87,74,True
342,68.2222222222222,91,3,2,41.4444444444444,210,117,False
343,46.22222222222221,53,7,2,28.3333333333333,162,201,True
344,45.17647058823529,30,6,2,73.8823529411765,243,39,True
345,174.333333333333,93,3,2,0.0,236,0,True
346,39.8260869565217,55,7,2,11.4347826086957,175,121,True
347,138.0,42,3,2,0.0,228,3,True
348,137.25,56,4,2,0.75,9,3,True
349,274.0,57,2,2,10.0,18,6,False
350,183.0,72,2,2,8.33333333333333,36,2,False
351,279.0,13,2,2,6.0,8,0,False
352,270.0,73,2,2,51.5,2,8,False
353,164.0,32,3,2,20.75,39,21,True
354,277.0,60,2,2,3.5,6,1,False
355,296.5,63,2,2,1.5,144,116,True
356,70.1,74,6,2,87.8,194,28,True
357,191.0,43,3,2,15.0,16,9,False
358,147.333333333333,83,2,2,1.33333333333333,243,0,True
359,79.375,3,5,2,18.25,71,89,False
360,73.9,4,2,2,49.8,121,678,False
361,80.875,6,5,2,0.0,89,71,False
362,37.6923076923077,34,5,3,275.0,5039,4607,True
363,66.14285714285711,3,2,2,51.4285714285714,1351,3,True
364,61.3636363636364,76,6,2,53.63636363636361,65,19,False
365,1.0,58,2,1,162.0,51,0,False
366,37.4285714285714,4,4,2,166.0,243,139,True
367,142.0,7,2,2,49.0,53,56,False
368,284.5,1,2,2,46.0,27,24,False
369,94.88888888888891,8,4,2,28.3333333333333,575,139,True
370,288.5,9,2,2,22.5,6,4,False
371,303.5,11,2,2,11.0,4,1,True
372,109.166666666667,77,4,2,57.5,392,68,True
373,195.333333333333,48,2,2,69.3333333333333,196,176,True
374,246.666666666667,15,3,2,1.33333333333333,6,3,False
375,210.666666666667,49,2,2,8.66666666666667,109,45,True
376,0.0,50,1,1,0.0,133,0,False
377,299.0,16,2,2,27.0,28,0,False
378,135.8,51,4,2,3.8,161,0,False
379,194.666666666667,80,2,2,32.3333333333333,80,7,True
380,71.3,17,7,2,9.4,74,92,False
381,211.0,19,3,2,0.666666666666667,37,0,False
382,206.333333333333,23,3,2,0.0,19,7,False
383,71.3,24,5,2,40.8,38,20,False
384,128.0,81,2,2,9.6,33,13,False
385,79.3636363636364,82,5,2,31.0,175,41,False
386,208.0,83,2,2,11.666666666666698,107,27,False
387,126.0,25,4,2,56.5,69,643,True
388,0.0,26,1,1,0.0,964,0,False
389,352.5,27,2,2,0.0,4,1,False
390,299.0,84,2,2,1.5,6,0,False
391,300.5,63,2,2,21.0,63,57,False
392,101.0,85,2,2,56.0,266,173,True
393,303.0,65,2,2,0.0,63,57,True
394,10.25,77,1,1,5.5,47,33,False
395,310.5,70,2,2,39.0,8,5,False
396,136.0,29,3,2,54.8,142,28,False
397,7.0,89,1,1,8.0,3,0,False
398,333.5,31,2,2,5.5,5,3,False
399,313.0,32,2,2,34.0,12,0,False
400,173.25,44,2,2,22.0,120,7,False
401,212.0,91,2,2,31.3333333333333,11,0,True
402,155.8,46,3,2,25.0,53,2,False
403,372.5,47,2,2,11.5,8,0,False
404,315.5,0,2,2,0.0,52,0,False
405,137.666666666667,92,3,2,48.8333333333333,45,17,False
406,233.666666666667,78,3,2,31.3333333333333,22,10,False
407,74.25,68,8,2,75.9166666666667,481,241,True
408,333.5,2,2,2,0.5,34,0,False
409,335.0,69,2,2,0.5,7,0,False
410,119.857142857143,70,3,2,35.4285714285714,20,11,False
411,25.7096774193548,94,9,4,32.4838709677419,3653,126,False
412,222.333333333333,96,3,2,79.3333333333333,7,4,False
413,260.33333333333303,93,3,2,21.3333333333333,19,0,True
414,165.75,54,2,2,78.0,92,64,False
415,36.3870967741936,0,4,2,60.4838709677419,1503,1084,True
416,219.0,3,3,2,165.0,19,0,False
417,340.5,6,2,2,40.0,5,2,False
418,172.0,97,2,2,107.75,85,26,False
419,230.0,98,2,2,31.0,22,14,True
420,48.68,72,5,2,106.88,346,294,False
421,52.304347826087,73,8,3,32.2173913043478,986,732,True
422,68.9166666666667,74,6,2,53.8333333333333,898,146,True
423,79.21428571428571,34,6,2,19.1428571428571,1146,540,True
424,196.25,1,2,2,0.0,68,38,False
425,370.5,75,2,2,0.5,18,11,False
426,205.5,76,4,2,63.0,36,10,False
427,372.5,35,2,2,0.0,30,18,False
428,167.2,2,4,2,18.0,141,46,True
429,37.9411764705882,77,7,2,89.5,774,470,True
430,192.0,78,3,2,1.0,25,12,False
431,161.6,36,2,2,0.8,67,22,False
432,66.5333333333333,37,4,2,79.0666666666667,113,53,False
433,108.0,38,3,2,16.0,29,34,False
434,50.5,80,10,5,33.7307692307692,490,156,True
435,124.571428571429,3,2,2,22.142857142857103,8,18,False
436,381.5,39,2,2,0.0,10,3,False
437,235.333333333333,81,2,2,0.0,10,7,False
438,117.0,82,4,2,88.3333333333333,64,6,False
439,383.5,83,2,2,0.0,4,21,False
440,90.0,4,5,2,25.7777777777778,564,135,False
441,166.6,84,3,2,1.2,59,42,True
442,387.0,85,2,2,0.0,6,4,False
443,65.0,86,6,2,41.2,304,248,True
444,62.2105263157895,87,6,2,39.2105263157895,203,72,True
445,60.1333333333333,88,6,2,107.933333333333,138,79,True
446,58.875,40,5,2,68.3125,132,113,False
447,131.5,41,3,2,5.5,93,14,False
448,350.5,101,2,2,0.0,9,2,False
449,203.5,42,2,2,0.0,27,18,False
450,176.4,102,4,2,1.2,16,8,False
451,41.4583333333333,89,6,2,69.25,483,540,True
452,89.9,44,4,2,0.0,97,12,False
453,126.571428571429,45,3,2,0.5714285714285711,427,145,True
454,178.2,103,4,2,0.0,16,8,False
455,102.666666666667,5,2,2,0.444444444444444,1328,908,False
456,223.0,90,3,2,20.5,37,11,False
457,102.625,91,2,2,0.0,71,75,True
458,123.857142857143,92,4,2,30.4285714285714,91,44,False
459,0.0,93,1,1,0.0,109,0,False
460,248.333333333333,107,2,2,3.6666666666666696,22,14,False
461,247.666666666667,109,2,2,0.0,64,26,False
462,58.70588235294121,97,6,2,61.29411764705879,330,122,True
463,273.0,46,2,2,0.333333333333333,28,24,True
464,250.333333333333,6,3,2,0.333333333333333,41,26,False
465,367.5,100,2,2,0.0,5,2,False
466,84.8,101,4,2,26.4,436,184,False
467,182.8,102,2,2,1.0,89,51,False
468,104.4,7,4,2,0.9,388,129,True
469,152.0,112,2,2,0.0,532,423,False
470,170.6,48,3,2,0.4,70,28,False
471,375.0,113,2,2,0.0,4,6,False
472,250.333333333333,8,2,2,67.3333333333333,15,6,False
473,159.8,103,4,2,6.8,28,7,False
474,152.5,114,4,2,0.0,457,48,False
475,166.4,9,4,2,0.6,21,9,False
476,126.0,104,4,3,6.66666666666667,711,43,True
477,369.5,105,2,2,33.5,12,0,False
478,162.0,106,3,2,14.833333333333302,72,65,False
479,394.0,108,2,2,0.0,34,0,False
480,247.333333333333,116,2,2,0.0,7,4,False
481,422.0,49,2,2,0.0,15,5,False
482,378.5,50,2,2,0.0,5,2,False
483,88.6363636363636,51,3,2,1.0,109,50,True
484,182.0,52,4,2,0.6,78,12,False
485,141.857142857143,109,3,2,6.142857142857139,20,11,False
486,256.0,11,2,2,0.0,31,12,False
487,279.33333333333303,12,3,2,0.0,3,8,False
488,167.6,111,2,2,1.4,133,101,False
489,271.0,112,3,2,0.0,79,6,False
490,148.714285714286,113,4,2,0.4285714285714289,53,31,False
491,158.166666666667,114,4,2,0.666666666666667,76,87,True
492,125.142857142857,115,2,2,0.5714285714285711,134,109,False
493,198.25,116,3,2,0.5,221,8,True
494,129.222222222222,117,4,2,25.2222222222222,577,140,True
495,391.5,118,2,2,0.5,7,2,False
496,95.2727272727273,119,7,3,21.0,421,94,False
497,128.571428571429,120,5,2,46.57142857142861,239,211,False
498,114.909090909091,121,5,2,14.1818181818182,437,48,True
499,262.33333333333303,122,2,2,0.0,56,10,False
500,94.8,124,6,2,3.8,78,113,False
501,128.75,125,5,3,41.625,306,41,False
502,64.1875,126,6,2,46.8125,86,38,False
503,74.47058823529409,127,8,4,30.4117647058824,367,73,False
504,396.0,117,2,2,2.0,7,5,False
505,2.0,129,1,1,0.0,0,79,False
506,56.9285714285714,131,8,2,13.8214285714286,791,317,False
507,404.5,119,2,2,0.0,6,2,False
508,15.0,132,2,1,0.0,11,13,False
509,131.888888888889,133,4,2,12.7777777777778,240,29,False
510,52.9473684210526,134,14,4,53.47368421052629,656,388,False
511,74.75,135,6,3,13.15,334,46,True
512,44.53125,137,5,2,7.84375,1672,1210,True
513,81.5,138,8,3,5.78571428571429,341,1016,False
514,132.571428571429,139,5,3,10.4285714285714,124,43,False
515,298.0,140,3,3,0.0,12,6,False
516,212.75,142,4,2,0.5,10,7,False
517,401.0,121,2,2,3.5,8,2,False
518,267.66666666666697,143,3,2,1.33333333333333,6,2,False
519,449.5,144,2,2,1.0,14,4,False
520,394.5,53,2,2,132.0,5,2,False
521,425.0,14,2,2,3.0,3,1,False
522,15.0,54,1,1,1.0,1,1,False
523,402.5,15,2,2,1.5,6,2,False
524,124.888888888889,123,3,2,23.7777777777778,343,52,False
525,192.8,55,4,2,4.2,50,47,True
526,411.0,124,2,2,1.0,8,5,False
527,25.7272727272727,37,5,2,511.03030303030295,491,734,False
528,222.0,125,4,2,7.25,13,10,False
529,457.0,16,2,2,1.0,19,4,False
530,211.25,55,3,2,74.5,61,17,False
531,29.671232876712303,39,10,2,53.9315068493151,235,187,True
532,5.0,40,1,1,0.0,1,0,False
533,404.0,41,2,2,0.0,2,1,False
534,51.3809523809524,11,5,2,23.1904761904762,476,142,False
535,52.4285714285714,12,5,2,0.0,142,476,False
536,185.6,147,5,3,9.2,18,5,False
537,127.666666666667,148,3,2,8.0,352,51,False
538,476.0,94,2,2,3.0,7,0,False
539,26.025,149,10,2,8.55,570,764,True
540,300.0,127,2,2,0.0,63,45,False
541,230.5,128,3,2,4.75,169,166,False
542,134.571428571429,13,4,2,2.42857142857143,194,23,False
543,231.75,129,3,2,0.0,166,169,False
544,293.0,130,3,2,0.0,83,89,False
545,111.2,17,4,2,9.5,467,26,True
546,483.5,132,2,2,0.5,5,1,True
547,143.25,133,4,2,5.125,319,120,False
548,193.8,151,3,2,39.4,173,89,False
549,31.1506849315068,152,10,2,16.4657534246575,233,184,True
550,51.086956521739104,153,7,2,13.3913043478261,477,141,False
551,56.68,154,6,2,1.6,257,530,False
552,138.571428571429,155,4,2,5.0,203,28,False
553,167.428571428571,157,6,3,2.57142857142857,148,117,False
554,126.9,158,6,4,2.5,367,143,False
555,94.9090909090909,159,9,3,44.45454545454549,26,36,False
556,84.5714285714286,47,3,2,7.857142857142861,579,58,True
557,285.33333333333303,134,2,2,1.33333333333333,187,246,False
558,281.0,20,4,2,0.0,71,20,False
559,98.3,95,5,2,4.7,163,47,True
560,223.25,21,3,2,18.0,180,1,False
561,240.75,137,2,2,12.75,111,84,False
562,153.5,96,5,2,9.16666666666667,191,50,False
563,143.833333333333,82,4,2,8.5,96,32,False
564,319.33333333333303,140,2,2,18.0,185,46,False
565,39.2950819672131,161,16,2,5.934426229508199,1801,1445,True
