commit_id,nuc,arexp,nd,ns,age,la,ld,target
71,3.0,19.0,1,1,0.0,16,12,False
72,1.0,0.0,16,1,5.0,1224,672,False
73,2.0,21.0,4,1,0.0,15,22,False
74,3.6666666666666696,23.0,4,2,0.833333333333333,105,22,True
75,4.0,24.0,1,1,0.0,4,2,False
76,0.0,26.0,1,1,0.0,2,0,False
77,3.0,29.0,2,1,0.0,17,3,False
78,2.0,30.0,1,1,0.0,2,2,False
79,0.5,28.0,2,1,0.5,7,5,False
80,2.0,15.0,10,1,0.0,27,31,False
81,3.0,17.0,1,1,0.0,10,3,False
82,1.1578947368421102,3.0,10,2,3.78947368421053,66,701,False
83,1.0,0.0,1,1,6.0,9,1,False
84,3.4615384615384603,9.0,6,2,0.538461538461538,1436,1848,True
85,3.6666666666666696,11.0,3,2,0.0,426,443,False
86,3.0,12.0,1,1,0.0,35,5,False
87,4.0,16.0,1,1,0.0,19,8,False
88,2.75,38.0,2,2,0.0,106,157,False
89,7.0,39.0,2,1,0.0,15,13,False
90,1.0,40.0,2,1,6.0,6,8,False
91,3.95454545454545,32.0,8,1,1.31818181818182,42,31,False
92,5.0,33.0,2,1,0.0,6,6,False
93,1.0,35.0,1,2,4.6,16,1506,False
94,1.0,36.0,1,1,0.0,0,45,False
95,2.0,44.0,1,1,0.0,7,19,False
96,2.5,18.0,3,1,4.25,15,123,True
97,4.0,46.0,1,1,3.0,1,1,False
98,1.0,47.0,1,1,1.0,25,22,False
99,3.0,49.0,1,1,0.0,3,2,False
100,1.0,50.0,1,1,1.0,2,4,False
101,4.0,35.0,1,1,0.0,1,1,False
102,2.6666666666666696,20.0,3,2,2.8333333333333304,91,16,True
103,2.38235294117647,21.0,22,1,3.94117647058824,36,9,False
104,3.85,14.0,2,1,0.65,866,1072,True
105,6.875,16.0,2,1,0.0,32,72,False
106,4.0,24.0,1,1,0.0,7,2,False
107,7.0,26.0,1,1,0.0,2,2,False
108,1.54545454545455,42.0,4,1,0.272727272727273,137,130,False
109,5.0,38.0,4,1,0.6,389,44,False
110,0.733333333333333,43.0,2,1,0.6,183,209,False
111,2.3333333333333304,21.0,2,1,2.3333333333333304,10,21,False
112,2.0,27.0,2,1,6.0,2,2,False
113,1.25,44.0,3,1,0.75,49,43,True
114,1.6,45.0,9,1,0.4,70,85,False
115,9.0,23.0,1,1,0.0,2,1,False
116,7.0,24.0,1,1,0.333333333333333,27,29,False
117,7.66666666666667,25.0,2,1,0.0,18,1,False
118,2.0,17.0,1,1,6.0,1,1,False
119,5.66666666666667,27.0,2,1,0.666666666666667,433,528,False
120,5.0,51.0,1,1,0.0,47,57,False
121,2.0,52.0,1,1,0.0,1,1,False
122,3.0,18.0,1,1,0.0,1,1,False
123,2.8,53.0,3,2,1.4,14,59,False
124,2.0,54.0,3,2,3.5,18,34,False
125,6.0,55.0,1,1,1.0,13,19,False
126,1.0,19.0,2,1,1.0,398,0,True
127,1.0,21.0,1,1,0.0,4,1,False
128,7.0,56.0,2,1,0.0,54,82,False
129,4.0,57.0,5,1,4.375,17,7,False
130,7.5,29.0,2,1,0.0,4,4,False
131,1.22222222222222,59.0,6,2,4.0,52,98,False
132,5.5,60.0,3,1,1.5,20,39,False
133,4.25,40.0,3,1,2.0,39,3,False
134,5.0,52.0,1,1,0.0,3,0,False
135,5.0,62.0,1,1,0.0,4,2,False
136,0.0,53.0,6,1,0.0,43,13,False
137,3.0,31.0,1,1,4.0,2,0,False
138,3.5833333333333304,33.0,2,1,0.75,29,33,False
139,5.14285714285714,34.0,4,1,0.857142857142857,36,36,False
140,7.33333333333333,42.0,2,1,2.0,33,17,False
141,4.66666666666667,35.0,1,1,3.8333333333333295,59,80,False
142,6.0,58.0,1,1,2.0,23,5,False
143,12.0,37.0,1,1,0.0,8,4,False
144,4.33333333333333,32.0,2,1,0.0,6,6,False
145,3.0,38.0,1,1,0.0,12,28,False
146,10.0,34.0,1,1,0.0,1,16,False
147,2.0,45.0,2,1,1.0,7,7,False
148,1.57142857142857,61.0,3,1,0.857142857142857,127,103,False
149,8.0,38.0,1,1,0.0,4,4,False
150,2.5,62.0,6,1,0.833333333333333,7,52,False
151,5.0,39.0,1,1,0.0,24,67,False
152,3.1666666666666696,63.0,5,1,0.0,8,154,False
153,1.8,39.0,4,2,3.0,123,85,False
154,4.0,40.0,2,1,3.5,8,17,False
155,6.0,25.0,1,1,0.0,1,1,False
156,4.0,26.0,1,1,2.0,32,1,False
157,3.8333333333333295,32.0,11,3,0.0,57,59,False
158,1.0,68.0,1,1,0.0,2,1,False
159,5.466666666666669,69.0,9,3,0.0,15,15,False
160,5.5,70.0,2,1,1.5,13,4,False
161,4.9,35.0,9,3,0.4,96,133,True
162,3.0,73.0,1,1,0.0,1,1,False
163,4.0,74.0,1,1,0.0,1,1,False
164,0.0,76.0,1,1,0.0,0,4,False
165,1.0,43.0,2,1,8.0,36,10,False
166,3.0,39.0,1,1,4.0,20,12,False
167,12.0,40.0,1,1,0.0,7,2,False
168,1.0,81.0,1,1,1.0,0,4,False
169,0.0,42.0,1,1,0.0,4,1,False
170,2.3333333333333304,45.0,3,1,6.16666666666667,0,806,False
171,1.14285714285714,32.0,5,1,8.21428571428571,0,4779,False
172,5.0,48.0,1,1,2.0,5,0,False
173,5.0,50.0,1,1,0.0,21,2,False
174,3.3333333333333304,87.0,3,1,0.0,37,25,False
175,2.69230769230769,88.0,2,2,1.69230769230769,72,202,False
176,4.0,89.0,1,1,0.0,5,0,False
177,10.0,90.0,1,1,1.0,17,30,False
178,7.0,91.0,1,1,1.0,1,21,False
179,1.75,51.0,2,1,0.75,91,1,False
180,7.25,52.0,4,1,1.0,914,669,True
181,2.0,45.0,1,1,4.0,132,24,False
182,3.19587628865979,53.0,25,2,1.85567010309278,192,1261,False
183,2.0,2.0,1,1,2.0,1,0,False
184,4.2,54.0,4,1,0.8,1,60,False
185,5.3,41.0,3,1,1.6,2298,1777,True
186,5.0,52.0,1,1,2.0,1,1,False
187,1.0,42.0,1,1,0.0,1,55,False
188,3.3125,43.0,10,3,2.8125,24,24,False
189,5.5,54.0,6,1,0.0,25,44,False
190,3.0,3.0,1,1,0.0,3,0,False
191,2.40740740740741,39.0,13,2,2.0,0,254,False
192,5.0,56.0,1,1,0.0,4,1,False
193,7.75,59.0,3,1,0.0,35,55,True
194,3.7,60.0,10,1,0.05,14,12,False
195,13.0,59.0,1,1,0.0,1,1,False
196,3.0,60.0,1,1,0.0,7,2,False
197,4.4,62.0,2,2,0.0,3,22,False
198,6.0,32.0,1,1,0.0,20,3,False
199,4.8461538461538485,63.0,11,2,0.0,195,132,False
200,6.0,50.0,2,2,0.0,4,21,False
201,8.0,46.0,2,1,0.0,0,15,False
202,4.5,4.0,2,1,0.0,44,3,False
203,7.0,6.0,1,1,0.0,20,0,False
204,4.66666666666667,69.0,2,2,0.0,3,4,False
205,6.0,6.0,1,1,0.0,6,1,False
206,4.0,62.0,2,1,0.0,0,2,False
207,3.0,70.0,1,1,0.0,4,3,False
208,4.5,65.0,2,1,0.0,0,2,False
209,8.0,67.0,1,1,0.0,87,82,False
210,4.0,68.0,1,1,1.0,3,2,False
211,0.0810810810810811,51.0,4,2,0.324324324324324,1379,0,True
212,4.769230769230768,7.0,11,2,1.0,68,33,False
213,10.0,70.0,1,1,1.0,1,1,False
214,3.0,46.0,1,1,1.0,160,9,False
215,1.0,48.0,1,1,0.0,11,7,False
216,3.0,50.0,1,1,0.0,1,1,False
217,9.0,8.0,1,1,0.0,1,1,False
218,12.0,34.0,1,1,0.0,5,3,False
219,6.2,11.0,5,1,0.0,7,36,False
220,13.0,75.0,1,1,1.0,1,1,False
221,7.0,12.0,1,1,0.0,1,1,False
222,0.5,79.0,2,1,0.0,157,2,True
223,4.0,55.0,1,1,2.0,12,0,False
224,5.0,56.0,1,1,2.0,1,1,False
225,0.8,82.0,4,1,0.1,337,15,True
226,8.0,71.0,1,1,1.0,1,1,False
227,1.25,87.0,2,1,0.0,9,7,False
228,0.5,60.0,3,1,0.6363636363636359,0,5,False
229,6.307692307692308,14.0,11,2,1.0,12,15,False
230,3.5,95.0,2,1,0.0,11,1,False
231,2.5,96.0,2,1,0.0,20,16,False
232,3.0,97.0,1,1,0.0,54,44,False
233,0.923076923076923,98.0,7,1,0.0769230769230769,58,19,False
234,4.0,53.0,1,1,2.0,427,317,False
235,1.0,100.0,3,1,0.666666666666667,5,5,False
236,2.0,101.0,2,2,1.0,7,2,False
237,5.0,54.0,1,1,1.0,24,24,False
238,1.14285714285714,105.0,2,1,3.71428571428571,17,14,False
239,1.28571428571429,106.0,4,1,2.71428571428571,20,9,False
240,4.0,107.0,2,1,3.0,1,15,False
241,0.733333333333333,108.0,11,1,2.2,101,21,False
242,1.77777777777778,109.0,8,1,2.6666666666666696,0,593,False
243,2.0,111.0,3,1,2.0,8,5,False
244,20.0,116.0,1,1,0.0,40,32,False
245,3.0,15.0,1,1,6.0,16,6,False
246,6.0,58.0,1,1,4.0,1,1,False
247,9.5,17.0,6,1,2.5,72,68,False
248,12.5,18.0,2,2,1.5,4,5,False
249,5.588235294117651,117.0,4,1,6.0,1805,939,False
250,7.0,64.0,2,2,2.0,7,1,False
251,7.0,7.0,1,1,7.0,42,0,False
252,6.5,71.0,2,1,0.0,0,7,False
253,12.5,93.0,2,1,7.0,11,3,False
254,4.75,55.0,4,1,6.375,240,149,False
255,12.0,118.0,1,1,0.0,1,1,False
256,3.6666666666666696,67.0,2,1,7.0,358,225,False
257,7.0,68.0,1,1,0.0,16,3,False
258,5.35714285714286,20.0,6,1,7.857142857142861,149,12,False
259,2.3333333333333304,56.0,2,1,0.0,342,0,True
260,2.88888888888889,57.0,6,1,0.8888888888888891,339,23,True
261,4.454545454545452,58.0,4,1,2.45454545454545,88,27,False
262,4.25,46.0,3,2,1.75,0,67,False
263,6.36842105263158,69.0,9,1,4.421052631578951,301,54,False
264,7.0,70.0,4,1,4.0,77,35,True
265,3.125,72.0,5,3,5.25,14,14,False
266,4.0,22.0,1,1,8.0,6,3,False
267,3.0,24.0,6,2,5.5,6,6,False
268,4.0,73.0,1,1,9.0,1,1,False
269,5.0,74.0,1,1,0.0,1,1,False
270,0.0,75.0,1,1,0.0,2,2,False
271,14.0,25.0,3,1,0.666666666666667,28,26,False
272,15.0,26.0,3,1,0.0,7,8,False
273,6.0,59.0,3,1,3.71428571428571,511,440,True
274,8.0,60.0,1,1,0.0,3,0,False
275,0.0,61.0,2,1,0.0,16,1,False
276,1.0,63.0,1,1,0.0,2,1,False
277,8.18181818181818,77.0,3,1,4.72727272727273,109,23,False
278,9.5,78.0,2,1,0.0,3,4,False
279,11.0,79.0,1,1,0.0,2,1,False
280,15.0,32.0,1,1,0.0,10,11,False
281,8.33333333333333,125.0,2,1,0.0,17,17,False
282,5.5,69.0,3,1,1.0,6,6,False
283,6.66666666666667,83.0,5,1,0.7777777777777779,98,19,False
284,0.0,77.0,2,1,0.0,0,211,False
285,6.66666666666667,65.0,2,1,0.333333333333333,6,3,False
286,19.0,98.0,1,1,1.0,3,3,False
287,5.33333333333333,101.0,3,2,6.66666666666667,73,82,False
288,11.0,104.0,1,1,12.0,10,3,False
289,12.5,105.0,1,1,5.5,5,5,False
290,5.0,106.0,1,1,12.0,5,19,False
291,10.0,107.0,1,1,12.0,5,2,False
292,4.0,109.0,1,1,12.0,3,2,False
293,12.0,110.0,1,1,5.0,25,42,False
294,7.5,90.0,1,1,3.0,11,6,False
295,3.75,92.0,2,1,10.0,18,15,False
296,11.6,131.0,3,1,4.4,33,78,False
297,2.8,79.0,4,1,9.0,11,13,False
298,14.0,94.0,1,1,2.0,2,2,False
299,9.0,132.0,2,1,1.5,18,9,False
300,6.571428571428571,66.0,10,1,7.628571428571429,376,359,True
301,7.33333333333333,69.0,2,1,0.0,8,3,False
302,4.5,70.0,2,1,0.0,17,3,False
303,14.666666666666698,134.0,2,1,0.0,12,6,False
304,10.0,33.0,1,1,8.0,21,6,False
305,5.0,34.0,1,1,0.0,0,2,False
306,9.75,135.0,4,1,0.0,57,47,True
307,9.0,35.0,3,1,14.0,36,10,False
308,14.5,136.0,2,1,2.5,3,7,False
309,12.0,72.0,1,1,0.0,1,1,False
310,6.0,36.0,1,1,0.0,0,3,False
311,5.0,84.0,1,1,14.0,2,2,False
312,11.142857142857098,138.0,3,1,0.857142857142857,9,12,False
313,17.0,42.0,1,1,1.0,5,12,False
314,14.0,139.0,2,1,0.333333333333333,24,1,False
315,4.0,97.0,2,1,10.0,47,5,False
316,5.0,85.0,1,1,0.0,1,1,False
317,2.6666666666666696,39.0,3,2,4.66666666666667,3,3,False
318,13.5,140.0,2,1,0.0,2,25,False
319,9.0,143.0,1,1,1.0,2,2,False
320,8.0,144.0,2,1,7.5,10,2,False
321,7.80952380952381,87.0,5,1,12.857142857142902,120,70,False
322,11.0,145.0,1,1,0.0,1,1,False
323,11.0,147.0,2,1,0.0,2,2,False
324,7.33333333333333,89.0,1,1,1.6666666666666698,12,3,False
325,9.68421052631579,149.0,6,1,1.52631578947368,2655,2470,True
326,9.0,80.0,1,1,3.0,6,2,False
327,1.7142857142857095,81.0,3,1,0.0,4079,0,False
328,11.0,82.0,1,1,0.0,1,7,False
329,12.0,83.0,1,1,0.0,1,7,False
330,19.0,90.0,1,1,0.0,0,1,False
331,10.0,150.0,2,1,0.0,4,8,False
332,11.0,151.0,1,1,0.0,15,5,False
333,8.70588235294118,90.0,12,1,1.41176470588235,113,167,False
334,12.0,92.0,1,1,1.0,1,1,False
335,6.0,95.0,1,1,1.0,2,1,False
336,10.0,103.0,1,1,1.0,1,1,False
337,14.5,49.0,2,1,1.0,22,18,False
338,8.0,50.0,2,1,4.5,2,2,False
339,2.3333333333333304,96.0,2,1,15.333333333333302,18,54,False
340,13.5,152.0,2,1,0.0,4,6,False
341,10.0,108.0,1,1,0.0,6,4,False
342,11.3076923076923,94.0,7,1,0.615384615384615,20,48,False
343,9.33333333333333,74.0,3,1,0.666666666666667,3,2,False
344,6.0,75.0,3,1,2.5,52,49,True
345,17.0,77.0,1,1,0.0,1,1,False
346,4.75,8.0,2,1,8.5,23,9,False
347,11.0,23.0,1,1,0.0,2,2,False
348,12.0,153.0,1,1,0.0,8,6,False
349,11.4615384615385,52.0,1,1,0.0,26,26,False
350,14.0,98.0,1,1,0.0,1,1,False
351,6.0,86.0,1,1,1.0,0,1,False
352,1.0,99.0,1,1,0.0,2,1,False
353,9.4,157.0,6,1,0.333333333333333,50,56,False
354,9.33333333333333,159.0,2,1,3.3333333333333304,838,34,True
355,22.0,111.0,1,1,0.0,4,0,True
356,3.0,53.0,1,1,16.0,18,26,False
357,1.0,100.0,4,1,2.28571428571429,25,11,False
358,4.33333333333333,160.0,4,1,13.333333333333302,90,0,False
359,5.0,100.0,1,1,0.0,8,8,False
360,7.55555555555556,54.0,7,1,7.55555555555556,59,171,False
361,10.0,105.0,2,1,2.0,18,1,False
362,7.0,81.0,1,1,3.0,12,7,False
363,21.0,82.0,1,1,0.0,6,6,False
364,1.0,83.0,1,1,0.0,1,1,False
365,3.78571428571429,10.0,7,2,8.5,538,471,True
366,7.857142857142861,11.0,4,1,5.0,62,48,False
367,13.0,12.0,1,1,0.0,17,2,True
368,7.0,122.0,1,1,6.0,5,22,False
369,16.0,123.0,1,1,4.0,1,1,False
370,10.1666666666667,165.0,2,1,2.5,577,121,True
371,10.0,108.0,3,1,3.0,59,57,False
372,1.0,114.0,1,1,1.0,15,29,False
373,10.5,109.0,2,1,3.0,198,13,False
374,9.0,105.0,1,1,2.0,2,2,False
375,18.0,108.0,1,1,5.0,1,1,False
376,1.33333333333333,56.0,2,2,6.33333333333333,17,17,False
377,3.0,57.0,1,1,20.0,55,1,False
378,4.0,84.0,1,1,3.0,1,1,False
379,16.5,168.0,2,1,0.75,54,20,False
380,5.0,113.0,2,1,16.25,31,3,False
381,7.8,62.0,6,1,8.93333333333333,72,66,False
382,5.6153846153846105,115.0,5,1,16.076923076923098,16,12,False
383,6.5,122.0,5,1,5.58333333333333,56,40,False
384,3.5,123.0,2,1,0.0,11,11,False
385,8.0,116.0,1,1,11.0,6,4,False
386,0.0,109.0,1,1,0.0,1,2,False
387,4.2,64.0,3,1,0.0,1,171,False
388,7.09090909090909,118.0,8,1,9.0,66,59,False
389,21.0,112.0,1,1,0.0,20,13,False
390,22.0,113.0,1,1,0.0,15,16,False
391,23.0,114.0,1,1,0.0,6,6,False
392,7.5,116.0,2,1,5.0,0,5,False
393,16.0,118.0,1,1,0.0,2,5,False
394,25.0,119.0,1,1,0.0,4,4,False
395,3.0,65.0,4,1,26.375,0,354,False
396,26.0,120.0,1,1,0.0,1,1,False
397,0.0,93.0,4,1,0.0,0,1,False
398,0.0,94.0,1,1,0.0,1,0,False
399,0.0,124.0,1,1,0.0,1,1,False
400,25.0,65.0,1,1,5.0,3,1,False
401,26.0,39.0,1,1,0.0,1,3,False
402,7.9,171.0,3,1,0.2,342,103,False
403,11.666666666666698,122.0,3,1,3.0,21,170,False
404,9.0,124.0,1,1,1.0,2,2,False
405,13.0,68.0,1,1,0.0,22,42,False
406,2.0,172.0,1,1,0.0,144,75,False
407,7.66666666666667,173.0,2,1,0.0,191,53,False
408,7.52941176470588,173.0,4,1,11.176470588235302,767,3538,True
409,7.28571428571429,126.0,7,1,1.0,55,42,False
410,1.0,100.0,1,1,22.0,0,8,False
411,2.5,128.0,2,2,3.0,5,3,False
412,14.0,70.0,1,1,0.0,6,6,False
413,5.0,177.0,1,1,0.0,91,21,False
414,5.0,127.0,1,1,21.0,16,10,False
415,3.0,126.0,2,1,26.0,28,0,False
416,0.666666666666667,104.0,3,1,8.0,7,2,False
417,15.6,128.0,4,1,10.8,15,36,False
418,4.0,76.0,2,1,0.0,0,28,False
419,13.6,132.0,5,1,8.6,39,9,False
420,5.4,178.0,3,1,6.0,249,135,False
421,1.5,108.0,6,1,11.666666666666698,23,55,False
422,1.5,109.0,2,1,11.5,26,24,False
423,7.0,179.0,2,1,3.14285714285714,672,408,True
424,20.5,122.0,2,1,0.0,2,2,False
425,21.5,134.0,2,1,0.0,1,29,False
426,1.0,111.0,3,1,16.6666666666667,4,15,False
427,2.6666666666666696,112.0,3,1,17.0,3,4,False
428,6.0,180.0,2,1,0.0,3,25,False
429,4.0,136.0,1,1,11.0,1,2,False
430,4.0,182.0,1,1,6.5,6,2,False
431,7.0,85.0,1,1,12.0,3,1,False
432,10.947368421052596,184.0,6,1,5.73684210526316,196,98,True
433,9.0,186.0,1,1,0.0,1,1,False
434,0.0,137.0,1,1,0.0,1,3,False
435,8.0,187.0,1,1,0.0,8,2,False
436,2.4,113.0,4,1,21.0,19,289,False
437,2.0,116.0,1,1,24.0,3,4,False
438,10.0,189.0,1,1,0.0,49,17,False
439,2.0,117.0,2,1,16.0,31,16,False
440,0.5,118.0,2,1,13.0,13,5,False
441,2.0,120.0,1,1,22.0,1,0,False
442,11.0,86.0,1,1,7.0,3,1,False
443,12.5,87.0,2,1,0.0,4,4,False
444,13.5,88.0,1,1,9.25,8,20,False
445,12.0,89.0,1,1,9.0,26,2,False
446,11.0,190.0,1,1,0.0,92,92,True
447,5.25,16.0,3,1,9.0,20,11,False
448,9.33333333333333,191.0,2,1,0.0,167,182,False
449,1.0,122.0,3,1,13.25,19,27,False
450,1.5,123.0,2,1,24.0,1,121,False
451,2.5,139.0,2,2,14.5,18,0,False
452,11.333333333333302,141.0,3,2,2.3333333333333304,19,7,False
453,3.0,124.0,1,1,0.0,0,58,False
454,3.5833333333333304,192.0,2,1,8.75,1263,1,False
455,1.5,92.0,2,1,16.5,11,15,False
456,1.0,17.0,1,1,0.0,1,1,False
457,14.0,194.0,1,1,0.0,1,1,False
458,13.0,128.0,2,1,2.5,0,81,False
459,12.333333333333302,130.0,3,2,0.0,11,22,False
460,29.0,131.0,1,1,0.0,2,2,False
461,8.0,132.0,1,1,0.0,4,2,False
462,0.0,130.0,4,1,0.0,238,0,False
463,1.0,200.0,2,1,27.0,52,1,False
464,9.0,143.0,1,1,0.0,5,1,False
465,0.0,132.0,1,1,0.0,6,3,False
466,8.4,134.0,4,1,2.6,41,6869,False
467,0.0,135.0,1,1,0.0,1,1,False
468,37.0,93.0,1,1,2.0,50,15,False
469,0.0,96.0,1,1,0.0,1,0,False
470,0.0,97.0,1,1,0.0,11,2,False
471,6.0,129.0,1,1,33.0,3,2,False
472,0.0,206.0,1,1,0.0,37,0,False
473,0.0,207.0,1,1,0.0,53,47,False
474,1.0,210.0,1,1,0.0,7,3,False
475,1.33333333333333,136.0,1,1,11.333333333333302,87,14,False
476,0.0,211.0,1,1,0.0,1,1,False
477,0.0,133.0,1,1,0.0,1,5,False
478,0.444444444444444,212.0,6,1,0.166666666666667,1211,145,True
479,3.0,213.0,1,1,0.0,43,16,False
480,1.23529411764706,216.0,3,1,1.8235294117647096,1161,380,False
481,1.0,216.0,3,1,1.55,1586,411,True
482,0.0694444444444444,0.0,25,1,0.8611111111111109,236,336,False
483,3.75,77.0,3,1,8.0,15,9,False
484,1.0,140.0,1,1,0.0,2,2,False
485,1.05660377358491,2.0,14,1,0.0,104,104,False
486,5.0,218.0,1,1,0.0,50,31,False
487,0.7857142857142858,4.0,7,1,0.0,72,39,False
488,1.25,148.0,7,1,20.875,26,5,False
489,1.0,219.0,1,1,1.0,1,1,False
490,1.0,149.0,3,1,32.0,10,7,False
491,1.38095238095238,143.0,7,1,0.0,39,58,False
492,1.0,144.0,1,1,32.0,0,1,False
493,1.75,225.0,3,1,2.25,14,1,False
494,1.0,226.0,2,1,0.0,6,1,False
495,2.4,227.0,3,1,0.0,3,20,False
496,6.0,144.0,1,1,12.0,12,6,False
497,4.0,231.0,3,1,0.857142857142857,602,33,False
498,2.29411764705882,231.0,6,1,0.7058823529411771,481,951,True
499,1.5,98.0,1,1,0.0,147,6,False
500,1.25,23.0,6,1,0.4375,96,73,False
501,5.0,234.0,2,1,4.0,20,11,False
502,4.8,234.0,2,1,1.8,198,36,False
503,3.0,146.0,1,1,1.0,2,2,False
504,1.0,24.0,3,1,0.0,60,11,False
505,1.81818181818182,26.0,5,1,0.0,9,16,False
506,1.0,236.0,1,1,33.0,79,0,False
507,0.0,152.0,1,1,0.0,3,4,False
508,7.0,151.0,1,1,0.0,1,2,False
509,4.57142857142857,240.0,2,1,0.285714285714286,179,157,True
510,0.0,129.0,1,1,0.0,3,0,False
511,1.0,130.0,1,1,33.0,1,1,False
512,2.0,131.0,1,1,0.0,1,1,False
513,3.0,241.0,1,1,0.0,2,4,False
514,7.0,241.0,1,1,0.0,7,7,False
515,2.0,155.0,2,1,1.0,2,0,False
516,3.0,243.0,1,1,1.0,2,1,False
517,0.8,158.0,1,1,0.8,14,5,False
518,0.8,27.0,2,1,0.0,74,6,False
519,1.0,97.0,1,1,6.0,4,2,False
520,2.2,31.0,3,1,0.0,76,14,False
521,2.0,152.0,1,1,0.0,4,2,False
522,1.75,158.0,3,1,26.75,9,1016,False
523,2.0,159.0,3,1,11.333333333333302,1,114,False
524,0.0,161.0,1,1,0.0,21,17,False
525,4.0,32.0,3,1,0.0,87,4,False
526,3.25,104.0,2,1,0.25,87,27,False
527,15.0,105.0,1,1,18.0,1,1,False
528,16.0,106.0,1,1,0.0,1,1,False
529,20.25,248.0,2,1,14.0,248,155,False
530,39.0,249.0,1,1,0.0,3,3,False
531,40.0,250.0,1,1,0.0,5,0,False
532,11.0,164.0,1,1,19.0,2,2,False
533,41.0,251.0,1,1,0.0,163,24,False
534,28.0,252.0,1,1,0.0,2,2,False
535,24.0,252.0,3,1,5.66666666666667,29,20,False
536,0.666666666666667,254.0,3,1,0.666666666666667,648,9,False
537,1.0,162.0,5,1,37.0,8,241,False
538,0.0,163.0,4,1,0.0,377,0,True
