,nuc,aexp,nd,ns,age,asexp,la,ld,target
116,5.17,483.0,4.0,2.0,55.67,0.14,292.0,100.0,True
117,112.67,506.0,3.0,2.0,18.67,0.82,34.0,5.0,True
118,30.33,622.0,6.0,1.0,34.25,527.0,208.0,53.0,True
119,7.0,623.0,2.0,2.0,187.5,0.94,30.0,5.0,True
120,9.5,537.0,2.0,2.0,0.0,0.64,3.0,3.0,True
121,20.8,0.0,2.0,2.0,63.0,0.0,472.0,56.0,True
122,100.17,601.0,5.0,2.0,4.0,0.64,16.0,16.0,True
123,90.57,619.0,5.0,3.0,460.29,0.46,127.0,110.0,True
124,24.86,642.0,5.0,1.0,54.57,382.0,69.0,18.0,True
125,41.67,80.0,2.0,2.0,59.67,0.75,254.0,131.0,True
126,26.0,776.0,2.0,2.0,47.0,0.94,150.0,1.0,True
127,24.72,6.0,5.0,2.0,127.11,0.59,86.0,59.0,True
128,5.2,113.0,2.0,2.0,508.0,0.25,33.0,8.0,True
129,125.2,164.0,4.0,3.0,173.2,0.0,259.0,246.0,True
130,44.0,175.0,2.0,2.0,110.0,0.75,151.0,95.0,True
131,31.4,700.0,5.0,2.0,75.2,0.0,59.0,10.0,True
132,13.2,220.0,4.0,1.0,0.6,160.0,239.0,14.0,True
133,18.8,890.0,3.0,2.0,94.2,0.94,546.0,54.0,True
134,29.11,945.0,4.0,2.0,203.89,0.94,1355.0,17.0,True
135,14.33,768.0,1.0,2.0,231.0,0.14,51.0,4.0,True
136,85.67,773.0,3.0,2.0,172.67,0.07,104.0,79.0,True
137,40.14,1006.0,4.0,2.0,244.43,0.94,50.0,21.0,True
138,126.0,65.0,6.0,4.0,23.83,0.25,32.0,21.0,True
139,78.4,807.0,5.0,2.0,5.8,0.07,9.0,18.0,True
140,54.62,99.0,5.0,2.0,0.0,0.5,309.0,0.0,True
141,159.43,1266.0,7.0,4.0,10.86,0.5,26.0,10.0,True
142,4.0,842.0,4.0,3.0,172.86,0.01,240.0,20.0,True
143,0.0,1056.0,2.0,2.0,0.0,0.0,6.0,6.0,True
144,4.19,516.0,12.0,2.0,1.41,0.0,64.0,62.0,True
145,0.5,527.0,2.0,2.0,0.0,0.75,122.0,3.0,True
146,1.82,528.0,6.0,4.0,79.73,0.27,523.0,112.0,True
147,4.33,1059.0,2.0,3.0,223.0,0.49,35.0,2.0,True
148,0.5,1064.0,2.0,2.0,19.5,0.0,11.0,5.0,True
149,3.0,544.0,2.0,2.0,160.5,0.75,40.0,32.0,True
150,2.0,1077.0,1.0,2.0,64.0,0.94,9.0,6.0,True
151,9.67,1078.0,1.0,2.0,2.5,0.94,33.0,31.0,True
152,0.0,1080.0,2.0,2.0,0.0,0.94,167.0,2.0,True
153,2.0,1082.0,1.0,2.0,33.0,0.94,20.0,2.0,True
154,0.67,875.0,2.0,2.0,2.67,0.0,29.0,7.0,True
155,0.0,15.0,5.0,2.0,0.0,0.02,379.0,6.0,True
156,3.8,661.0,3.0,2.0,36.6,0.0,94.0,3.0,True
157,0.33,1129.0,2.0,2.0,18.0,0.0,12.0,0.0,True
158,0.0,1137.0,1.0,2.0,0.0,0.0,27.0,0.0,True
159,3.62,909.0,4.0,3.0,455.0,0.35,0.0,522.0,False
160,0.0,911.0,1.0,2.0,0.0,0.0,43.0,1.0,True
161,0.0,915.0,2.0,2.0,0.0,0.0,91.0,1.0,True
162,1.33,916.0,6.0,5.0,12.44,0.0,219.0,18.0,True
163,1.67,917.0,2.0,2.0,8.67,0.0,12.0,4.0,True
164,6.0,1326.0,4.0,2.0,66.83,0.0,89.0,109.0,True
165,5.33,1338.0,3.0,2.0,8.0,0.0,24.0,19.0,True
166,1.0,735.0,1.0,2.0,83.5,0.0,416.0,361.0,True
167,2.0,759.0,3.0,2.0,61.33,0.0,29.0,27.0,True
168,0.0,782.0,1.0,2.0,0.0,0.0,103.0,0.0,True
169,3.0,784.0,3.0,2.0,21.75,0.0,33.0,11.0,True
170,12.67,1398.0,3.0,2.0,43.33,0.0,17.0,4.0,True
171,6.0,800.0,2.0,2.0,17.0,0.0,211.0,45.0,True
172,1.5,806.0,2.0,2.0,15.75,0.0,143.0,13.0,True
173,1.0,825.0,2.0,2.0,43.5,0.0,113.0,0.0,True
174,49.65,1184.0,12.0,7.0,26.88,0.02,746.0,3.0,True
175,12.0,1405.0,2.0,2.0,113.67,0.0,38.0,23.0,True
176,0.8,1187.0,6.0,2.0,2.27,0.0,580.0,50.0,True
177,2.93,1190.0,7.0,3.0,2.0,0.0,452.0,64.0,True
178,2.43,1192.0,4.0,2.0,5.86,0.0,332.0,19.0,True
179,1.5,0.0,2.0,2.0,22.5,0.0,23.0,0.0,True
180,3.33,12.0,3.0,3.0,59.33,0.53,129.0,10.0,True
181,2.23,13.0,5.0,4.0,25.31,0.35,383.0,174.0,True
182,1.75,8.0,3.0,3.0,98.38,0.11,130.0,114.0,True
183,52.5,12.0,6.0,4.0,1.67,0.06,1219.0,0.0,True
184,4.71,26.0,5.0,1.0,20.57,8.0,160.0,164.0,True
185,38.67,35.0,3.0,3.0,3.33,0.49,10.0,51.0,True
186,4.5,53.0,3.0,1.0,10.0,13.0,186.0,27.0,True
187,0.0,189.0,1.0,2.0,0.0,0.0,75.0,5.0,True
188,4.8,215.0,7.0,4.0,32.1,0.0,15.0,15.0,True
189,1.0,63.0,2.0,3.0,79.33,0.53,117.0,3.0,True
190,19.0,64.0,2.0,2.0,4.5,0.89,2.0,5.0,True
191,2.11,6.0,3.0,3.0,84.0,0.49,66.0,1.0,True
192,4.31,19.0,4.0,4.0,31.38,0.27,208.0,47.0,True
193,41.6,24.0,4.0,4.0,90.6,0.0,8.0,16.0,True
194,1.33,57.0,2.0,3.0,124.0,0.04,87.0,15.0,True
195,3.17,64.0,3.0,1.0,2.83,5.0,134.0,112.0,True
196,1.33,74.0,2.0,2.0,133.5,0.01,33.0,5.0,True
197,14.0,30.0,2.0,2.0,0.0,0.4,19.0,11.0,True
198,7.2,6.0,3.0,2.0,565.0,0.31,10.0,6.0,True
199,4.5,83.0,2.0,3.0,653.25,0.04,84.0,8.0,True
200,5.6,77.0,3.0,2.0,53.2,0.1,123.0,25.0,True
201,2.8,81.0,4.0,2.0,14.0,0.35,114.0,0.0,True
202,6.67,87.0,3.0,3.0,139.33,0.53,46.0,6.0,True
203,1.57,111.0,1.0,2.0,55.14,1.08,145.0,79.0,True
204,10.17,164.26,3.98,1.0,12.38,124.74,358.75,45.55,True
205,7.65,173.2,3.16,1.0,15.16,115.8,160.01,12.63,True
206,12.78,155.01,4.82,1.0,9.51,133.99,564.25,79.59,True
207,10.45,163.28,4.07,1.0,12.07,125.72,380.58,49.16,True
208,12.92,154.52,4.86,1.0,9.35,134.48,575.28,81.41,True
209,8.23,171.17,3.35,1.0,14.52,117.83,205.24,20.12,True
210,11.37,160.03,4.36,1.0,11.07,128.97,452.67,61.1,True
211,8.71,169.45,3.5,1.0,13.99,119.55,243.44,26.45,True
212,11.86,158.29,4.52,1.0,10.52,130.71,491.47,67.53,True
213,8.53,170.09,3.45,1.0,14.19,118.91,229.02,24.06,True
214,8.0,171.97,3.28,1.0,14.77,117.03,187.42,17.17,True
215,12.5,156.02,4.73,1.0,9.82,132.98,541.78,75.86,True
216,9.18,167.78,3.66,1.0,13.47,121.22,280.4,32.57,True
217,9.01,168.39,3.6,1.0,13.66,120.61,266.92,30.34,True
218,11.57,159.3,4.43,1.0,10.84,129.7,468.88,63.79,True
219,7.71,172.98,3.18,1.0,15.09,116.02,164.99,13.45,True
220,9.66,166.1,3.81,1.0,12.95,122.9,317.91,38.78,True
221,10.89,161.71,4.21,1.0,11.59,127.29,415.37,54.93,True
222,11.82,158.41,4.51,1.0,10.56,130.59,488.66,67.07,True
223,11.26,160.43,4.32,1.0,11.19,128.57,443.9,59.65,True
224,8.71,169.46,3.5,1.0,13.99,119.54,243.15,26.4,True
225,11.82,158.44,4.51,1.0,10.57,130.56,488.18,66.99,True
226,9.7,165.92,3.83,1.0,12.9,123.08,321.73,39.41,True
227,10.41,163.43,4.05,1.0,12.12,125.57,377.15,48.6,True
228,9.62,166.22,3.8,1.0,12.99,122.78,315.1,38.32,True
229,12.57,155.77,4.75,1.0,9.74,133.23,547.41,76.8,True
230,11.72,158.78,4.47,1.0,10.68,130.22,480.56,65.72,True
231,10.49,163.16,4.08,1.0,12.04,125.84,383.22,49.6,True
232,8.79,169.16,3.53,1.0,13.9,119.84,249.83,27.51,True
233,7.78,172.74,3.21,1.0,15.01,116.26,170.18,14.31,True
234,10.46,163.26,4.07,1.0,12.07,125.74,380.94,49.22,True
235,8.99,168.46,3.59,1.0,13.68,120.54,265.38,30.08,True
236,12.11,157.4,4.6,1.0,10.25,131.6,511.23,70.8,True
237,8.52,170.11,3.44,1.0,14.2,118.89,228.66,24.0,True
238,9.87,165.33,3.88,1.0,12.71,123.67,334.84,41.59,True
239,12.85,154.77,4.84,1.0,9.43,134.23,569.66,80.48,True
240,7.47,173.85,3.1,1.0,15.36,115.15,145.55,10.23,True
241,10.73,162.3,4.15,1.0,11.77,126.7,402.2,52.75,True
242,12.54,155.9,4.74,1.0,9.78,133.1,544.64,76.34,True
243,8.64,169.7,3.48,1.0,14.07,119.3,237.83,25.52,True
244,7.44,173.96,3.09,1.0,15.39,115.04,143.02,9.81,True
245,8.19,171.28,3.34,1.0,14.56,117.72,202.59,19.68,True
246,7.32,174.36,3.06,1.0,15.51,114.64,134.33,8.37,True
247,9.29,167.4,3.69,1.0,13.35,121.6,288.98,33.99,True
248,8.94,168.65,3.58,1.0,13.74,120.35,261.13,29.38,True
249,11.01,161.29,4.25,1.0,11.46,127.71,424.8,56.49,True
250,9.98,164.93,3.92,1.0,12.59,124.07,343.75,43.06,True
251,11.81,158.47,4.5,1.0,10.58,130.53,487.35,66.85,True
252,11.85,158.33,4.52,1.0,10.54,130.67,490.63,67.39,True
253,12.81,154.91,4.83,1.0,9.48,134.09,566.57,79.97,True
254,10.14,164.39,3.96,1.0,12.42,124.61,355.86,45.07,True
255,10.94,161.55,4.22,1.0,11.54,127.45,418.88,55.51,True
256,9.8,165.57,3.86,1.0,12.79,123.43,329.62,40.72,True
257,7.5,173.74,3.11,1.0,15.32,115.26,147.93,10.63,True
258,11.04,161.19,4.26,1.0,11.43,127.81,427.0,56.85,True
259,11.67,158.97,4.46,1.0,10.74,130.03,476.38,65.03,True
260,7.33,174.33,3.06,1.0,15.51,114.67,134.94,8.47,True
261,7.86,172.46,3.23,1.0,14.93,116.54,176.39,15.34,True
262,12.96,154.38,4.87,1.0,9.31,134.62,578.27,81.91,True
263,7.78,172.73,3.21,1.0,15.01,116.27,170.39,14.35,True
264,11.23,160.51,4.32,1.0,11.21,128.49,442.14,59.36,True
265,7.8,172.68,3.21,1.0,14.99,116.32,171.5,14.53,True
266,12.69,155.35,4.79,1.0,9.61,133.65,556.69,78.33,True
267,10.52,163.05,4.09,1.0,12.0,125.95,385.56,49.99,True
268,8.27,171.01,3.36,1.0,14.47,117.99,208.77,20.7,True
269,10.75,162.21,4.16,1.0,11.74,126.79,404.36,53.1,True
270,9.07,168.16,3.62,1.0,13.59,120.84,272.06,31.19,True
271,10.79,162.09,4.17,1.0,11.7,126.91,407.01,53.54,True
272,8.3,170.88,3.37,1.0,14.44,118.12,211.49,21.15,True
273,10.75,162.23,4.16,1.0,11.75,126.77,403.88,53.02,True
274,9.98,164.95,3.91,1.0,12.59,124.05,343.44,43.01,True
275,11.46,159.69,4.39,1.0,10.96,129.31,460.28,62.36,True
276,8.58,169.92,3.46,1.0,14.14,119.08,232.97,24.71,True
277,11.68,158.93,4.46,1.0,10.72,130.07,477.25,65.18,True
278,12.04,157.64,4.58,1.0,10.32,131.36,505.88,69.92,True
279,13.14,153.74,4.93,1.0,9.11,135.26,592.48,84.26,True
280,7.57,173.47,3.14,1.0,15.24,115.53,153.98,11.63,True
281,11.68,158.92,4.46,1.0,10.72,130.08,477.39,65.2,True
282,12.6,155.68,4.76,1.0,9.71,133.32,549.52,77.15,True
283,7.37,174.19,3.07,1.0,15.46,114.81,138.06,8.99,True
284,7.38,174.15,3.08,1.0,15.45,114.85,138.78,9.11,True
285,11.51,159.52,4.41,1.0,10.91,129.48,464.06,62.99,True
286,12.03,157.7,4.57,1.0,10.34,131.3,504.51,69.69,True
287,11.73,158.73,4.48,1.0,10.66,130.27,481.55,65.89,True
288,7.91,172.29,3.25,1.0,14.87,116.71,180.26,15.98,True
289,10.91,161.66,4.21,1.0,11.57,127.34,416.51,55.11,True
290,10.43,163.36,4.06,1.0,12.1,125.64,378.78,48.87,True
291,9.97,164.99,3.91,1.0,12.6,124.01,342.56,42.87,True
292,12.54,155.88,4.74,1.0,9.78,133.12,545.0,76.4,True
293,7.69,173.06,3.18,1.0,15.11,115.94,163.16,13.15,True
294,9.87,165.33,3.88,1.0,12.71,123.67,334.96,41.61,True
295,11.19,160.67,4.3,1.0,11.26,128.33,438.57,58.77,True
296,7.46,173.87,3.1,1.0,15.36,115.13,145.09,10.16,True
297,11.96,157.95,4.55,1.0,10.42,131.05,498.99,68.78,True
298,7.44,173.94,3.1,1.0,15.39,115.06,143.54,9.9,True
299,9.39,167.05,3.72,1.0,13.25,121.95,296.73,35.27,True
300,10.64,162.6,4.13,1.0,11.86,126.4,395.71,51.67,True
301,12.98,154.33,4.88,1.0,9.29,134.67,579.54,82.12,True
302,9.87,165.34,3.88,1.0,12.72,123.66,334.61,41.55,True
303,12.86,154.75,4.84,1.0,9.43,134.25,570.14,80.56,True
304,11.44,159.78,4.38,1.0,10.99,129.22,458.28,62.03,True
305,12.68,155.39,4.78,1.0,9.63,133.61,555.79,78.19,True
306,10.39,163.5,4.05,1.0,12.14,125.5,375.69,48.35,True
307,12.23,156.97,4.64,1.0,10.11,132.03,520.83,72.39,True
308,9.16,167.85,3.65,1.0,13.49,121.15,278.98,32.33,True
309,10.44,163.31,4.06,1.0,12.09,125.69,379.74,49.03,True
310,11.56,159.34,4.42,1.0,10.85,129.66,468.01,63.65,True
311,8.94,168.63,3.58,1.0,13.74,120.37,261.48,29.43,True
312,7.59,173.41,3.14,1.0,15.22,115.59,155.24,11.84,True
313,8.04,171.84,3.29,1.0,14.73,117.16,190.26,17.64,True
314,12.59,155.72,4.75,1.0,9.73,133.28,548.58,76.99,True
315,12.24,156.96,4.64,1.0,10.11,132.04,520.97,72.42,True
316,11.07,161.09,4.26,1.0,11.4,127.91,429.07,57.2,True
317,13.04,154.13,4.9,1.0,9.23,134.87,583.98,82.86,True
318,8.75,169.29,3.52,1.0,13.94,119.71,246.9,27.02,True
319,12.22,157.02,4.63,1.0,10.13,131.98,519.63,72.2,True
320,9.8,165.58,3.86,1.0,12.79,123.42,329.39,40.68,True
321,7.6,173.36,3.15,1.0,15.21,115.64,156.37,12.02,True
322,10.61,162.71,4.12,1.0,11.9,126.29,393.17,51.25,True
323,11.56,159.36,4.42,1.0,10.86,129.64,467.54,63.57,True
324,7.74,172.88,3.19,1.0,15.05,116.12,167.21,13.82,True
325,13.08,153.97,4.91,1.0,9.18,135.03,587.53,83.44,True
326,7.77,172.78,3.2,1.0,15.03,116.22,169.3,14.17,True
327,8.61,169.79,3.47,1.0,14.1,119.21,235.84,25.19,True
328,8.53,170.07,3.45,1.0,14.18,118.93,229.51,24.14,True
329,13.07,154.01,4.91,1.0,9.2,134.99,586.6,83.29,True
330,9.02,168.35,3.6,1.0,13.65,120.65,267.91,30.5,True
331,13.29,153.22,4.98,1.0,8.95,135.78,604.11,86.19,True
332,12.05,157.62,4.58,1.0,10.32,131.38,506.26,69.98,True
333,12.5,156.02,4.73,1.0,9.82,132.98,541.82,75.87,True
334,8.27,171.01,3.36,1.0,14.48,117.99,208.65,20.69,True
335,10.7,162.38,4.15,1.0,11.8,126.62,400.45,52.46,True
336,9.31,167.32,3.7,1.0,13.33,121.68,290.68,34.27,True
337,12.1,157.45,4.6,1.0,10.26,131.55,510.1,70.62,True
338,8.04,171.84,3.29,1.0,14.73,117.16,190.31,17.65,True
339,11.4,159.91,4.37,1.0,11.03,129.09,455.44,61.56,True
340,7.15,174.96,3.0,1.0,15.7,114.04,120.94,6.16,True
341,9.87,165.33,3.88,1.0,12.71,123.67,334.94,41.6,True
342,11.41,159.87,4.38,1.0,11.02,129.13,456.3,61.71,True
343,10.91,161.64,4.21,1.0,11.57,127.36,416.86,55.17,True
344,13.28,153.28,4.97,1.0,8.97,135.72,602.88,85.99,True
345,10.37,163.57,4.04,1.0,12.16,125.43,374.11,48.09,True
346,11.81,158.45,4.5,1.0,10.57,130.55,487.89,66.94,True
347,8.22,171.17,3.35,1.0,14.52,117.83,205.19,20.11,True
348,8.65,169.67,3.48,1.0,14.06,119.33,238.52,25.63,True
349,12.38,156.43,4.69,1.0,9.95,132.57,532.74,74.37,True
350,10.89,161.73,4.21,1.0,11.59,127.27,415.02,54.87,True
351,11.36,160.07,4.36,1.0,11.08,128.93,451.75,60.95,True
352,10.48,163.19,4.07,1.0,12.05,125.81,382.47,49.48,True
353,11.8,158.49,4.5,1.0,10.59,130.51,486.99,66.79,True
354,13.28,153.27,4.98,1.0,8.97,135.73,602.98,86.0,True
355,9.19,167.74,3.66,1.0,13.46,121.26,281.47,32.75,True
356,12.23,157.0,4.64,1.0,10.12,132.0,520.19,72.29,True
357,10.69,162.45,4.14,1.0,11.82,126.55,399.04,52.22,True
358,8.3,170.91,3.37,1.0,14.45,118.09,210.85,21.05,True
359,11.53,159.46,4.41,1.0,10.89,129.54,465.4,63.21,True
360,11.32,160.21,4.34,1.0,11.12,128.79,448.77,60.46,True
361,8.48,170.27,3.43,1.0,14.25,118.73,225.06,23.4,True
362,10.16,164.32,3.97,1.0,12.4,124.68,357.44,45.33,True
363,7.73,172.91,3.19,1.0,15.06,116.09,166.49,13.7,True
364,9.9,165.23,3.89,1.0,12.68,123.77,337.15,41.97,True
365,10.96,161.47,4.23,1.0,11.51,127.53,420.81,55.83,True
366,11.65,159.05,4.45,1.0,10.76,129.95,474.52,64.72,True
367,11.3,160.26,4.34,1.0,11.14,128.74,447.56,60.26,True
368,10.22,164.1,3.99,1.0,12.33,124.9,362.23,46.12,True
369,10.61,162.73,4.12,1.0,11.9,126.27,392.82,51.19,True
370,12.31,156.68,4.67,1.0,10.03,132.32,527.2,73.45,True
371,11.99,157.83,4.56,1.0,10.38,131.17,501.56,69.2,True
372,7.16,174.95,3.0,1.0,15.7,114.05,121.1,6.18,True
373,8.14,171.46,3.32,1.0,14.62,117.54,198.62,19.02,True
374,11.94,158.01,4.54,1.0,10.44,130.99,497.57,68.54,True
375,10.2,164.17,3.98,1.0,12.35,124.83,360.66,45.86,True
376,8.35,170.73,3.39,1.0,14.39,118.27,215.01,21.74,True
377,10.52,163.03,4.09,1.0,12.0,125.97,386.04,50.07,True
378,8.12,171.53,3.32,1.0,14.64,117.47,197.22,18.79,True
379,10.41,163.43,4.05,1.0,12.12,125.57,377.27,48.61,True
380,11.26,160.42,4.33,1.0,11.19,128.58,444.1,59.68,True
381,11.98,157.85,4.56,1.0,10.39,131.15,501.16,69.14,True
382,10.24,164.01,4.0,1.0,12.3,124.99,364.26,46.46,True
383,7.4,174.08,3.08,1.0,15.43,114.92,140.39,9.38,True
384,8.22,171.17,3.35,1.0,14.53,117.83,205.07,20.09,True
385,12.24,156.95,4.64,1.0,10.11,132.05,521.14,72.45,True
