commit_id,ent,aexp,ndev,ns,age,asexp,la,ld,target
158,4.6379468990604,12,0.725,4,0.625,0.317451477050781,69,72,True
159,5.654649814850888,144,1.0,4,14.6964285714286,0.33327198028566,405,480,True
160,1.8389219535088,65,3.2,1,8.2,53.0,17,22,False
161,4.25030148888071,32,1.6857142857142902,10,77.3428571428571,0.100110111554313,193,114,True
162,3.7447821290884704,326,0.222222222222222,2,4.83333333333333,2.35213664534661e-38,130,95,True
163,5.64870783249426,146,0.0588235294117647,7,17.1764705882353,0.166598663658493,1116,1,False
164,2.47439233589279,30,1.16666666666667,1,27.0,16.0,76,2,False
165,2.87217494817074,598,8.63636363636364,3,21.8181818181818,0.4629604308198549,189,135,True
166,1.54132232834923,37,4.75,2,33.0,0.501742843080137,358,334,True
167,2.62129768359924,24,6.375,4,4.125,0.3324140478628689,179,2,True
168,2.33547581379869,32,8.5,2,3.6666666666666696,0.0168806477449834,159,4,False
169,2.46452774765775,2,8.33333333333333,2,15.333333333333302,0.0,223,17,False
170,1.8843135277998,1,11.0,2,6.75,0.0,8,5,True
171,1.69893279900066,1,2.6,2,52.6,1.0,147,16,True
172,1.36153506647218,130,1.42857142857143,2,45.28571428571429,0.999358505009923,1222,32,True
173,1.0,0,12.0,1,17.5,0.0,15,3,False
174,3.85011084873784,48,0.947368421052632,1,55.7894736842105,22.0,330,70,True
175,2.2203952158108704,9,8.85714285714286,2,13.7142857142857,0.9140625,656,16,True
176,1.5119903608142,164,14.666666666666698,1,0.333333333333333,90.0,42,0,False
177,2.7695237383906504,132,5.428571428571429,1,9.85714285714286,107.0,222,11,True
178,0.950478326272379,50,3.5,1,72.5,13.0,100,19,False
179,3.226243072626,17,0.333333333333333,1,0.583333333333333,14.0,108,118,False
180,4.4133357684061,89,0.5526315789473679,2,8.52631578947368,0.248840093910974,1861,19,True
181,1.8332739969654297,4,0.857142857142857,1,1.0,4.0,162,4,True
182,1.07774401980103,39,3.6666666666666696,1,71.6666666666667,2.0,293,35,True
183,1.52296212986328,55,0.6,1,2.0,28.0,91,10,False
184,1.55424978975462,13,10.25,1,8.0,6.0,216,128,True
185,3.16018478642524,662,0.75,1,71.75,251.0,292,364,False
186,2.5203277795183303,667,3.28571428571429,1,27.357142857142897,255.0,144,23,True
187,2.5354087654982003,670,3.875,2,11.625,0.8746184090687449,193,73,True
188,1.4835669259835202,68,2.5,3,2.5,0.3349343250893939,418,306,False
189,0.807873853781851,11,2.0,2,1.0,0.31396484375,399,69,True
190,2.46088454362029,43,10.0,2,16.0,0.152630664291451,115,1,False
191,2.40033517114307,61,0.5,1,89.6666666666667,14.0,425,2,False
192,1.9038782853850504,4,1.25,2,39.5,0.0625,103,5,True
193,1.16562334286923,170,8.71428571428571,1,14.7142857142857,63.0,284,131,False
194,1.55527277445863,694,6.4,1,8.8,273.0,22,29,True
195,2.3366976516692,3,0.666666666666667,1,1.0,0.0,265,15,True
196,2.18835224052575,172,4.8125,3,15.625,0.0005105847897374,186,223,True
197,3.48504178297162,51,4.29411764705882,4,69.7058823529412,0.332444565437358,195,87,True
198,3.59544694698342,188,4.19047619047619,3,29.7619047619048,0.83738057550964,588,134,True
199,2.9898692076999303,71,4.11111111111111,3,63.5555555555556,0.346364017141625,21,18,False
200,3.5558475672786702,72,3.82608695652174,7,55.8695652173913,0.289047655121511,175,181,True
201,2.4283277452987297,13,3.2,2,31.3,0.495849609375,87,36,True
202,2.16056082019628,83,7.75,2,48.125,0.9614294470003628,310,106,False
203,2.87985573913881,1,6.8,1,22.8,0.0,892,5,True
204,3.17430411676059,86,2.3,2,9.9,0.0001220982740335,573,56,True
205,3.0272579923904703,144,3.6666666666666696,4,12.25,0.333333079082028,78,32,True
206,3.7734141242224895,19,1.75,1,5.29166666666667,0.0,620,146,True
207,4.1405693544737705,145,2.21621621621622,4,6.4864864864864895,0.333333079082047,1257,392,True
208,2.62303201282813,20,0.857142857142857,2,2.57142857142857,1.31386566162109,462,206,True
209,2.50511751402581,146,2.6666666666666696,4,1.6,0.333333079082028,272,23,True
210,1.7046510576920102,148,4.83333333333333,2,2.3333333333333304,0.999358505009923,79,26,True
211,2.37329496060432,149,0.125,2,3.1875,0.999358505009923,668,45,True
212,1.87603018084229,150,6.375,2,2.25,0.999358505009923,319,22,True
213,4.12759041468009,151,0.933333333333333,2,2.1,0.999358505009923,640,284,True
214,0.0,152,3.0,1,1.0,8.0,3,1,False
215,3.04239316523828,0,2.1111111111111103,1,104.888888888889,0.0,83,8,False
216,2.8159108008819103,710,0.4375,2,9.1875,0.374618408136797,191,40,True
217,3.23470499205117,260,1.26666666666667,1,104.466666666667,74.0,766,376,True
218,4.603172433030389,96,0.696969696969697,2,8.03030303030303,0.5084497497014829,2425,16,True
219,2.37769551233701,0,3.0,2,95.1666666666667,0.0,240,38,True
220,1.5655834557578,261,2.25,1,0.0,75.0,69,34,False
221,3.38519354465347,153,3.11764705882353,3,8.0,0.499993657946529,104,64,True
222,1.18462067822428,98,6.33333333333333,1,83.0,56.0,53,53,False
223,2.38215944699335,44,2.6,3,25.1,1.69428632099747e-05,651,143,True
224,2.39318818467202,194,8.71428571428571,2,5.28571428571429,1.52822944893866,269,172,True
225,0.551957291340845,183,27.3333333333333,3,60.0,1.91077581494998e-27,263,145,True
226,3.34157220965165,104,0.65,2,16.65,0.5084497497014829,382,437,True
227,1.29922947137353,184,2.5,1,12.0,9.0,8,33,True
228,1.15827765938942,98,2.3333333333333304,1,98.3333333333333,13.0,204,5,False
229,1.86211959204448,0,1.8,1,22.0,0.0,59,0,False
230,2.46186888489552,25,1.73684210526316,4,22.2631578947368,0.403892418100971,1140,182,True
231,2.4983152019323,27,0.941176470588235,3,8.647058823529411,0.62348128356097,1205,24,True
232,1.41829583405449,108,0.5,3,0.0,0.334940039811111,5,7,False
233,0.8748794614009159,83,8.66666666666667,2,29.3333333333333,0.501742842982375,75,3,True
234,1.0,63,1.0,1,33.0,37.0,6,2,False
235,1.1205261807578402,718,1.0,1,18.6666666666667,2.0,180,46,True
236,1.25162916738782,719,1.0,1,22.6666666666667,3.0,6,6,False
237,1.7909206271346,5,0.4,1,66.0,1.0,622,4,False
238,3.10131211463576,88,6.21428571428571,4,40.4285714285714,0.2539888788296769,45,32,True
239,1.3692695664008998,0,1.0,1,41.75,0.0,868,43,True
240,4.02905848677917,206,2.0434782608695703,5,58.6521739130435,0.45031938542797,216,232,True
241,2.09945306793185,0,11.4,3,19.0,0.0,21,5,False
242,2.17187978072682,723,11.6,3,0.0,0.129627097497154,8,13,False
243,0.0,159,1.0,1,63.0,12.0,2,2,False
244,1.82464091864337,727,1.7142857142857095,1,24.0,34.0,304,174,False
245,3.91696676898436,212,4.64,3,47.24,0.7208502362985051,168,48,True
246,3.40351225547694,3,3.0,1,41.3888888888889,1.0,375,33,True
247,4.15065181014234,734,1.96296296296296,1,6.7407407407407405,41.0,101,77,True
248,2.39747700630318,97,14.666666666666698,3,19.6666666666667,0.3347493554038089,62,0,True
249,1.51652544153057,37,11.857142857142902,3,7.28571428571429,0.485620428957332,69,55,True
250,2.8084804681632995,114,7.21428571428571,4,38.5714285714286,0.5823570241530749,254,75,True
251,3.4495396846801096,742,2.1785714285714297,4,9.678571428571429,3.217223493417518e-86,325,299,True
252,2.96374112867002,743,1.75,2,1.33333333333333,4.77944589990609e-58,114,45,True
253,2.73612107069129,744,2.375,4,0.0,3.217223493417518e-86,42,141,False
254,1.43654633380774,0,0.0,1,0.0,0.0,634,0,True
255,0.0,217,0.0,1,0.0,122.0,115,0,False
256,2.63476756338129,35,0.0,2,0.0,1.31386707024649,1791,0,True
257,1.6339623525141105,753,1.6,1,33.4,294.0,183,131,False
258,1.5398075932584798,9,0.333333333333333,1,0.666666666666667,1.0,170,15,True
259,0.8290590693996659,0,12.5,1,4.0,0.0,62,3,True
260,3.63666592610869,123,2.5789473684210487,1,18.4210526315789,74.0,160,119,False
261,3.9074034664209902,37,1.3076923076923102,3,7.3076923076923075,0.623478774657457,1753,156,True
262,0.0,127,1.0,1,0.0,20.0,2,2,False
263,0.640944184787529,4,2.0,1,58.0,0.0,41,2,True
264,0.995727452084926,161,2.5,1,5.5,134.0,6,7,False
265,1.20567792926789,130,3.3333333333333304,3,0.666666666666667,0.0013780840710116,215,1,False
266,3.08214189199229,353,0.294117647058824,2,13.470588235294096,2.35213664534661e-38,1048,262,True
267,0.91829583405449,0,1.0,1,2.5,0.0,2,1,False
268,4.35068898308298,52,1.65384615384615,2,2.38461538461538,0.6285706755588759,1357,350,True
269,1.0,805,0.5,1,0.0,14.0,2,2,False
270,1.8307513754265,1,1.25,1,0.5,1.0,287,66,False
271,1.27290559532006,53,6.0,1,2.6666666666666696,47.0,17,13,True
272,0.620771504949184,0,12.5,2,4.5,0.0,132,4,True
273,3.74584165571096,171,3.53333333333333,3,18.4333333333333,0.425908154506821,483,405,True
274,1.58707293457776,138,4.25,2,0.75,0.0162660334173097,216,0,True
275,1.80277207484684,780,0.7142857142857142,1,1.42857142857143,79.0,108,143,False
276,3.22159638317874,0,0.4,1,109.466666666667,0.0,12,28,False
277,3.16634929425092,138,6.33333333333333,6,36.6,0.338738908486483,40,49,False
278,2.66616624580574,151,7.81818181818182,2,0.0909090909090909,0.508298584740799,1308,1,True
279,0.99639061936777,7,18.0,1,1.0,7.0,87,12,False
280,0.923707206032194,155,14.0,1,14.0,5.0,89,32,False
281,1.57657673601589,0,1.0,1,15.666666666666698,0.0,221,1,False
282,1.494004136424,3,9.5,3,11.25,0.0,69,125,True
283,1.4293958904812198,0,4.25,2,84.25,0.0,322,91,True
284,2.27639206311503,57,1.0,1,44.4285714285714,5.0,364,10,True
285,2.8641698041897703,58,2.8333333333333304,3,32.9166666666667,5.40017309766307e-16,502,311,True
286,2.03699772405328,5,3.05882352941176,2,18.7647058823529,0.96875,929,461,True
287,2.01955875228515,49,0.7777777777777779,1,18.2222222222222,30.0,818,19,False
288,1.78528559285968,65,3.8,2,14.4,1.19216623316321e-07,71,11,True
289,3.97950182248264,50,0.606060606060606,2,14.030303030303,1.3138670702938,2426,263,True
290,1.0,2,14.0,1,31.0,0.0,28,0,False
291,1.51206872519654,160,0.5714285714285711,1,79.5714285714286,13.0,375,18,True
292,1.7867005881640698,3,7.25,1,5.5,0.0,180,59,True
293,2.3585849799165697,363,5.0,2,18.0,0.988157383677333,503,61,False
294,2.3585849799165697,822,5.0,2,1.0,0.8760996056857951,61,503,False
295,4.24278559139473,52,0.258064516129032,2,13.129032258064498,1.3138670702938,2658,174,True
296,1.29428138654648,10,4.25,3,35.375,0.5000084675439039,256,151,True
297,2.22471876902511,11,3.44444444444444,1,7.0,0.0,1259,1,True
298,2.13694140053974,2,6.0,5,20.8571428571429,0.04,124,15,True
299,3.34798404818516,14,5.43478260869565,4,48.2173913043478,0.3333333618938919,488,81,True
300,3.51110333096987,365,1.22727272727273,2,14.1363636363636,8.2274789292443e-07,686,207,True
301,2.3585849799165697,366,5.0,2,3.4285714285714306,0.988157383677333,503,61,False
302,3.7217421433386497,55,0.6363636363636359,2,7.31818181818182,1.3138670702938,593,274,True
303,3.1163981189638,10,4.375,4,16.5625,9.5367431640625e-07,635,111,False
304,3.1163981189638,826,4.375,4,0.0,0.332108815507354,111,635,True
305,1.7643769616141998,244,12.7142857142857,2,0.857142857142857,0.5029296875,125,24,True
306,1.88402738485374,18,4.0,1,0.4,5.0,256,5,True
307,2.78494340700482,19,4.0,2,5.3,0.0024280548095703,149,46,True
308,1.4766025874663895,61,1.0,1,171.666666666667,0.0,44,24,True
309,2.09780757938853,21,2.0,2,2.14285714285714,0.0024299621582031,157,5,True
310,1.99851089821086,3,3.0,2,21.1666666666667,0.875,104,27,False
311,3.42554696205682,78,1.59259259259259,2,54.2592592592593,0.907948453563211,1070,106,True
312,0.0,31,2.0,1,23.0,2.0,18,1,False
313,2.2481456261808703,23,2.6666666666666696,2,1.5,0.0024306774139404,130,26,True
314,1.5190773064889198,11,1.25,1,6.0,9.0,438,74,True
315,5.300453742307389,179,0.267857142857143,2,18.9821428571429,0.5084497497014829,671,805,True
316,2.43237123182967,24,2.8333333333333304,2,0.0,0.0024307966232299,160,31,True
317,0.91829583405449,62,0.5,2,5.0,0.0056534340801555,3,3,False
318,1.69440405053736,26,3.625,2,4.0,0.0024308860301971,543,492,False
319,0.0,247,2.0,1,0.0,145.0,41,0,False
320,1.4056390622295702,59,1.6666666666666698,1,3.3333333333333304,38.0,4,4,False
321,1.58202394096428,5,0.333333333333333,1,7.66666666666667,0.0,19,3,False
322,1.47502843527186,161,3.5,2,9.25,0.999358505009923,102,39,True
323,0.811278124459133,60,1.5,1,1.0,39.0,2,2,False
324,2.18954266079478,373,7.428571428571429,2,57.8571428571429,0.0001228939917154,147,33,True
325,2.16691773597512,0,0.2,1,16.8,0.0,471,8,True
326,1.0602364707018102,62,1.33333333333333,2,11.333333333333302,0.9999949490013392,278,0,False
327,1.3727571068150402,63,0.0,1,0.0,41.0,23,31,False
328,0.877223623073272,189,0.5,1,101.5,112.0,87,4,False
329,3.2538218900180502,841,3.0,1,27.52941176470589,115.0,706,26,True
330,0.7219280948873621,2,2.0,1,21.5,0.0,24,1,True
331,3.84454817495085,249,3.6666666666666696,5,10.151515151515198,0.4099359998279699,2767,64,True
332,1.91462132566554,377,8.0,1,1.0,190.0,9,180,False
333,4.83797123775014,192,0.382978723404255,2,6.1276595744680895,0.5084497497014829,452,213,True
334,0.0,250,1.0,1,1.0,147.0,8,0,False
335,0.9893882286604292,1,0.0,1,0.0,0.0,421,0,False
336,3.22726201308306,844,2.9166666666666696,2,13.541666666666698,1.7936620343357702e-43,772,541,True
337,2.79694782818946,846,3.0,2,9.2,1.7936620343357702e-43,747,761,True
338,0.585156990276229,252,5.0,1,10.0,149.0,47,10,False
339,0.9993634856727652,379,2.0,1,234.0,2.0,268,237,False
340,0.6722948170756379,834,1.5,2,0.5,0.8760996015626009,2,15,False
341,0.998474616194268,15,1.0,2,1.5,0.828094482421875,174,0,False
342,2.55772777873932,5,13.0,3,49.3333333333333,0.0041152263374485,15,3,True
343,0.99551756953235,16,1.5,2,0.0,0.828125,165,0,False
344,0.0,255,1.0,1,21.0,3.0,55,2,False
345,1.22760578126847,256,0.4,1,13.6,4.0,274,53,True
346,0.0,257,2.0,1,1.0,150.0,15,0,False
347,0.720041154035907,66,2.3333333333333304,2,15.0,0.9999949490013392,96,1,True
348,1.5535283578732,67,1.0,2,2.25,0.9999949490013392,351,32,False
349,2.39702215371525,86,2.3076923076923097,1,1.15384615384615,83.0,807,7,True
350,0.999057404266386,18,2.0,2,3.0,0.828144073486328,166,0,False
351,1.1981839479118,50,21.0,2,11.333333333333302,0.88366696242942,10,3,False
352,0.0,34,3.0,1,16.0,3.0,3,0,False
353,3.33251538184805,261,1.41176470588235,1,10.5294117647059,153.0,738,423,True
354,2.6159199819755696,863,4.25,1,18.125,129.0,32,14,False
355,0.974489403398052,219,2.5,2,1.0,0.523433970069803,192,0,False
356,2.9053678027132404,69,1.0,1,10.8461538461538,47.0,284,19,False
357,2.88894160094086,164,8.16666666666667,4,18.7777777777778,0.0631259233342121,1116,888,True
358,3.23844223348226,88,4.26666666666667,3,40.0,0.4856202198927961,147,192,True
359,2.78377715890796,160,15.8,6,18.1,0.1666667062685209,8,51,True
360,1.9185536318743897,4,8.4,3,17.4,0.506172839506173,5,27,False
361,0.0,36,2.0,1,43.0,5.0,3,0,False
362,4.61373368009969,166,2.0,3,20.5277777777778,0.6149277858981911,272,172,True
363,3.29222111086254,168,1.35714285714286,1,5.07142857142857,29.0,141,129,True
364,2.97968772820717,897,3.76470588235294,3,8.23529411764706,0.333333333333338,390,335,True
365,1.34553497854522,83,2.25,1,3.5,50.0,39,4,False
366,0.0,5,4.0,1,1.0,5.0,13,2,False
367,5.525191812327582,225,0.4838709677419351,2,19.93548387096769,0.5084497497014829,350,55,True
368,1.12461841959787,6,3.6666666666666696,2,3.0,0.984375,71,26,False
369,1.0540157730728,0,4.0,2,6.33333333333333,0.0,22,18,True
370,1.66749752106504,174,1.5,1,4.75,34.0,72,46,False
371,0.9994110647387552,52,1.0,1,36.5,21.0,33,2,False
372,2.71713477416171,176,1.0,2,8.2,0.0239257821813226,139,135,True
373,3.99715482331388,178,2.0,1,10.1025641025641,37.0,299,575,True
374,2.9248328619190698,180,1.6,1,3.2,38.0,615,311,True
375,2.24585362665286,135,6.8,1,94.0,35.0,56,8,False
376,1.58406955923267,3,0.0,1,0.0,2.0,223,0,False
